Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	49716825	+132822	806398	+1264	39389646	+71083	9520781	13475	148962	2416	757565059	2269825	333754810	North America
India	34615757	+9216	470115	+391	34037054	+8548	108588	8944	24739	336	643510926	459902	1399235464	Asia
Brazil	22118782	+12910	615225	+205	21351505	+12387	152052	8318	103021	2865	63776166	297046	214701617	South America
UK	10329074	+53945	145281	+141	9126128	+30145	1057665	931	151028	2124	364875273	5335083	68391673	Europe
Russia	9703107	+33389	277640	+1221	8400117	+35185	1025350	2300	66449	1901	226100000	1548384	146023223	Europe
Turkey	8839891	+21747	77230	+192	8372778	+22284	389883	1405	103239	902	108390557	1265871	85625303	Asia
France	7773530	+48416	119330	+103	7141276	+3764	512924	1934	118719	1822	162981031	2489082	65478363	Europe
Iran	6125596	+3839	129988	+76	5901532	+8958	94076	3839	71631	1520	38439240	449496	85516321	Asia
Germany	6026796	+73486	102909	+357	4979700	+42100	944187	4636	71608	1223	83816414	995872	84163880	Europe
Argentina	5335310	+2681	116617	+20	5196096	+1316	22597	617	116533	2547	26305365	574558	45783654	South America
Spain	5189220	+14500	88122	+42	4925978	+1427	175120	772	110927	1884	66213858	1415417	46780466	Europe
Colombia	5074079	+2262	128643	+57	4913921	+2328	31515	342	98237	2491	28207446	546110	51651557	South America
Italy	5060430	+16806	134003	+72	4717556	+7650	208871	698	83871	2221	120584972	1998567	60335704	Europe
Indonesia	4256998	+311	143850	+10	4105352	+388	7796	N/A	15334	518	55038077	198248	277622982	Asia
Mexico	3891218	+3345	294428	+182	3248012	+2793	348778	4798	29737	2250	11883217	90814	130852697	North America
Poland	3596487	+27352	84656	+502	3066218	+17690	445613	1862	95176	2240	24547160	649605	37787809	Europe
Ukraine	3463872	+13531	87057	+525	2995727	+23535	381088	177	79885	2008	15962709	368136	43360950	Europe
South Africa	2988148	+11535	89915	+44	2850905	+763	47328	546	49499	1489	19580433	324350	60368296	Africa
Philippines	2833334	+425	48752	+40	2769180	+341	15402	1023	25377	437	24313150	217767	111647653	Asia
Netherlands	2684734	+23043	19524	+65	2128014	+7682	537196	609	156192	1136	19205114	1117314	17188644	Europe
Malaysia	2644027	+5806	30521	+47	2551253	+7246	62253	511	80235	926	38028329	1153996	32953607	Asia
Peru	2239421	+1579	201282	+73	N/A	N/A	N/A	978	66605	5987	20414072	607153	33622605	South America
Czechia	2193390	+21134	33400	+129	1872802	+485	287188	1064	204280	3111	43942413	4092555	10737159	Europe
Thailand	2125729	+4971	20845	+33	2031156	+5402	73728	1369	30347	298	14913135	212898	70048383	Asia
Iraq	2082774	+713	23859	+15	2047266	+1042	11649	107	50187	575	16384117	394798	41500033	Asia
Canada	1798872	+3243	29737	+23	1742524	+2625	26611	497	47077	778	49000664	1282362	38211249	North America
Belgium	1786444	+20409	27072	+57	1345928	+5012	413444	780	153196	2322	24849495	2130965	11661149	Europe
Romania	1781957	+1149	56707	+58	1691356	+2172	33894	1076	93514	2976	16057174	842649	19055592	Europe
Chile	1766493	+2219	38403	+47	1659771	+1331	68319	706	91297	1985	25724028	1329488	19348816	South America
Japan	1727430	+126	18362	+2	1708219	+140	849	38	13718	146	27983144	222217	125927160	Asia
Bangladesh	1576827	+261	27986	+3	1541661	+313	7180	1382	9441	168	10928659	65435	167015002	Asia
Israel	1344668	+565	8199	N/A	1331063	+697	5406	115	144185	879	31188024	3344202	9326000	Asia
Pakistan	1285631	+377	28745	+8	1242718	+364	14168	904	5664	127	22072293	97250	226965448	Asia
Vietnam	1266288	+13698	25658	+210	1005310	+13258	235320	6600	12845	260	68989197	699829	98580073	Asia
Serbia	1259005	+1980	11792	+48	1199419	+2724	47794	177	144922	1357	6845489	787976	8687438	Europe
Sweden	1209935	N/A	15130	N/A	1160273	+1150	34532	43	118754	1485	13708481	1345479	10188553	Europe
Austria	1179244	+8882	12625	+72	1036553	+13892	130066	637	129883	1391	111537645	12284879	9079263	Europe
Portugal	1154817	+2898	18471	+13	1078708	+1025	57638	128	113724	1819	21283107	2095923	10154529	Europe
Hungary	1124726	+10466	34931	+218	902000	+10309	187795	550	116848	3629	8516699	884801	9625551	Europe
Switzerland	1029804	+4798	11574	+3	864890	+2320	153340	218	117768	1324	12532330	1433191	8744354	Europe
Kazakhstan	973045	+753	12716	+13	938335	+952	21994	528	50958	666	11575012	606181	19094986	Asia
Jordan	963655	+4665	11661	+28	894077	+3711	57917	1139	93136	1127	12271386	1186019	10346704	Asia
Cuba	962778	+150	8305	N/A	953722	+156	751	22	85075	734	11138793	984270	11316809	North America
Greece	951351	+6256	18325	+91	856578	+5867	76448	704	91911	1770	37049509	3579380	10350817	Europe
Morocco	950223	+135	14782	+3	932565	+144	2876	347	25319	394	10468199	278925	37530550	Africa
Georgia	853833	+3731	12191	+72	796453	+4295	45189	N/A	214622	3064	11662676	2931570	3978304	Asia
Nepal	821949	+298	11535	+6	803369	+201	7045	N/A	27509	386	4642990	155393	29878958	Asia
UAE	742109	N/A	2148	N/A	737024	N/A	2937	N/A	73770	214	101637361	10103376	10059743	Asia
Tunisia	717908	+198	25381	+5	691299	+115	1228	58	59856	2116	3184853	265539	11993896	Africa
Bulgaria	699180	+2018	28656	+114	566918	+3344	103606	702	101710	4169	6632158	964787	6874222	Europe
Slovakia	697471	+7853	14606	+103	571321	+7531	111544	600	127663	2673	4636537	848655	5463393	Europe
Lebanon	674000	+1452	8745	+10	634302	+812	30953	186	99380	1289	4795578	707096	6782078	Asia
Belarus	658328	+1818	5114	+16	646104	+2318	7110	N/A	69702	541	10452213	1106650	9444914	Europe
Croatia	619255	+5341	11043	+76	575609	+4676	32603	312	152176	2714	3463550	851132	4069345	Europe
Guatemala	618727	+291	15967	+11	601471	+375	1289	5	33654	868	3134598	170499	18384867	North America
Azerbaijan	591885	+1772	7905	+21	558819	+2103	25161	N/A	57640	770	5565190	541955	10268724	Asia
Ireland	578064	+4159	5707	N/A	448141	+3682	124216	117	115245	1138	8983297	1790944	5015956	Europe
Costa Rica	567263	+304	7309	+4	550529	+1421	9425	77	109933	1416	2715029	526163	5160057	North America
Sri Lanka	565471	+738	14399	+27	541124	+341	9948	N/A	26251	668	5661108	262811	21540570	Asia
Saudi Arabia	549810	+24	8839	+2	538966	+27	2005	42	15452	248	31570182	887254	35581898	Asia
Bolivia	539762	+1115	19196	+8	494711	+770	25855	220	45363	1613	2593083	217931	11898628	South America
Ecuador	526870	N/A	33250	N/A	443880	N/A	49740	759	29234	1845	2013368	111714	18022579	South America
Myanmar	523346	+521	19120	+9	498748	+698	5478	N/A	9528	348	5626935	102444	54926955	Asia
Denmark	497201	+4680	2912	+3	403118	N/A	91171	57	85413	500	94571793	16246297	5821129	Europe
Panama	478275	+285	7370	+3	468201	+201	2704	20	108428	1671	4251681	963885	4410982	North America
Lithuania	474314	+1943	6791	+23	439408	+1942	28115	126	177754	2545	6202402	2324411	2668376	Europe
Paraguay	463199	+78	16475	+1	445928	+72	796	47	63831	2270	1953621	269216	7256692	South America
S. Korea	457612	+5262	3705	+47	400585	+2262	53322	733	8915	72	15804065	307881	51331769	Asia
Venezuela	433208	+694	5170	+9	420436	+712	7602	681	15296	183	3359014	118602	28321635	South America
Palestine	431161	+358	4542	+3	423162	+261	3457	50	81826	862	2736577	519348	5269250	Asia
Slovenia	425298	+2135	5255	+15	386458	+3654	33585	274	204535	2527	1949561	937585	2079343	Europe
Kuwait	413419	+36	2465	N/A	410663	+17	291	3	94820	565	5369734	1231578	4360045	Asia
Dominican Republic	407629	+155	4210	N/A	400836	+186	2583	167	37050	383	2467839	224306	11002099	North America
Uruguay	400275	+309	6132	+1	391880	+216	2263	16	114666	1757	4129007	1182824	3490803	South America
Mongolia	382523	+441	2008	+3	313256	N/A	67259	192	114081	599	4030048	1201898	3353070	Asia
Honduras	378046	+70	10412	+3	121195	+559	246439	59	37328	1028	1121382	110724	10127749	North America
Libya	373739	+529	5476	+10	350239	+2009	18024	N/A	53363	782	1917300	273756	7003681	Africa
Ethiopia	371803	+131	6784	+13	349306	+182	15713	212	3125	57	3883635	32637	118993061	Africa
Moldova	365165	+732	9162	+21	348945	+1827	7058	206	90822	2279	2210968	549901	4020662	Europe
Egypt	360435	+919	20594	+57	298865	+781	40976	90	3431	196	3693367	35152	105067498	Africa
Armenia	339578	+558	7631	+21	318481	+716	13466	N/A	114294	2568	2382972	802051	2971098	Asia
Oman	304581	+9	4113	N/A	300021	+10	447	2	57573	777	25000000	4725554	5290385	Asia
Bahrain	277752	+31	1394	N/A	276039	+40	319	2	155589	781	7439950	4167649	1785167	Asia
Bosnia and Herzegovina	276548	+583	12658	+30	192218	N/A	71672	N/A	85043	3893	1404535	431917	3251863	Europe
Norway	275763	+4140	1093	N/A	88952	N/A	185718	64	50309	199	8640313	1576315	5481338	Europe
Singapore	267150	+1101	735	+9	255124	+2056	11291	60	45160	124	21098774	3566651	5915570	Asia
Latvia	255402	+712	4232	+19	239465	+1422	11705	144	137564	2279	5357720	2885767	1856602	Europe
Kenya	255260	+96	5335	N/A	248376	+26	1549	20	4604	96	2843958	51291	55447839	Africa
Qatar	243758	+151	611	N/A	241061	+129	2086	11	86814	218	3005203	1070303	2807805	Asia
Estonia	223688	+520	1808	+5	205296	+1433	16584	34	168465	1362	2346179	1766967	1327800	Europe
North Macedonia	216328	+333	7609	+17	200669	+376	8050	N/A	103841	3652	1476534	708764	2083253	Europe
Nigeria	214317	+47	2978	N/A	207357	+45	3982	11	1004	14	3580510	16781	213369140	Africa
Australia	213360	+1706	2021	+10	195686	+851	15653	68	8232	78	48247926	1861476	25919178	Australia/Oceania
Algeria	210921	+198	6083	+7	144753	+151	60085	16	4690	135	230861	5133	44972408	Africa
Zambia	210220	+25	3667	N/A	206425	+12	128	7	10999	192	2731797	142935	19112199	Africa
Albania	200639	+466	3104	+3	190902	+524	6633	23	69828	1080	1398152	486595	2873339	Europe
Botswana	195302	+234	2419	+1	192452	+404	431	1	80742	1000	1873214	774423	2418852	Africa
Uzbekistan	193633	+209	1409	+3	190305	+277	1919	23	5669	41	1377915	40341	34156404	Asia
Finland	189730	+1622	1356	+8	46000	N/A	142374	51	34168	244	7984794	1437943	5552928	Europe
Kyrgyzstan	183460	+56	2752	+3	178404	+72	2304	131	27478	412	1838750	275400	6676656	Asia
Montenegro	157869	+258	2314	+4	153137	+247	2418	60	251312	3684	910976	1450185	628179	Europe
Afghanistan	157403	+32	7311	+2	140596	+15	9496	1124	3918	182	794105	19769	40169237	Asia
Mozambique	151652	+58	1941	N/A	149538	N/A	173	8	4667	60	981358	30201	32494032	Africa
Zimbabwe	136379	+1042	4707	N/A	128829	+45	2843	12	8990	310	1607765	105987	15169450	Africa
Cyprus	135503	+538	598	N/A	124370	N/A	10535	51	111084	490	9477138	7769292	1219820	Asia
Ghana	130920	N/A	1209	N/A	129042	N/A	669	5	4092	38	1933408	60436	31991170	Africa
Namibia	129243	N/A	3573	N/A	125495	N/A	175	1	49593	1371	789822	303070	2606070	Africa
Uganda	127551	N/A	3252	N/A	97567	+8	26732	115	2669	68	1968583	41198	47783381	Africa
Cambodia	120183	+23	2949	+5	116548	+19	686	N/A	7050	173	2719826	159551	17046796	Asia
El Salvador	119803	N/A	3779	+1	102982	N/A	13042	336	18339	578	1440742	220546	6532613	North America
Cameroon	107148	+354	1804	+13	102716	N/A	2628	152	3899	66	1751774	63745	27480870	Africa
Rwanda	100381	+19	1343	N/A	45522	N/A	53516	1	7487	100	3497196	260858	13406534	Africa
