Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	82169355	+36505	1014103	+619	80019630	+54613	1135622	1592	245679	3032	993270436	2969784	334458823	North America
India	43038016	+1088	521746	+23	42505410	+1081	10860	698	30650	372	794118951	565547	1404161824	Asia
Brazil	30183929	+22724	661552	+163	29126303	+49329	396074	8318	140227	3073	63776166	296289	215249843	South America
France	27163629	+190762	143625	+159	24344210	+145382	2675794	1541	414518	2192	260504402	3975303	65530697	Europe
Germany	22936514	+164628	132599	+288	18893100	+274700	3910815	1980	272208	1574	122332384	1451827	84260978	Europe
UK	21696145	+36532	170395	+288	19892105	+91448	1633645	378	316635	2487	511253697	7461271	68520995	Europe
Russia	18018825	+10910	372245	+281	17271128	+31271	375452	2300	123378	2549	273400000	1872014	146045885	Europe
S. Korea	15635274	+210676	19850	+171	N/A	N/A	N/A	1005	304498	387	15804065	307785	51347751	Asia
Italy	15405358	+84192	161032	+169	14015032	+87904	1229294	463	255464	2670	207155729	3435218	60303524	Europe
Turkey	14972502	+6635	98462	+25	14673980	+12152	200060	975	174190	1146	156329493	1818738	85954904	Asia
Spain	11662214	+8681	103266	+39	11120708	+19810	438240	368	249262	2207	471036328	10067670	46787024	Europe
Vietnam	10272964	+22804	42858	+28	8757107	+202184	1472999	1237	103874	433	85106796	860551	98898007	Asia
Argentina	9056203	+2077	128268	+35	8888514	+1515	39421	424	197156	2792	35657472	776273	45934213	South America
Netherlands	8001806	+6267	22117	+16	7146082	+52323	833607	101	465157	1286	21107399	1227004	17202382	Europe
Iran	7197505	+2737	140678	+28	6927042	+4413	129785	1411	83783	1638	50079995	582956	85906977	Asia
Japan	7072699	+33136	28721	+37	6546376	+36778	497602	467	56228	228	44834262	356430	125787084	Asia
Colombia	6088619	+284	139729	+4	5921750	+267	27140	342	117431	2695	34183285	659291	51848522	South America
Indonesia	6035358	+1455	155717	+43	5811666	+3286	67975	2771	21657	559	93452538	335348	278673384	Asia
Poland	5980217	+1620	115696	+61	5333816	+79	530705	268	158321	3063	35878475	949849	37772804	Europe
Mexico	5723214	+281	323727	+2	5023414	+1220	376073	4798	43574	2465	15675589	119347	131344642	North America
Australia	5153619	+46008	6609	+40	4692067	+67490	454943	130	198013	254	67815935	2605634	26026656	Australia/Oceania
Ukraine	4987285	+2135	108167	+28	N/A	N/A	N/A	177	115270	2500	19521252	451192	43265976	Europe
Malaysia	4342559	+9002	35341	+30	4180763	+16986	126455	151	131178	1068	57608005	1740197	33104294	Asia
Israel	4011666	+5489	10601	+10	3941841	N/A	59224	229	430159	1137	41373364	4436346	9326000	Asia
Austria	4004069	+8651	16286	+44	3819238	+19299	168545	192	440109	1790	179667360	19748219	9097902	Europe
Belgium	3943831	N/A	31079	N/A	3617125	+18451	295627	173	337673	2661	33220032	2844318	11679436	Europe
Thailand	3925854	+19982	26292	+101	3662166	+28057	237396	1496	55994	375	17270775	246332	70111850	Asia
Czechia	3868499	+4736	39934	+14	3790299	+5689	38266	70	360049	3717	54938558	5113248	10744357	Europe
South Africa	3733919	+1291	100116	+18	3622097	+1014	11706	175	61575	1651	24094335	397334	60640004	Africa
Portugal	3697653	+11162	21958	+23	N/A	N/A	N/A	61	364524	2165	40534335	3995982	10143772	Europe
Philippines	3681850	+204	59778	+1	3595817	+1301	26255	289	32822	533	29202370	260322	112177708	Asia
Canada	3590601	+11090	38095	+51	3356639	+11999	195867	407	93673	994	60047384	1566534	38331370	North America
Peru	3552467	+667	212528	+21	N/A	N/A	N/A	378	105135	6290	29255017	865801	33789553	South America
Switzerland	3551790	+4945	13784	+6	3105701	+48147	432305	103	405117	1572	20548491	2343760	8767319	Europe
Chile	3515878	+1587	57094	+13	3244666	+15231	214118	414	181153	2942	36191093	1864715	19408377	South America
Greece	3195887	+15331	28274	+69	3002224	+21021	165389	356	309307	2736	76926444	7445161	10332408	Europe
Denmark	2940998	+2511	5932	+11	2898131	+4237	36935	22	504587	1018	127005063	21790269	5828522	Europe
Romania	2875942	+2067	65258	+35	2606660	N/A	204024	253	151292	3433	22371077	1176854	19009213	Europe
Sweden	2495315	+740	18572	+3	2450543	+780	26200	22	244366	1819	18445431	1806357	10211397	Europe
Iraq	2322303	+222	25186	N/A	2289838	+637	7279	35	55519	602	18403689	439976	41828817	Asia
Serbia	1991620	+1109	15899	+9	1948245	N/A	27476	23	229589	1833	9326796	1075171	8674709	Europe
Bangladesh	1952131	+42	29124	N/A	1889605	+305	33402	1283	11647	174	13900274	82932	167610776	Asia
Hungary	1874206	+1542	45812	+31	1735929	+4113	92465	51	194891	4764	11225020	1167245	9616675	Europe
Slovakia	1754579	+3014	19618	+23	1677165	+6535	57796	130	321096	3590	6987643	1278769	5464351	Europe
