Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81071158	+42012	990588	+1497	55429994	+208532	24650576	5158	242526	2963	961448814	2876188	334278850	North America
India	42980067	+4184	515490	+104	42420120	+6554	44457	8944	30637	367	776082445	553198	1402902454	Asia
Brazil	29194042	+49078	653588	+652	27470786	+125837	1069668	8318	135717	3038	63776166	296482	215109695	South America
France	23234062	+69190	139773	+155	21929017	+92178	1165272	1962	354625	2133	246629975	3764348	65517319	Europe
UK	19417626	+65949	162482	+123	18138356	+51648	1116788	275	283519	2372	488292589	7129615	68487936	Europe
Russia	17140069	+58675	358246	+645	14895083	+92732	1886740	2300	117366	2453	273400000	1872089	146040091	Europe
Germany	16336336	+191973	125515	+216	12753700	+228700	3457121	2494	193935	1490	104701826	1242956	84236156	Europe
Turkey	14458881	+33243	95954	+143	13951247	+68822	411680	975	168380	1117	147197493	1714177	85870645	Asia
Italy	13160268	+49409	156357	+156	12001063	+59258	1002848	563	218204	2592	190933832	3165782	60311750	Europe
Spain	11181510	+21936	100992	+133	10214067	+39988	866451	743	238996	2159	471036328	10068031	46785347	Europe
Argentina	8955458	+6096	126955	+54	8753450	+4074	75053	916	195126	2766	34641140	754779	45895724	South America
Iran	7107167	+5008	138433	+173	6754234	+7164	214500	3265	82827	1613	47961837	558949	85807110	Asia
Netherlands	6912110	+74236	21634	+10	5139036	+86703	1751440	168	401893	1258	21107399	1227255	17198870	Europe
Colombia	6074155	+739	139189	+35	5904365	+1086	30601	342	117266	2687	33427450	645340	51798170	South America
Indonesia	5826589	+26336	151135	+304	5258235	+31705	417219	2771	20928	543	88286251	317115	278404860	Asia
Poland	5774925	+14402	113002	+234	5152498	+9826	509425	602	152870	2991	34285064	907573	37776640	Europe
Mexico	5575608	+8939	320166	+265	4863376	+9497	392066	4798	42491	2440	15265608	116337	131218882	North America
Japan	5483524	+49416	25281	+232	4849692	+65044	608551	1321	43581	201	40275604	320098	125822893	Asia
S. Korea	5212118	+342427	9440	+158	N/A	N/A	N/A	1087	101514	184	15804065	307809	51343665	Asia
Vietnam	5118554	+167095	41086	+109	2855214	+65872	2222254	3878	51798	416	80763591	817307	98816731	Asia
Ukraine	4882361	+3022	106784	+45	N/A	N/A	N/A	177	112782	2467	19521252	450939	43290255	Europe
Malaysia	3711199	+30246	33497	+113	3367542	+26653	310160	388	112237	1013	51319407	1552040	33065773	Asia
Israel	3690981	+6171	10322	N/A	3634202	+8724	46457	410	395773	1107	41373364	4436346	9326000	Asia
South Africa	3688423	+1867	99656	+31	3569538	+97	19229	546	60895	1645	23314522	384915	60570545	Africa
Philippines	3668925	+222	57182	+110	3564630	+859	47113	289	32746	510	28428336	253729	112042205	Asia
Czechia	3653113	+10484	39061	+38	3536341	+4170	77711	153	340061	3636	52943126	4928373	10742517	Europe
Belgium	3609122	+7495	30313	+17	3285590	+19837	293219	206	309139	2596	31979911	2739235	11674761	Europe
Peru	3530004	+1065	211301	+49	N/A	N/A	N/A	743	104602	6261	27740350	822012	33746874	South America
Australia	3462661	+33482	5498	+34	3223200	+31272	233963	110	133183	211	64217162	2469969	25999181	Australia/Oceania
Portugal	3367469	+14595	21267	+19	2867858	+11400	478344	72	331884	2096	37805639	3725970	10146522	Europe
Canada	3342389	+6762	37157	+64	3193127	+5266	112105	552	87267	970	58577551	1529414	38300662	North America
Chile	3230793	+16467	43283	+23	2363615	+32232	823895	1036	166595	2232	33721518	1738836	19393151	South America
Thailand	3088873	+22073	23441	+69	2843850	+24747	221582	687	44067	334	17270775	246389	70095625	Asia
Switzerland	3010246	+30871	13358	+6	2415264	+13270	581624	146	343579	1525	19123156	2182648	8761449	Europe
Austria	2972647	+47795	15113	+42	2643941	+27848	313593	182	326911	1662	164073801	18043696	9093137	Europe
Romania	2781086	+4176	64168	+63	2606660	N/A	110258	695	146211	3374	21430789	1126687	19021069	Europe
Denmark	2769881	+15992	5008	+60	2535790	+27430	229083	37	475383	860	126078016	21638232	5826632	Europe
Greece	2561503	+23335	26366	+63	2343150	N/A	191987	360	247797	2551	68111278	6589003	10337114	Europe
