Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81028625	+36261	988592	+1405	55221462	+202659	24818571	5421	242402	2957	960233929	2872599	334273557	North America
India	42975883	+4575	515386	+145	42413566	+7416	46931	8944	30634	367	774310567	551949	1402865413	Asia
Brazil	29144964	+75495	652936	+518	27344949	+165757	1147079	8318	135491	3035	63776166	296488	215105573	South America
France	23164872	+93050	139618	+167	21836839	+98559	1188415	2484	353571	2131	246629975	3764370	65516925	Europe
UK	19306725	+61803	162359	+212	18086708	+63719	1057658	268	281904	2371	487512832	7118330	68486963	Europe
Russia	17081394	+66576	357601	+652	14802351	+111756	1921442	2300	116964	2449	273400000	1872091	146039921	Europe
Germany	16144363	+193013	125299	+583	12525000	+237100	3494064	2494	191658	1487	104701826	1242967	84235426	Europe
Turkey	14425638	+37407	95811	+130	13882425	+69294	447402	975	167998	1116	146830957	1709958	85868167	Asia
Italy	13110859	+61523	156201	+184	11941805	+57408	1012853	592	217384	2590	190499871	3158574	60311992	Europe
Spain	11159574	+23149	100859	+285	10174079	+74937	884636	773	238527	2156	471036328	10068042	46785298	Europe
Argentina	8949362	+6474	126901	+59	8749376	+4634	73085	961	194998	2765	34590190	753688	45894592	South America
Iran	7102159	+5841	138260	+144	6747070	+7259	216829	3428	82772	1611	47884518	558067	85804173	Asia
Netherlands	6837874	+66231	21624	+12	5052333	+103980	1763917	163	397579	1257	21107399	1227262	17198766	Europe
Colombia	6073416	+760	139154	+34	5903279	+1548	30983	342	117255	2687	33400734	644843	51796689	South America
Indonesia	5800253	+30148	150831	+401	5226530	+55128	422892	2771	20834	542	87959504	315950	278396962	Asia
Poland	5760523	+13177	112768	+217	5142672	+9990	505083	605	152489	2985	34203025	905399	37776753	Europe
Mexico	5566669	+1684	319901	+42	4853879	+5807	392889	4798	42424	2438	15238167	116131	131215183	North America
Japan	5434108	+40575	25049	+114	4784648	+72481	624411	1348	43188	199	40106416	318750	125823946	Asia
Ukraine	4879339	+4332	106739	+60	N/A	N/A	N/A	177	112710	2466	19521252	450931	43290969	Europe
Vietnam	4877440	+165856	40977	+86	2789342	+70902	2047121	4258	49360	415	80574910	815417	98814340	Asia
S. Korea	4869691	+202714	9282	+186	969524	N/A	3890885	1007	94845	181	15804065	307810	51343545	Asia
South Africa	3686556	+1436	99625	+16	3569441	+4950	17490	546	60866	1645	23285855	384455	60568502	Africa
Israel	3684810	+4171	10322	+5	3625478	+16468	49010	419	395112	1107	41373364	4436346	9326000	Asia
Malaysia	3680953	+31490	33384	+79	3340889	+29035	306680	373	111326	1010	51052539	1544022	33064640	Asia
Philippines	3668703	+435	57072	+6	3563771	+1006	47860	289	32745	509	28403191	253513	112038220	Asia
Czechia	3642599	+10386	39018	+33	3532355	+8939	71226	153	339084	3632	52901093	4924485	10742463	Europe
Belgium	3601627	+3690	30296	+11	3265753	+28356	305578	208	308500	2595	31946419	2736398	11674624	Europe
Peru	3528939	+901	211252	+97	N/A	N/A	N/A	751	104575	6260	27669558	819945	33745619	South America
Australia	3429179	+43197	5464	+16	3191928	+34511	231787	114	131900	210	64126960	2466576	25998373	Australia/Oceania
Portugal	3352874	+15068	21248	+32	2856458	+12649	475168	78	330443	2094	37805639	3725940	10146603	Europe
Canada	3335627	+3807	37093	+54	3187861	+4279	110673	552	87093	968	58539142	1528447	38299759	North America
Chile	3214326	+11764	43260	+34	2331383	+36955	839683	1060	165749	2231	33641257	1734738	19392703	South America
Thailand	3066800	+18943	23372	+69	2819103	+25005	224325	687	43752	333	17270775	246390	70095148	Asia
Switzerland	2979269	+34877	13351	+9	2401994	+17655	563924	141	340050	1524	19052041	2174574	8761276	Europe
Austria	2924852	+30939	15071	+45	2616093	+26633	293688	195	321660	1657	163464616	17976979	9092997	Europe
Romania	2776910	+5461	64104	+99	2606660	+12466	106146	695	145989	3370	21392378	1124647	19021418	Europe
Denmark	2753889	+14619	4948	+43	2508360	+28736	240581	37	472643	849	126006400	21626145	5826577	Europe
Greece	2538168	+21057	26303	+57	2343150	+15767	168715	364	245536	2544	67614869	6540894	10337252	Europe
Sweden	2463009	+2215	17713	+5	2327235	+30030	118061	50	241344	1736	18297871	1792962	10205385	Europe
Iraq	2309816	+888	25076	+8	2259068	+1560	25672	84	55335	601	18085562	433267	41742295	Asia
Bangladesh	1948148	+446	29096	+7	1849946	+3062	69106	1264	11634	174	13566914	81019	167453994	Asia
Serbia	1930437	+2588	15488	+25	1858671	+6272	56278	77	222450	1785	8862846	1021294	8678059	Europe
Hungary	1807285	+1387	44495	+59	1636781	+4456	126009	114	187887	4626	10882684	1131372	9619011	Europe
Jordan	1654677	+2350	13882	+5	1572386	+3709	68409	694	159505	1338	16319298	1573126	10373805	Asia
Georgia	1629065	+2783	16430	+32	1568064	+5450	44571	N/A	409698	4132	16018853	4028621	3976262	Asia
Slovakia	1522732	+9819	18750	+46	1355755	+13403	148227	202	278679	3431	6517764	1192834	5464099	Europe
Pakistan	1515392	+378	30281	+9	1455765	+603	29346	778	6643	133	26712953	117103	228115801	Asia
Ireland	1326946	+4355	6571	+1	1210537	+4894	109838	51	263769	1306	11465339	2279066	5030718	Europe
Norway	1325909	+10217	1753	+11	88952	N/A	1235204	17	241396	319	9852076	1793676	5492673	Europe
Kazakhstan	1303848	N/A	13635	N/A	1277112	N/A	13101	528	68068	712	11575012	604278	19155109	Asia
Morocco	1161776	+78	16029	+7	1144073	+310	1674	293	30859	426	11237010	298478	37647661	Africa
Bulgaria	1105968	+2180	35964	+41	862437	+2295	207567	357	161213	5242	9307684	1356747	6860296	Europe
Lebanon	1080381	+1006	10169	+8	961605	+6139	108607	186	159491	1501	4795578	707946	6773934	Asia
Cuba	1073951	+447	8501	N/A	1063000	+570	2450	23	94914	751	12920253	1141873	11314965	North America
Croatia	1065001	+1016	15250	+16	1041819	+1268	7932	61	262148	3754	4554117	1120985	4062602	Europe
Tunisia	1017907	+1013	27989	+30	976839	+2061	13079	157	84635	2327	4419369	367454	12026988	Africa
Nepal	977641	+74	11949	+1	959817	+348	5875	100	32567	398	5455858	181744	30019459	Asia
Lithuania	939231	+4910	8551	+18	853070	+7596	77610	71	353322	3217	7837392	2948291	2658283	Europe
Belarus	932949	+742	6594	+15	925111	+688	1244	N/A	98787	698	12564070	1330364	9444085	Europe
