Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81228197	+19917	992565	+391	56287024	+205437	23948608	4090	242976	2969	966858794	2892143	334305317	North America
India	42996062	+2568	516005	+98	42446171	+4722	33886	8944	30644	368	779052383	555241	1403087655	Asia
Brazil	29382196	+13420	655326	+187	27838793	+96469	888077	8318	136579	3046	63776166	296454	215130305	South America
France	23532997	+18853	140294	+185	22261297	+97353	1131406	1855	359177	2141	246629975	3764235	65519286	Europe
UK	19767112	+73036	162895	+53	18378375	+50086	1225842	253	288601	2378	491742603	7179479	68492797	Europe
Russia	17376241	+41055	361344	+533	15585650	+105243	1429247	2300	118982	2474	273400000	1872078	146040943	Europe
Germany	17342351	+101872	126245	+136	13501400	+151500	3714706	2494	205869	1499	104701826	1242902	84239806	Europe
Turkey	14576069	+24404	96620	+133	14182892	+38812	296557	975	169720	1125	148835451	1733002	85883036	Asia
Italy	13404031	+30026	156997	+129	12242669	+25834	1004365	518	222250	2603	192765493	3196216	60310541	Europe
Spain	11251025	+9017	101345	+70	10453851	+52985	695829	689	240481	2166	471036328	10067978	46785594	Europe
Argentina	8976079	+4647	127257	+70	8783575	+6875	65247	768	195551	2772	34827206	758740	45901385	South America
Netherlands	7214075	+45892	21713	+6	5652608	+70343	1539754	150	419438	1262	21107399	1227218	17199386	Europe
Iran	7126906	+3813	139063	+114	6785933	+5984	201910	2871	83043	1620	48179304	561388	85821796	Asia
S. Korea	6866222	+309769	10595	+200	N/A	N/A	N/A	1158	133729	206	15804065	307806	51344266	Asia
Vietnam	6377438	+161262	41477	+92	3271978	+108407	3063983	4230	64530	420	81738760	827075	98828683	Asia
Colombia	6077288	+469	139315	+18	5909169	+776	28804	342	117310	2689	33540156	647424	51805575	South America
Indonesia	5900124	+9629	152437	+271	5434729	+39296	312958	2771	21190	547	89276639	320627	278444349	Asia
Poland	5823977	+5293	113444	+1	5190096	+11864	520437	486	154171	3003	34594957	915790	37776076	Europe
Japan	5772396	+52002	26154	+125	5167777	+59971	578465	1175	45879	208	41031108	326116	125817627	Asia
Mexico	5606827	+1191	321103	+49	4897155	+3053	388569	4798	42723	2447	15351490	116975	131237376	North America
Ukraine	4906408	+2256	107184	+34	N/A	N/A	N/A	177	113347	2476	19521252	450976	43286684	Europe
Malaysia	3845601	+22030	33899	+92	3502760	+33872	308942	388	116282	1025	52420694	1585075	33071438	Asia
Israel	3725414	+5970	10392	+13	3675110	+7664	39912	352	399465	1114	41373364	4436346	9326000	Asia
South Africa	3695175	+671	99725	N/A	3577338	+900	18112	546	60996	1646	23424639	386668	60580760	Africa
Czechia	3686053	+2746	39204	+26	3580706	+8054	66143	110	343119	3649	53085082	4941462	10742788	Europe
Philippines	3671293	+554	57625	+15	3567412	+820	46256	289	32761	514	28545001	254725	112062132	Asia
Belgium	3654667	+6545	30434	+13	3375431	+19616	248802	185	313022	2607	32112055	2750391	11675449	Europe
Australia	3622884	+26418	5591	+5	3346229	+22980	271064	110	139324	215	64674332	2487166	26003221	Australia/Oceania
Peru	3536842	+346	211579	+33	N/A	N/A	N/A	662	104786	6268	27960358	828378	33753151	South America
Portugal	3380263	N/A	21285	N/A	2876177	N/A	482801	70	333158	2098	37805639	3726119	10146118	Europe
Canada	3369502	+3931	36944	+60	3218338	+7500	114220	552	87965	964	58735152	1533348	38305178	North America
Chile	3314608	+12861	44005	+126	2542510	+39202	728093	938	170897	2269	34161281	1761309	19395390	South America
Thailand	3206955	+22130	23781	+69	2957288	+23508	225886	687	45750	339	17270775	246380	70098011	Asia
Austria	3188147	+34220	15221	+14	2784996	+30639	387930	192	350583	1674	166723590	18333688	9093838	Europe
Switzerland	3135554	+16123	13433	+8	2542111	+42020	580010	132	357846	1533	19407324	2214863	8762312	Europe
Denmark	2816984	+7534	5196	+21	2628584	+15687	183204	26	483444	892	126307689	21676616	5826910	Europe
Romania	2794081	+2087	64413	+21	2606660	N/A	123008	551	146907	3387	21562994	1133741	19019326	Europe
Greece	2658296	+22682	26635	+73	2427867	+15508	203794	364	257178	2577	69271836	6701723	10336422	Europe
Sweden	2470353	+882	17898	+10	2385377	+5833	67078	47	242039	1754	18297871	1792781	10206416	Europe
Iraq	2313370	+657	25105	+6	2267423	+1289	20842	82	55401	601	18161585	434934	41757127	Asia
Bangladesh	1949725	+239	29112	+1	1862808	+1922	57805	1264	11641	174	13651404	81510	167480871	Asia
Serbia	1942727	+2211	15604	+17	1884706	+3701	42417	63	223881	1798	8938391	1030067	8677484	Europe
Hungary	1814362	N/A	44653	N/A	1650643	N/A	119066	109	188630	4642	10921558	1135461	9618611	Europe
Jordan	1680179	+4251	13959	+13	1647266	+12480	18954	694	161938	1345	16499905	1590281	10375464	Asia
Georgia	1635975	+466	16569	+15	1588829	+2944	30577	N/A	411448	4167	16079589	4044023	3976137	Asia
Slovakia	1576486	+3375	18950	+32	1428004	+4691	129532	217	288515	3468	6614760	1210576	5464142	Europe
Pakistan	1519154	+462	30309	+2	1470822	+398	18023	577	6658	133	26929016	118013	228186231	Asia
Norway	1357280	+5397	1816	+10	N/A	N/A	N/A	30	247076	331	9852076	1793449	5493367	Europe
Ireland	1353733	+2100	6624	+13	1241135	+11558	105974	42	269045	1316	11546772	2294841	5031622	Europe
Kazakhstan	1304506	+64	13648	+2	1280904	+211	9954	528	68089	712	11575012	604162	19158790	Asia
Morocco	1162125	+29	16043	+4	1145338	+108	744	293	30863	426	11237010	298421	37654831	Africa
Bulgaria	1115132	+2433	36162	+64	882649	+4892	196321	311	162569	5272	9387770	1368591	6859444	Europe
Lebanon	1085232	+632	10211	+5	1001833	+12878	73188	186	160219	1508	4795578	707998	6773435	Asia
Cuba	1077405	+620	8503	N/A	1066150	+453	2752	23	95220	751	12920253	1141884	11314852	North America
Croatia	1073527	+141	15354	+18	1049676	+1456	8497	51	264273	3780	4583892	1128429	4062189	Europe
Tunisia	1029762	+166	28065	+3	983630	+1208	18067	74	85607	2333	4475031	372020	12029014	Africa
Nepal	977987	+50	11950	N/A	961218	+148	4819	100	32569	398	5487285	182739	30028061	Asia
Lithuania	964215	+2256	8650	+14	878528	+2757	77037	68	362805	3255	7894516	2970471	2657665	Europe
Singapore	948478	+9042	1153	+8	908291	+16069	39034	23	159983	194	23315251	3932656	5928627	Asia
Belarus	942334	+1166	6670	+9	928536	N/A	7128	N/A	99781	706	12646405	1339089	9444034	Europe
Slovenia	918810	+954	6415	+5	886422	+677	25973	69	441858	3085	2589339	1245219	2079424	Europe
Bolivia	897489	+104	21473	N/A	808628	+1462	67388	220	75142	1798	2682016	224551	11943882	South America
UAE	885703	+296	2302	N/A	850971	+980	32430	N/A	87748	228	142777188	14145191	10093691	Asia
Uruguay	865644	+1268	7103	+8	848967	+1174	9574	70	247736	2033	5823501	1666612	3494215	South America
Ecuador	849699	+313	35348	+1	N/A	N/A	N/A	759	46948	1953	2470170	136483	18098750	South America
Costa Rica	825158	+454	8186	+8	733664	+5463	83308	93	159504	1582	3854668	745114	5173262	North America
Guatemala	805393	+363	17159	+6	765305	+2211	22929	5	43584	929	4073203	220421	18479171	North America
Azerbaijan	790820	+53	9618	+7	779585	+168	1617	N/A	76818	934	6635319	644540	10294666	Asia
Finland	761110	+26848	2717	+64	46000	N/A	712393	36	137004	489	10136419	1824618	5555366	Europe
Panama	759782	+146	8140	+3	749222	+433	2420	16	171497	1837	5596410	1263214	4430296	North America
Saudi Arabia	748915	+146	9020	+2	731004	+314	8891	272	20957	252	41263565	1154676	35736063	Asia
Latvia	744433	+2097	5444	+8	644289	+5420	94700	20	402240	2942	6911407	3734448	1850717	Europe
Hong Kong	733785	+26908	4279	+286	13232	N/A	716274	104	96545	563	36260319	4770801	7600468	Asia
Sri Lanka	656386	+345	16407	+10	618961	+75	21018	N/A	30436	761	6368159	295287	21566023	Asia
Paraguay	646054	+171	18548	+10	620832	+502	6674	80	88724	2547	2560033	351576	7281584	South America
Kuwait	626114	+316	2552	+1	619672	+486	3890	14	143014	583	7763313	1773256	4378000	Asia
Myanmar	606227	+880	19411	+2	558736	+926	28080	N/A	11016	353	7398818	134450	55030431	Asia
Palestine	579923	+326	5321	+8	570740	+1028	3862	58	109357	1003	3078533	580523	5303036	Asia
Dominican Republic	576698	+57	4374	N/A	571897	N/A	427	31	52270	396	3167036	287052	11032987	North America
Bahrain	538794	+1399	1463	N/A	524784	+2543	12547	7	298986	812	9510028	5277280	1802070	Asia
Estonia	532082	+918	2359	+6	432394	+1485	97329	19	400648	1776	3177134	2392325	1328053	Europe
Venezuela	518460	+50	5659	+1	509750	+372	3051	230	18321	200	3359014	118698	28298841	South America
Moldova	508235	+241	11350	+4	490993	+712	5892	43	126489	2825	3090567	769179	4018009	Europe
Libya	500304	+304	6350	+6	483955	+853	9999	121	71165	903	2456132	349367	7030236	Africa
Egypt	495373	N/A	24277	N/A	424831	N/A	46265	122	4690	230	3693367	34970	105616776	Africa
Ethiopia	469222	+38	7486	N/A	421485	+13	40251	53	3917	62	4570795	38152	119804676	Africa
Mongolia	467003	+92	2177	N/A	313256	N/A	151570	192	138655	646	4030048	1196541	3368083	Asia
Armenia	422021	+17	8576	+4	408562	+166	4883	N/A	141967	2885	2936474	987825	2972667	Asia
Honduras	416729	N/A	10834	N/A	131100	N/A	274795	105	40966	1065	1263329	124190	10172546	North America
Oman	386646	+186	4250	N/A	379563	+434	2833	27	72577	798	25000000	4692714	5327407	Asia
New Zealand	377685	+15576	109	+8	187116	+22495	190460	N/A	75505	22	6840165	1367459	5002100	Australia/Oceania
Bosnia and Herzegovina	373359	+67	15635	+13	192218	N/A	165506	N/A	115018	4817	1725264	531489	3246095	Europe
Qatar	359259	+110	677	+1	357391	+173	1191	4	127950	241	3394776	1209050	2807805	Asia
Cyprus	356784	+3782	902	N/A	124370	N/A	231512	60	291893	738	9477138	7753446	1222313	Asia
Kenya	323195	+12	5646	+1	317491	N/A	58	1	5794	101	3442995	61719	55785178	Africa
Zambia	315202	N/A	3960	N/A	309765	N/A	1477	3	16366	206	3310740	171906	19259064	Africa
Réunion	310181	N/A	680	N/A	298082	N/A	11419	41	342294	750	1498366	1653492	906183	Africa
North Macedonia	301583	+92	9150	+4	290617	+363	1816	N/A	144767	4392	1904444	914179	2083228	Europe
Albania	272689	+26	3485	N/A	268411	+52	793	13	94933	1213	1760936	613043	2872450	Europe
Algeria	265457	+25	6866	+2	178073	+23	80518	6	5873	152	230861	5108	45197705	Africa
Botswana	263950	N/A	2619	N/A	259434	N/A	1897	1	108516	1077	2026898	833302	2432369	Africa
Nigeria	255001	+12	3142	N/A	249373	+1	2486	11	1187	15	4589725	21365	214825321	Africa
Zimbabwe	242909	+394	5416	+2	232425	+220	5068	12	15948	356	2137216	140321	15230956	Africa
Uzbekistan	237260	+22	1637	N/A	234669	+59	954	23	6918	48	1377915	40179	34294291	Asia
Montenegro	231613	+56	2693	N/A	228147	+55	773	60	368693	4287	1189242	1893092	628201	Europe
Mozambique	225179	N/A	2198	N/A	221972	+17	1009	13	6877	67	1284288	39222	32743820	Africa
Kyrgyzstan	200742	+11	2973	N/A	195873	+23	1896	131	29929	443	1907195	284347	6707270	Asia
Luxembourg	193939	+1975	1006	+2	182027	+1949	10906	3	301476	1564	4104707	6380714	643299	Europe
Afghanistan	176463	+234	7645	+2	158655	+226	10163	1124	4366	189	905633	22406	40418964	Asia
Maldives	174658	N/A	297	N/A	163687	N/A	10674	25	313718	533	2213831	3976454	556735	Asia
Uganda	163517	+11	3594	N/A	100117	N/A	59806	11	3393	75	2504595	51967	48195835	Africa
Iceland	162938	+1267	81	+2	75685	N/A	87172	6	472269	235	1831198	5307651	345011	Europe
Ghana	160716	N/A	1445	N/A	159112	N/A	159	1	4995	45	2368482	73611	32175848	Africa
Namibia	157438	N/A	4014	N/A	153069	N/A	355	1	60110	1533	968241	369676	2619162	Africa
El Salvador	156364	N/A	4101	+3	132410	N/A	19853	153	23902	627	1758939	268873	6541893	North America
Laos	146687	+359	642	+1	7660	N/A	138385	N/A	19676	86	1002806	134512	7455144	Asia
Cambodia	134213	+145	3047	N/A	129292	+324	1874	N/A	7843	178	2895579	169208	17112559	Asia
Trinidad and Tobago	133151	+218	3686	+2	115512	+1708	13953	18	94621	2619	650827	462498	1407199	North America
Guadeloupe	130705	N/A	843	N/A	2250	N/A	127612	19	326567	2106	938039	2343691	400240	North America
Rwanda	129602	+1	1458	N/A	45522	N/A	82622	N/A	9602	108	4979595	368912	13498042	Africa
Jamaica	128400	+21	2850	+5	79525	+292	46025	25	43042	955	883539	296176	2983160	North America
Martinique	126221	N/A	900	N/A	104	N/A	125217	10	336796	2401	738299	1970006	374770	North America
Cameroon	119322	N/A	1926	N/A	117263	N/A	133	13	4312	70	1751774	63311	27669208	Africa
China	116902	+1436	4636	N/A	103735	+135	8531	8	81	3	160000000	111163	1439323776	Asia
Brunei	114371	+2278	170	+4	83761	+5420	30440	N/A	257241	382	717784	1614427	444606	Asia
Angola	98931	+4	1900	N/A	96900	+43	131	N/A	2859	55	1464314	42317	34603696	Africa
DRC	86344	+29	1335	N/A	50930	N/A	34079	N/A	917	14	846704	8989	94188831	Africa
Senegal	85806	+9	1964	N/A	83785	+4	57	1	4905	112	1026468	58676	17493976	Africa
Malawi	85504	+5	2623	N/A	76752	N/A	6129	67	4282	131	553978	27740	19970262	Africa
Ivory Coast	81598	+1	796	N/A	80735	+18	67	N/A	2968	29	1447003	52640	27488732	Africa
Suriname	78763	+9	1321	N/A	49367	+1	28075	N/A	132247	2218	232265	389984	595575	South America
French Guiana	78148	+73	394	N/A	11254	N/A	66500	2	250601	1263	603850	1936397	311842	South America
Malta	73001	+143	615	+1	70561	+38	1825	3	164586	1387	1211456	2731310	443544	Europe
French Polynesia	70436	+278	645	+2	N/A	N/A	N/A	7	248302	2274	N/A	N/A	283671	Australia/Oceania
Eswatini	69459	+24	1392	N/A	68042	+32	25	11	58834	1179	486712	412258	1180601	Africa
Fiji	64081	+7	834	N/A	62237	+19	1010	N/A	70613	919	502418	553630	907498	Australia/Oceania
Madagascar	63870	N/A	1377	N/A	59156	N/A	3337	23	2210	48	404843	14008	28901160	Africa
Guyana	63147	+3	1225	+1	61722	+23	200	5	79630	1545	552595	696832	793010	South America
Sudan	61713	+58	4872	+7	N/A	N/A	N/A	N/A	1354	107	562941	12348	45589900	Africa
New Caledonia	59422	+165	305	N/A	57108	+1340	2009	25	204785	1051	98964	341058	290168	Australia/Oceania
Mauritania	58659	+1	981	N/A	57659	+5	19	30	12076	202	762678	157013	4857412	Africa
Channel Islands	57265	+828	147	N/A	53287	+774	3831	N/A	324284	832	1222997	6925669	176589	Europe
Barbados	57102	+79	326	+1	55548	N/A	1228	N/A	198289	1132	598374	2077875	287974	North America
Belize	57071	+37	652	N/A	56002	+151	417	6	139230	1591	511425	1247670	409904	North America
Cabo Verde	55907	+1	401	N/A	55453	+7	53	23	98730	708	400982	708122	566261	Africa
Syria	55399	+33	3117	N/A	50091	+134	2191	N/A	3040	171	146269	8026	18223412	Asia
Gabon	47570	+6	303	N/A	47244	+20	23	N/A	20548	131	1584243	684332	2315022	Africa
Papua New Guinea	41533	N/A	639	N/A	39905	N/A	989	7	4497	69	249149	26978	9235242	Australia/Oceania
Seychelles	39605	N/A	163	N/A	39212	N/A	230	N/A	398509	1640	N/A	N/A	99383	Africa
Curaçao	39459	N/A	265	N/A	38760	N/A	434	3	238805	1604	494095	2990256	165235	North America
Andorra	38794	N/A	152	N/A	37925	N/A	717	14	500729	1962	249838	3224756	77475	Europe
Burundi	38274	+13	38	N/A	773	N/A	37463	N/A	3064	3	345742	27676	12492663	Africa
Togo	36860	+6	272	N/A	36542	+22	46	N/A	4282	32	703340	81702	8608604	Africa
Mayotte	36745	N/A	187	N/A	2964	N/A	33594	N/A	129381	658	176919	622941	284006	Africa
Guinea	36435	+8	440	N/A	35950	+2950	45	8	2652	32	660107	48049	13738299	Africa
Mauritius	34356	+175	934	N/A	30778	+400	2644	N/A	26938	732	358675	281235	1275359	Africa
Faeroe Islands	34237	N/A	28	N/A	7693	N/A	26516	5	696171	569	778000	15819760	49179	Europe
