Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81115706	+44548	992022	+1434	55600175	+170181	24523509	4888	242655	2968	962617214	2879638	334284143	North America
India	42984261	+4194	515745	+255	42426328	+6208	42188	8944	30639	368	776082445	553183	1402939494	Asia
Brazil	29249903	+55861	654147	+559	27556598	+85812	1039158	8318	135974	3041	63776166	296476	215113817	South America
France	23308880	+74818	139880	+107	22011415	+82398	1157585	1962	355765	2135	246629975	3764325	65517712	Europe
UK	19457657	+40031	162624	+142	18182482	+44126	1112551	266	284099	2374	489082431	7141046	68488908	Europe
Russia	17191300	+51231	358911	+665	15043717	+148634	1788672	2300	117716	2458	273400000	1872086	146040262	Europe
Germany	16636606	+300270	125669	+154	12963800	+210100	3547137	2494	197498	1492	104701826	1242945	84236886	Europe
Turkey	14488373	+29492	96094	+140	14013492	+62245	378787	975	168718	1119	147556339	1718306	85873124	Asia
Italy	13215332	+55064	156493	+136	12086850	+85787	971989	545	219118	2595	191387173	3173311	60311508	Europe
Spain	11204125	+22615	101077	+85	10254207	+40140	848841	725	239479	2160	471036328	10068020	46785397	Europe
Argentina	8961595	+6137	127009	+54	8758109	+4659	76477	861	195255	2767	34692713	755884	45896856	South America
Iran	7113591	+6424	138572	+139	6761892	+7658	213127	3176	82899	1615	48036013	559795	85810047	Asia
Netherlands	6986628	+74518	21675	+41	5328403	+189367	1636550	159	406224	1260	21107399	1227248	17198973	Europe
Colombia	6074874	+719	139220	+31	5905559	+1194	30095	342	117276	2688	33454522	645845	51799651	South America
Indonesia	5847900	+21311	151413	+278	5296634	+38399	399853	2771	21004	544	88544248	318032	278412758	Asia
Poland	5788359	+13434	113186	+184	5160958	+8460	514215	557	153226	2996	34365607	909708	37776527	Europe
Mexico	5583773	+8165	320410	+244	4863376	N/A	399987	4798	42552	2442	15287662	116502	131222581	North America
Japan	5546271	+62747	25486	+205	4911283	+61591	609502	1322	44080	203	40484358	321759	125821840	Asia
S. Korea	5539650	+327532	9646	+206	N/A	N/A	N/A	1113	107893	188	15804065	307809	51343785	Asia
Vietnam	5279821	+161267	41157	+71	2908365	+53151	2330299	4044	53429	416	80924444	818915	98819121	Asia
Ukraine	4888473	+6112	106899	+115	N/A	N/A	N/A	177	112925	2469	19521252	450946	43289541	Europe
Malaysia	3741986	+30787	33567	+70	3393999	+26457	314420	389	113164	1015	51578408	1559820	33066906	Asia
Israel	3704116	+13135	10358	+36	3641612	+7410	52146	390	397182	1111	41373364	4436346	9326000	Asia
South Africa	3690291	+1868	99681	+25	3571758	+2220	18852	546	60923	1646	23314522	384902	60572588	Africa
Philippines	3669522	+597	57317	+135	3565090	+460	47115	289	32750	512	28479926	254180	112046190	Asia
Czechia	3662168	+9029	39100	+30	3540751	+4509	82317	142	340902	3640	52980025	4931783	10742571	Europe
Belgium	3620262	+11140	30354	+41	3314520	+28930	275388	197	310089	2600	32027795	2743304	11674899	Europe
Peru	3531075	+1071	211364	+63	N/A	N/A	N/A	688	104630	6263	27785664	823325	33748130	South America
Australia	3500734	+38073	5520	+22	3250184	+26984	245030	113	134644	212	64351597	2475062	25999989	Australia/Oceania
Portugal	3380263	+12794	21285	+18	2876177	+8319	482801	70	333148	2098	37805639	3726000	10146441	Europe
Canada	3350834	+8445	36807	+74	3200818	+7691	113209	552	87486	961	58613554	1530317	38301565	North America
Chile	3250736	+19943	43527	+244	2389453	+25838	817756	1011	167619	2244	33817368	1743739	19393599	South America
Thailand	3111857	+22984	23515	+74	2868011	+24161	220331	687	44394	335	17270775	246387	70096103	Asia
Switzerland	3040426	+30180	13364	+6	2447480	+32216	579582	141	347016	1525	19192127	2190477	8761621	Europe
Austria	3022079	+49432	15136	+23	2671393	+27452	335550	179	332342	1665	164876915	18131738	9093277	Europe
Romania	2784651	+3565	64240	+62	2606660	N/A	113751	630	146401	3377	21466696	1128595	19020721	Europe
Denmark	2783384	+13503	5049	+41	2559518	+23728	218817	26	477696	867	126140210	21648698	5826688	Europe
Greece	2583366	+21863	26424	+58	2370821	+27671	186121	359	249915	2556	68363846	6613525	10336976	Europe
Sweden	2466577	+1457	17765	+2	2356320	+19558	92492	54	241686	1741	18297871	1792902	10205729	Europe
Iraq	2311238	+699	25090	+8	2262122	+1289	24026	89	55363	601	18113388	433882	41747239	Asia
Bangladesh	1948798	+327	29100	+3	1855249	+2879	64449	1264	11637	174	13600387	81214	167462953	Asia
Serbia	1934953	+2139	15533	+21	1867601	+3852	51819	74	222976	1790	8891431	1024610	8677867	Europe
Hungary	1812294	+2377	44603	+54	1646037	+4781	121654	117	188410	4637	10907123	1133929	9618878	Europe
Jordan	1654677	N/A	13882	N/A	1572386	N/A	68409	694	159497	1338	16319298	1573042	10374358	Asia
Georgia	1631900	+1970	16485	+29	1578178	+7294	37237	N/A	410415	4146	16039231	4033788	3976221	Asia
Slovakia	1546510	+12066	18817	+31	1389931	+15147	137762	215	283030	3444	6561449	1200826	5464113	Europe
Pakistan	1516789	+639	30291	+4	1468449	+581	18049	707	6649	133	26785763	117410	228139278	Asia
Norway	1341163	+7370	1753	N/A	88952	N/A	1250458	21	244163	319	9852076	1793601	5492904	Europe
Ireland	1332701	+4057	6590	+12	1218284	+3773	107827	41	264897	1310	11495585	2284942	5031019	Europe
Kazakhstan	1304101	+89	13639	N/A	1278409	+1007	12053	528	68077	712	11575012	604239	19156336	Asia
Morocco	1161925	+77	16033	+4	1144733	+396	1159	293	30861	426	11237010	298459	37650051	Africa
Bulgaria	1109581	+1693	36028	+33	871306	+5093	202247	354	161746	5252	9339153	1361390	6860012	Europe
Lebanon	1082419	+956	10185	+9	974422	+6473	97812	186	159796	1504	4795578	707963	6773767	Asia
Cuba	1075030	+561	8502	N/A	1064144	+569	2384	23	95010	751	12920253	1141877	11314927	North America
Croatia	1069317	+1728	15294	+18	1043768	+1171	10255	57	263219	3765	4568162	1124480	4062465	Europe
Tunisia	1018447	N/A	28009	N/A	978788	N/A	11650	157	84675	2329	4424244	367839	12027663	Africa
Nepal	977786	+77	11949	N/A	960497	+429	5340	100	32569	398	5469595	182184	30022326	Asia
Lithuania	951346	+5920	8601	+13	862161	+4567	80584	71	357908	3236	7863704	2958418	2658077	Europe
Belarus	935684	+1497	6618	+10	928536	+1522	530	N/A	99076	701	12582380	1332305	9444068	Europe
Slovenia	912206	+2318	6390	+8	881094	+2360	24722	85	438683	3073	2584542	1242914	2079421	Europe
Singapore	901758	+16165	1116	+6	837836	+13375	62806	36	152115	188	23315251	3932989	5928125	Asia
Bolivia	896315	+461	21470	N/A	803321	+1479	71524	220	75055	1798	2682016	224584	11942141	South America
UAE	884354	+369	2302	N/A	846695	+1225	35357	N/A	87626	228	141546403	14025070	10092385	Asia
Uruguay	860663	+1498	7075	+6	842254	+2552	11334	86	246320	2025	5792508	1657804	3494084	South America
Ecuador	843760	N/A	35316	N/A	N/A	N/A	N/A	759	46627	1952	2470170	136505	18095820	South America
Costa Rica	821813	+1368	8149	+7	717893	+2944	95771	99	158873	1575	3801529	734914	5172754	North America
Guatemala	800403	+4595	17127	+21	753773	+7814	29503	5	43322	927	4045782	218980	18475544	North America
Azerbaijan	790153	+270	9575	+17	777960	+564	2618	N/A	76761	930	6617758	642896	10293668	Asia
Panama	758923	+310	8128	+3	747729	+246	3066	26	171332	1835	5576954	1259033	4429553	North America
Saudi Arabia	748311	+190	9014	+1	729661	+455	9636	351	20943	252	41168491	1152206	35730134	Asia
Latvia	726868	+7055	5397	+13	618849	+11074	102622	43	392701	2916	6870350	3711811	1850943	Europe
Finland	713103	+10051	2573	N/A	46000	N/A	664530	30	128365	463	10099648	1818029	5555273	Europe
Sri Lanka	654916	+580	16374	+13	618616	+113	19926	N/A	30369	759	6368159	295300	21565044	Asia
