Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81885591	+23247	1009353	+319	65843689	+161049	15032549	1803	244861	3018	986829899	2950901	334416477	North America
India	43029839	+795	521446	+58	42496369	+1280	12024	8944	30651	371	791079706	563501	1403865502	Asia
Brazil	30012798	+12982	660381	+112	28834486	+49558	517931	8318	139454	3068	63776166	296334	215216867	South America
France	26025500	+27648	142655	+149	23507109	+116587	2375736	1486	397169	2177	254106036	3877850	65527549	Europe
Germany	21769026	+122651	130713	+150	17156600	+183900	4481713	2494	258370	1551	104701826	1242676	84255138	Europe
UK	21380243	+41418	168488	+71	19262941	+62410	1948814	356	312060	2459	507265990	7403914	68513217	Europe
Russia	17912157	+15291	369995	+287	16997877	+32850	544285	2300	122649	2533	273400000	1872032	146044521	Europe
Turkey	14907378	+12647	98197	+40	14584479	+13958	224702	975	173473	1143	154732110	1800570	85935079	Asia
Italy	14877885	+31371	160628	+126	13442930	+40915	1274327	483	246709	2664	203647359	3376931	60305460	Europe
S. Korea	14001406	+127190	17453	+218	N/A	N/A	N/A	1108	272683	340	15804065	307791	51346789	Asia
Spain	11571884	+6770	102697	+52	10975331	+23088	493856	420	247333	2195	471036328	10067755	46786629	Europe
Vietnam	9876297	+48763	42642	+42	7843835	+55873	1989820	1942	99883	431	84680932	856411	98878883	Asia
Argentina	9043098	+1974	128086	+21	8870542	+2635	44470	476	196909	2789	35478057	772519	45925157	South America
Netherlands	7921025	+12324	22023	+7	6618387	+67198	1280615	130	460483	1280	21107399	1227063	17201555	Europe
Iran	7171165	+3519	140368	+53	6890768	+3826	140029	1591	83499	1634	49358909	574719	85883479	Asia
Japan	6702086	+48245	28286	+38	6203522	+38730	470278	505	53278	225	43766415	347917	125795510	Asia
Colombia	6086233	+307	139670	+10	5919385	+313	27178	342	117412	2694	33992556	655763	51836674	South America
Indonesia	6021642	+1661	155349	+61	5776058	+7355	90235	2771	21613	558	92456546	331849	278610202	Asia
Poland	5970107	+486	115345	N/A	5333534	N/A	521228	268	158049	3054	35742606	946230	37773707	Europe
Mexico	5666215	+839	323223	+11	4964420	+1420	378572	4798	43150	2461	15599685	118796	131315052	North America
Ukraine	4973738	+757	108019	+4	N/A	N/A	N/A	177	114942	2496	19521252	451132	43271688	Europe
Australia	4727501	+46685	6398	+14	4221386	+50893	499717	107	181686	246	66986568	2574407	26020191	Australia/Oceania
Malaysia	4256469	+10002	35127	+28	4041723	+23302	179619	236	128613	1061	56884042	1718799	33095230	Asia
Israel	3957499	+14346	10554	+24	3883123	+36201	63822	241	424351	1132	41373364	4436346	9326000	Asia
Austria	3899660	+12305	16002	+17	3607702	+35472	275956	226	428686	1759	177031676	19460914	9096781	Europe
Belgium	3881523	+10351	30908	+29	3547912	+7159	302703	183	332370	2647	33001012	2825832	11678336	Europe
Czechia	3832337	+1657	39754	+15	3740553	+7095	52030	89	356698	3700	54762277	5097046	10743924	Europe
Thailand	3736487	+24892	25515	+97	3454308	+27254	256664	1496	53296	364	17270775	246345	70108033	Asia
South Africa	3723639	+685	100052	+2	3612081	+958	11506	546	61422	1650	23922395	394605	60623661	Africa
Philippines	3679758	+273	59365	+22	3585597	+1278	34796	289	32812	529	29022359	258791	112145825	Asia
Portugal	3604114	N/A	21693	N/A	N/A	N/A	N/A	61	355280	2138	40188779	3961664	10144419	Europe
Peru	3548717	+158	212354	+26	N/A	N/A	N/A	423	105055	6286	28937071	856646	33779511	South America
Canada	3510206	+10980	37721	+31	3304567	+8614	167918	386	91593	984	59548322	1553807	38324144	North America
Switzerland	3506246	+3044	13732	+6	2875135	+24731	617379	136	399985	1567	20324729	2318603	8765938	Europe
Chile	3489913	+3260	56798	+48	3112345	+21600	320770	518	179848	2927	35757287	1842704	19404794	South America
Greece	3096135	+18424	27746	+62	2811268	N/A	257121	365	299621	2685	74953491	7253436	10333515	Europe
Denmark	2921576	+2148	5777	+15	2860123	+4951	55676	18	501293	991	126857323	21766579	5828078	Europe
Romania	2861426	+1332	65102	+12	2606660	N/A	189664	385	150506	3424	22164873	1165836	19012003	Europe
Sweden	2487852	N/A	18331	N/A	2439419	+1873	30102	25	243668	1795	18417910	1803905	10210023	Europe
Iraq	2320526	+266	25177	+4	2284933	+688	10416	45	55503	602	18360532	439152	41809041	Asia
Serbia	1982193	+1471	15834	+9	1934128	+2355	32231	33	228482	1825	9235046	1064500	8675475	Europe
Bangladesh	1951831	+61	29123	+1	1884352	+842	38356	1283	11648	174	13852661	82665	167574940	Asia
Hungary	1854198	N/A	45510	N/A	1709370	N/A	99318	56	192800	4732	11127382	1157028	9617209	Europe
Slovakia	1726952	+1465	19440	+23	1618092	+2815	89420	179	316043	3558	6912806	1265087	5464293	Europe
Jordan	1689314	N/A	14003	N/A	1668852	N/A	6459	276	162727	1349	16575546	1596678	10381271	Asia
Georgia	1649430	+208	16758	+2	1628643	+685	4029	N/A	414878	4215	16449797	4137585	3975700	Asia
