Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	48972550	+104819	798245	+1594	38787694	+76003	9386611	12248	146748	2392	746457001	2236791	333717757	North America
India	34544882	+9119	466980	+396	33957698	+10949	120204	8944	24693	334	634774225	453742	1398976181	Asia
Brazil	22043417	+4686	613416	+176	21264713	+16731	165288	8318	102684	2857	63776166	297086	214672763	South America
UK	9973759	+43231	144286	+149	8834188	+42873	995285	928	145847	2110	356406029	5211768	68384867	Europe
Russia	9434393	+33558	267819	+1240	8126376	+36682	1040198	2300	64609	1834	221800000	1518949	146022030	Europe
Turkey	8652172	+27592	75618	+175	8178520	+28285	398034	1405	101067	883	105529753	1232710	85607956	Asia
France	7483282	+32591	118734	+81	7071681	+9404	292867	1406	114291	1813	161863693	2472122	65475608	Europe
Iran	6092822	+4813	129280	+95	5819025	+11936	144517	3375	71265	1512	38107951	445729	85495760	Asia
Germany	5546915	+73966	100481	+321	4712900	+32900	733534	3987	65910	1194	81975529	974058	84158769	Europe
Argentina	5319867	+2234	116458	+43	5184973	+1013	18436	594	116216	2544	25988908	567744	45775729	South America
Spain	5111842	+8527	87904	+38	4911361	+1461	112577	562	109274	1879	66213858	1415427	46780120	Europe
Colombia	5055253	+2520	128236	+48	4895931	+2511	31086	342	97892	2483	27839945	539103	51641190	South America
Italy	4954577	+12440	133415	+85	4661853	+7558	159309	573	82115	2211	116019095	1922839	60337397	Europe
Indonesia	4254443	+451	143766	+13	4102700	+377	7977	N/A	15328	518	52840948	190371	277567698	Asia
Mexico	3867976	+3698	292850	+326	3229463	+2436	345663	4798	29566	2238	11734369	89694	130826805	North America
Poland	3406144	+28395	81689	+461	2919578	+6258	404877	1613	90137	2162	23895816	632355	37788599	Europe
Ukraine	3367461	+14325	82913	+595	2825641	+29044	458907	177	77652	1912	15648456	360847	43365949	Europe
South Africa	2950035	+1275	89657	+22	2839768	+1244	20610	546	48879	1486	19279975	319448	60353996	Africa
Philippines	2828643	+873	47682	+200	2762918	+1514	18043	1170	25342	427	23984981	214881	111619756	Asia
Malaysia	2602835	+5755	30147	+37	2503427	+5082	69261	506	79004	915	37051546	1124625	32945676	Asia
Netherlands	2511953	+23709	19098	+50	2068811	+5243	424044	512	146146	1111	19205114	1117361	17187921	Europe
Peru	2228212	+1556	200961	+30	N/A	N/A	N/A	899	66289	5979	20059723	596770	33613818	South America
Thailand	2081992	+5857	20542	+55	1979871	+7318	81579	1595	29724	293	14913135	212908	70045042	Asia
Iraq	2076922	+776	23725	+13	2037007	+1377	16190	114	50067	572	16234312	391351	41482728	Asia
Czechia	2044124	+25880	32504	+108	1792982	+464	218638	799	190385	3027	42984363	4003469	10736780	Europe
Canada	1774946	+2627	29580	+25	1721427	+2311	23939	480	46459	774	48289085	1263949	38204927	North America
Romania	1769783	+2796	55697	+196	1658933	+5754	55153	1380	92863	2922	15831106	830679	19058033	Europe
Chile	1749099	+2034	38175	+14	1645290	+1611	65634	654	90413	1973	25180549	1301611	19345681	South America
Japan	1726628	+117	18351	+2	1707182	+185	1095	58	13711	146	27579308	218997	125934533	Asia
Belgium	1635675	+12115	26705	+36	1290943	+6931	318027	654	140279	2290	23861944	2046446	11660187	Europe
Bangladesh	1574948	+312	27961	+3	1539193	+338	7794	1377	9432	167	10782981	64575	166983646	Asia
Israel	1341305	N/A	8178	+1	1327046	N/A	6081	128	143824	877	31188024	3344202	9326000	Asia
Pakistan	1282860	+350	28677	+9	1239995	+1015	14188	1007	5654	126	21755675	95889	226883280	Asia
Serbia	1241492	+2631	11385	+50	1167802	+4750	62305	205	142896	1310	6727663	774353	8688108	Europe
Sweden	1196743	+2107	15113	+1	1153131	+522	28499	22	117473	1484	13586095	1333624	10187351	Europe
Vietnam	1155778	+11811	24243	+125	937261	+25951	194274	5533	11726	246	66686993	676590	98563340	Asia
Portugal	1130091	+3773	18370	+17	1063689	+1494	48032	105	111283	1809	20844492	2052614	10155095	Europe
Austria	1095297	+15365	12180	+66	931174	+12808	151943	578	120650	1342	107984174	11894779	9078283	Europe
Hungary	1044852	+12637	33519	+176	856330	+5016	155003	664	108545	3482	8196724	851518	9626018	Europe
Switzerland	970945	+8042	11461	+13	851134	+721	108350	173	111052	1311	12103854	1384382	8743145	Europe
Kazakhstan	966423	+905	12603	+26	929120	+1502	24700	528	50623	660	11575012	606317	19090692	Asia
Cuba	961458	+182	8299	+1	951944	+274	1215	36	84957	733	10979501	970183	11316941	North America
Morocco	949263	+130	14770	+4	931433	+135	3060	347	25299	394	10366159	276267	37522185	Africa
Jordan	928256	+4534	11429	+26	872017	+2477	44810	961	89732	1105	11889329	1149308	10344769	Asia
Greece	901661	+7106	17612	+95	804383	+6740	79666	612	87102	1701	34131054	3297117	10351786	Europe
Georgia	822383	+3201	11679	+64	763755	+4098	46949	N/A	206709	2936	11291673	2838209	3978450	Asia
Nepal	820004	+305	11513	+4	801122	+232	7369	N/A	27453	385	4584556	153489	29868922	Asia
UAE	741643	+73	2145	+1	736423	+90	3075	N/A	73741	213	99692301	9912276	10057458	Asia
Tunisia	716702	+93	25356	+2	690336	+110	1010	58	59767	2114	3155126	263113	11991532	Africa
Bulgaria	682552	+2569	27778	+120	548845	+3092	105929	797	99277	4040	6402544	931250	6875216	Europe
Lebanon	662269	+1827	8676	+10	627512	N/A	26081	186	97641	1279	4795578	707035	6782660	Asia
Belarus	645069	+1697	4995	+16	630218	+2429	9856	N/A	68298	529	10269975	1087348	9444973	Europe
Slovakia	631738	+10315	14056	+71	519678	+6989	98004	554	115632	2573	4444343	813484	5463343	Europe
Guatemala	615725	+815	15870	+15	597890	+846	1965	5	33502	864	3082937	167747	18378520	North America
Croatia	582769	+6136	10505	+67	538701	+3047	33563	323	143193	2581	3382082	831014	4069826	Europe
Azerbaijan	578627	+1924	7709	+23	543200	+1873	27718	N/A	56358	751	5473157	533084	10266978	Asia
