Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	49297359	+68445	801282	+416	39031799	+66024	9464278	12650	147712	2401	752457911	2254630	333738930	North America
India	34583597	+2765	468790	N/A	34008183	+9905	106624	8944	24718	335	640291325	457637	1399124343	Asia
Brazil	22084749	+3843	614428	+114	21304115	+10801	166206	8318	102868	2862	63776166	297063	214689251	South America
UK	10189059	+42583	144810	+35	9025773	+40719	1018476	925	148987	2117	361428446	5284910	68388756	Europe
Russia	9604233	+33860	273964	+1209	8295811	+27700	1034458	2300	65772	1876	224500000	1537432	146022711	Europe
Turkey	8770372	+24317	76635	+189	8301883	+23273	391854	1405	102436	895	107321500	1253494	85617869	Asia
France	7628327	+8279	119016	+122	7113263	+12453	396048	1563	116504	1818	162981031	2489127	65477182	Europe
Iran	6113192	+4310	129711	+82	5873441	+10193	110040	3338	71493	1517	38439240	449542	85507509	Asia
Germany	5825543	+42582	101652	+241	4852800	+29100	871091	4459	69218	1208	83816414	995897	84161690	Europe
Argentina	5328416	+1968	116554	+25	5192404	+1350	19458	614	116391	2546	26173874	571728	45780258	South America
Spain	5153923	+7637	88008	+17	4920879	+2195	145036	673	110173	1881	66213858	1415421	46780318	Europe
Colombia	5067348	+1975	128473	+36	4907484	+2053	31391	342	98115	2488	28064873	543397	51647114	South America
Italy	5015790	+7975	133739	+65	4692408	+4707	189643	669	83130	2217	118611763	1965840	60336430	Europe
Indonesia	4256112	+176	143819	+11	4104333	+419	7960	N/A	15332	518	54160249	195102	277599289	Asia
Mexico	3883842	+1050	293897	+38	3240521	+1963	349424	4798	29684	2246	11834145	90446	130841601	North America
Poland	3520961	+13115	83055	+18	3022771	+22459	415135	1820	93176	2198	24289149	642772	37788148	Europe
Ukraine	3427827	+5804	85414	+297	2920714	+10477	421699	177	79049	1970	15832613	365117	43363093	Europe
South Africa	2963679	+2273	89822	+25	2849439	+1668	24418	546	49098	1488	19434381	321963	60362167	Africa
Philippines	2832375	+665	48501	+141	2767585	+993	16289	1023	25372	434	24146328	216296	111635697	Asia
Malaysia	2627903	+4087	30370	+61	2532036	+4984	65497	507	79754	922	37643236	1142428	32950208	Asia
Netherlands	2621022	+21443	19349	+32	2104563	+7897	497110	575	152488	1126	19205114	1117334	17188334	Europe
Peru	2234970	+895	201144	+36	N/A	N/A	N/A	962	66480	5983	20273392	603037	33618839	South America
Czechia	2132380	+9292	32929	+51	1835044	+115	264407	947	198601	3067	43539197	4055063	10736997	Europe
Thailand	2111566	+4753	20732	+27	2013021	+6165	77813	1369	30145	296	16196007	231216	70046951	Asia
Iraq	2080448	+826	23807	+14	2043666	+1367	12975	103	50140	574	16320352	393331	41492616	Asia
Canada	1790142	+2332	29670	+27	1734556	+4008	25916	480	46852	777	48740327	1275640	38208540	North America
Romania	1778045	+1096	56382	+92	1683204	+3262	38459	1203	93303	2959	15990674	839113	19056639	Europe
Chile	1761365	+1960	38343	+30	1654564	+2111	68458	680	91039	1982	25551531	1320665	19347472	South America
Japan	1727143	+73	18358	N/A	1707902	+144	883	43	13715	146	27821836	220930	125930320	Asia
Belgium	1701633	N/A	26840	N/A	1307154	N/A	367639	669	145928	2302	24287332	2082830	11660737	Europe
Bangladesh	1576011	+227	27980	+2	1540597	+280	7434	1382	9437	168	10868949	65083	167001564	Asia
Israel	1342976	+766	8195	+6	1329263	+2217	5518	117	144003	879	31188024	3344202	9326000	Asia
Pakistan	1284365	+176	28709	N/A	1241761	N/A	13895	946	5660	127	21913668	96566	226930233	Asia
Serbia	1252573	+2180	11637	+49	1189492	+3947	51444	203	144177	1339	6797349	782408	8687725	Europe
Vietnam	1224110	+13770	25055	+173	974724	+16088	224331	6413	12418	254	68108275	690943	98572901	Asia
Sweden	1198848	N/A	15113	N/A	1158200	+862	25535	41	117672	1483	13708481	1345547	10188038	Europe
Austria	1151809	+8526	12425	+37	994091	+11799	145293	619	126867	1369	110110679	12128272	9078843	Europe
Portugal	1144342	+1635	18430	+13	1071544	+971	54368	111	112690	1815	21165845	2084325	10154772	Europe
Hungary	1096718	+27830	34326	+460	877251	+14717	185141	538	113936	3566	8423435	875094	9625751	Europe
Switzerland	1001549	+2508	11518	+10	860263	+1828	129768	182	114543	1317	12351333	1412576	8743836	Europe
Kazakhstan	970887	+795	12678	+11	934813	+827	23396	528	50850	664	11575012	606239	19093146	Asia
Cuba	962350	+130	8300	N/A	953130	+192	920	25	85037	733	11083208	979353	11316865	North America
Morocco	949785	+53	14775	+1	932133	+148	2877	347	25309	394	10427240	277860	37526965	Africa
Jordan	948966	+5661	11584	+33	883980	+3408	53402	1045	91724	1120	12116328	1171126	10345875	Asia
Greece	931183	+6677	18067	+108	835882	+6555	77234	657	89959	1745	35721156	3450909	10351232	Europe
Georgia	840593	+1954	11974	+47	783987	+4477	44632	N/A	211291	3010	11506875	2892361	3978367	Asia
Nepal	821121	+243	11524	+1	802653	+264	6944	N/A	27486	386	4618231	154587	29874656	Asia
UAE	741976	+58	2146	N/A	736862	+84	2968	N/A	73764	213	101032600	10044237	10058763	Asia
Tunisia	717309	+51	25365	+2	690903	+112	1041	58	59811	2115	3170783	264389	11992883	Africa
Bulgaria	692376	+3020	28325	+224	558928	+2965	105123	723	100714	4120	6549700	952732	6874648	Europe
Slovakia	673015	+5054	14341	+67	549171	+3299	109503	549	123187	2625	4563162	835228	5463371	Europe
Lebanon	668605	+518	8716	+7	632623	+1329	27266	186	98580	1285	4795578	707070	6782328	Asia
Belarus	653323	+1484	5067	+13	640132	+1288	8124	N/A	69172	536	10381143	1099122	9444939	Europe
Guatemala	617621	+11	15933	+5	600146	+112	1542	5	33599	867	3111321	169258	18382147	North America
Croatia	604347	+1031	10826	+67	563630	+5399	29891	308	148505	2660	3437227	844621	4069551	Europe
Azerbaijan	586640	+857	7833	+26	552815	+1091	25992	N/A	57133	763	5526664	538243	10267975	Asia
Costa Rica	566560	N/A	7287	N/A	543875	N/A	15398	92	109805	1412	2715029	526201	5159676	North America
Ireland	564657	+4603	5652	N/A	439623	+2977	119382	115	112582	1127	8953278	1785120	5015504	Europe
Sri Lanka	563267	+747	14328	+23	529662	N/A	19277	N/A	26150	665	5640979	261886	21539836	Asia
Saudi Arabia	549720	+25	8834	+1	538885	+29	2001	44	15451	248	31078369	873541	35577451	Asia
Bolivia	536472	+715	19161	+7	491946	+759	25365	220	45092	1611	2586370	217391	11897322	South America
Ecuador	526615	N/A	33219	N/A	443880	N/A	49516	759	29223	1843	2013368	111727	18020382	South America
Myanmar	521931	+370	19097	+9	496660	+579	6174	N/A	9503	348	5562001	101267	54923970	Asia
Denmark	483253	+4326	2883	+11	403118	N/A	77252	60	83019	495	93454969	16054901	5820962	Europe
Panama	477514	N/A	7362	N/A	467459	N/A	2693	20	108269	1669	4229187	958907	4410424	North America
Lithuania	468494	+584	6719	+23	432559	+374	29216	121	175552	2518	6118609	2292743	2668685	Europe
Paraguay	463001	+45	16469	+6	445723	+66	809	43	63810	2270	1946045	268199	7255974	South America
S. Korea	444200	+3304	3580	+32	393617	+1306	47003	629	8654	70	15804065	307883	51331409	Asia
Venezuela	431296	+600	5144	+6	418472	+641	7680	681	15228	182	3359014	118600	28322293	South America
Palestine	429697	N/A	4528	N/A	422442	N/A	2727	38	81563	859	2720854	516460	5268275	Asia
Slovenia	418410	+1034	5206	+18	374785	+1801	38419	193	201222	2504	1930022	928189	2079341	Europe
Kuwait	413327	+30	2465	N/A	410610	+35	252	N/A	94810	565	5310741	1218192	4359528	Asia
Dominican Republic	407113	+310	4204	N/A	399463	+25	3446	196	37006	382	2453480	223019	11001208	North America
Uruguay	399504	+156	6130	+1	391288	+205	2086	15	114448	1756	4098744	1174188	3490704	South America
Mongolia	381135	+190	1995	+5	313256	N/A	65884	192	113682	595	4030048	1202053	3352637	Asia
Honduras	377888	N/A	10403	N/A	120308	N/A	247177	59	37317	1027	1121382	110738	10126457	North America
Libya	372209	+638	5448	+10	344087	+2364	22674	N/A	53151	778	1904933	272020	7002915	Africa
Ethiopia	371346	+84	6750	+10	348886	+87	15710	299	3121	57	3865030	32488	118969649	Africa
Moldova	363110	+677	9090	+21	347118	+489	6902	205	90309	2261	2196983	546413	4020739	Europe
Egypt	357629	+911	20412	+65	296897	+730	40320	90	3404	194	3693367	35158	105051654	Africa
Armenia	338120	+189	7535	+21	316198	+1072	14387	N/A	113805	2536	2360218	794405	2971053	Asia
Oman	304519	N/A	4113	N/A	299951	N/A	455	7	57572	778	25000000	4726508	5289317	Asia
Bahrain	277628	+43	1394	N/A	275929	+19	305	2	155562	781	7384537	4137737	1784680	Asia
Bosnia and Herzegovina	274219	+1421	12555	+99	192218	N/A	69446	N/A	84322	3861	1393545	428516	3252029	Europe
Norway	263798	+2877	1050	N/A	88952	N/A	173796	62	48130	192	8576127	1564704	5480991	Europe
Singapore	263486	+1103	710	+9	250134	+1811	12642	62	44544	120	21098774	3566878	5915194	Asia
Kenya	254979	+28	5334	+1	248308	+177	1337	20	4599	96	2827102	50996	55438108	Africa
Latvia	252728	+315	4155	+9	236997	+419	11576	168	136111	2238	5323266	2866947	1856772	Europe
Qatar	243290	+158	611	N/A	240666	+139	2013	15	86648	218	2987747	1064086	2807805	Asia
Estonia	221860	+311	1791	N/A	201315	+468	18754	38	167089	1349	2327340	1752788	1327793	Europe
North Macedonia	215125	+116	7569	+22	199460	+396	8096	N/A	103264	3633	1468996	705145	2083253	Europe
