Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81327636	+35021	996064	+923	56768264	+133562	23563308	3543	243270	2979	969619023	2900354	334310610	North America
India	43003767	+2290	516312	+150	42454546	N/A	32909	8944	30649	368	781224304	556775	1403124696	Asia
Brazil	29527640	+49601	656487	+484	28126647	+62887	744506	8318	137252	3052	63776166	296448	215134427	South America
France	23860194	+101747	140729	+116	22452496	+57965	1266969	1783	364168	2148	246629975	3764212	65519680	Europe
UK	20001627	+89717	163386	+138	18507001	+33031	1331240	281	292021	2385	494375963	7217824	68493770	Europe
Germany	18140525	+296980	127072	+242	14142500	+210600	3870953	2494	215342	1508	104701826	1242891	84240536	Europe
Russia	17484257	+34819	363039	+561	15934645	+112614	1186573	2300	119721	2486	273400000	1872076	146041114	Europe
Turkey	14644382	+21354	96954	+101	14271428	+25619	276000	975	170510	1129	149811965	1744322	85885515	Asia
Italy	13645834	+79895	157442	+128	12400175	+48190	1088217	473	226260	2611	194373101	3222884	60310299	Europe
Spain	11260040	N/A	101416	N/A	10502784	N/A	655840	682	240673	2168	471036328	10067967	46785643	Europe
Argentina	8990413	+4577	127363	+29	8797548	+6289	65502	707	195859	2775	34971639	761868	45902517	South America
S. Korea	8250592	+621328	11481	+429	N/A	N/A	N/A	1159	160691	224	15804065	307805	51344386	Asia
Netherlands	7380902	+53667	21755	+19	5821253	+53495	1537894	155	429135	1265	21107399	1227211	17199489	Europe
Iran	7135719	+2580	139387	+98	6805081	+6731	191251	2234	83143	1624	48534882	565512	85824734	Asia
Vietnam	6820458	N/A	41607	N/A	3547488	N/A	3231363	4210	69011	421	81949741	829190	98831073	Asia
Colombia	6079231	+744	139386	+25	5911449	+924	28396	342	117344	2690	33623076	649006	51807055	South America
Indonesia	5939082	+11532	153212	+237	5523393	+28787	262477	2771	21329	550	89980099	323144	278452247	Asia
Japan	5911813	+56573	26600	+158	5344759	+59925	540454	1090	46988	211	41509477	329921	125816574	Asia
Poland	5863414	+12274	113980	+207	5215898	+7955	533536	457	155215	3017	34844547	922400	37775963	Europe
Mexico	5619780	+5910	321619	+244	4912654	+5845	385507	4798	42820	2451	15396315	117313	131241075	North America
Ukraine	4922901	+5144	107412	+72	N/A	N/A	N/A	177	113730	2481	19521252	450983	43285970	Europe
Malaysia	3927437	+27004	34185	+86	3596453	+29450	296799	373	118752	1034	53049502	1604033	33072571	Asia
Australia	3767956	+52341	5665	+26	3411134	N/A	351157	96	144899	218	65006859	2499876	26004029	Australia/Oceania
Israel	3745408	+8056	10417	+12	3692166	+5883	42825	325	401609	1117	41373364	4436346	9326000	Asia
Czechia	3716181	+8559	39271	+12	3596100	+3775	80810	129	345922	3656	53196535	4951812	10742842	Europe
South Africa	3700484	+1681	99829	+62	3585603	+1310	15052	546	61081	1648	23514233	388134	60582803	Africa
Belgium	3683784	+13820	30492	+20	3417067	+7284	236225	181	315512	2612	32285642	2765227	11675586	Europe
Philippines	3672661	+598	57880	+145	3569387	+500	45394	289	32772	516	28624002	255421	112066117	Asia
Peru	3537488	N/A	211619	N/A	N/A	N/A	N/A	658	104801	6269	28001696	829572	33754406	South America
Canada	3385567	+5868	37104	+81	3233089	+5803	115374	510	88382	969	58875646	1536979	38306081	North America
