Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81200103	+16618	990993	+310	56079078	+159831	24130032	4250	242896	2964	965569787	2888333	334300023	North America
India	42993494	+2503	515907	+57	42441449	+4377	36138	8944	30643	368	778520151	554877	1403050615	Asia
Brazil	29368776	+18397	655139	+146	27742324	+70731	971313	8318	136519	3045	63776166	296459	215126183	South America
France	23514144	+60422	140109	+29	22163944	+17144	1210091	1928	358891	2138	246629975	3764257	65518893	Europe
UK	19694199	+61098	162842	+52	18328289	+49486	1203068	253	287541	2378	489876300	7152332	68491825	Europe
Russia	17335186	+44989	360811	+596	15480407	+128629	1493968	2300	118701	2471	273400000	1872080	146040773	Europe
Germany	17240479	+213264	126109	+32	13349900	+76200	3764470	2494	204661	1497	104701826	1242913	84239076	Europe
Turkey	14551665	+17426	96487	+138	14144080	+35568	311098	975	169441	1124	148515802	1729330	85880558	Asia
Italy	13374005	+49684	156868	+86	12216835	+36111	1000302	516	221751	2601	192560616	3192806	60310783	Europe
Spain	11242008	+9017	101275	+70	10400866	+62769	739867	689	240288	2165	471036328	10067988	46785545	Europe
Argentina	8971432	+1236	127187	+65	8776700	+6747	67545	737	195455	2771	34789684	757941	45900252	South America
Netherlands	7168183	+52326	21707	+8	5582265	+80599	1564211	156	416772	1262	21107399	1227226	17199283	Europe
Iran	7123093	+3330	138949	+118	6779949	+5752	204195	2832	83001	1619	48179304	561407	85818859	Asia
S. Korea	6556453	+350176	10395	+251	N/A	N/A	N/A	1074	127696	202	15804065	307807	51344146	Asia
Vietnam	6216176	+169797	41385	+95	3163571	+95538	3011220	4107	62900	419	81481599	824493	98826293	Asia
Colombia	6076819	+486	139297	+14	5908393	+808	29129	342	117304	2689	33516825	646992	51804094	South America
Indonesia	5890495	+11585	152166	+215	5395433	+25854	342896	2771	21156	547	88910570	319321	278436451	Asia
Poland	5818684	+7577	113443	+10	5178232	+3755	527009	487	154030	3003	34555599	914746	37776189	Europe
Japan	5720394	+54758	26029	+169	5107806	+60919	586559	1175	45465	207	40958801	325538	125818680	Asia
Mexico	5605636	+6352	321054	+203	4894102	+6643	390480	4798	42715	2446	15346122	116937	131233677	North America
Ukraine	4904152	+3987	107150	+66	N/A	N/A	N/A	177	113293	2475	19521252	450968	43287399	Europe
Malaysia	3823571	+22535	33807	+87	3468888	+25356	320876	384	115619	1022	52253912	1580086	33070305	Asia
Israel	3719444	+6557	10379	+12	3667446	+9009	41619	353	398825	1113	41373364	4436346	9326000	Asia
South Africa	3694504	+972	99725	+13	3576438	+2969	18341	546	60987	1646	23410199	386443	60578717	Africa
Czechia	3683263	+4423	39172	+24	3572768	+8762	71323	115	342861	3646	53071895	4940260	10742734	Europe
Philippines	3670739	+564	57610	+169	3566592	+608	46537	289	32757	514	28528416	254586	112058146	Asia
Belgium	3648122	+8070	30421	+13	3355815	N/A	261886	185	312465	2606	32112055	2750424	11675311	Europe
Australia	3596466	+29247	5586	+15	3323249	+19812	267631	108	138313	215	64617596	2485062	26002413	Australia/Oceania
Peru	3536496	+770	211546	+64	N/A	N/A	N/A	661	104779	6268	27941525	827851	33751895	South America
Portugal	3380263	N/A	21285	N/A	2876177	N/A	482801	70	333156	2098	37805639	3726089	10146199	Europe
Canada	3365571	+6038	36884	+9	3210838	+1635	117849	552	87864	963	58655426	1531302	38304275	North America
Chile	3301747	+15271	43879	+94	2503308	+39594	754560	936	170238	2262	34097635	1758068	19394942	South America
Thailand	3184825	+23584	23712	+66	2933780	+22333	227333	687	45434	338	17270775	246382	70097534	Asia
Austria	3153927	+38060	15207	+27	2754357	+26984	384363	187	346826	1672	166378307	18296001	9093698	Europe
Switzerland	3119381	+20211	13418	+4	2500091	+25547	605872	142	356007	1531	19259669	2198056	8762139	Europe
