Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	84179886	+88362	1026562	+277	81207033	+43344	1946291	1936	251570	3068	1016652419	3038251	334617623	North America
India	43119112	+2512	524201	+11	42576815	+3355	18096	698	30684	373	842458167	599498	1405273033	Asia
Brazil	30664739	+25609	664830	+130	29711738	+7834	288171	8318	142379	3087	63776166	296119	215373503	South America
France	29130343	+32773	147257	+98	28097818	+80487	885268	1329	444450	2247	271490188	4142201	65542502	Europe
Germany	25733580	+67670	137809	+181	23875700	+71100	1720071	1279	305324	1635	122332384	1451450	84282880	Europe
UK	22159805	+190	176708	N/A	21657770	+19614	325327	253	323264	2578	519264096	7574950	68550166	Europe
Russia	18250290	+4896	377464	+105	17633601	+7257	239225	2300	124958	2584	273400000	1871949	146050996	Europe
S. Korea	17727086	+32409	23606	+52	N/A	N/A	N/A	347	345212	460	15804065	307763	51351355	Asia
Italy	16994105	+38799	165091	+115	15820859	+49734	1008155	341	281843	2738	217395343	3605453	60296265	Europe
Turkey	15051761	+1534	98885	+7	14949593	+1673	3283	975	174961	1149	160495172	1865588	86029250	Asia
Spain	12127122	+22744	105444	+107	11548089	+8575	473589	339	259190	2254	471036328	10067352	46788503	Europe
Vietnam	10693141	+2227	43063	N/A	9344029	+9065	1306049	333	108045	435	85809483	867028	98969721	Asia
Argentina	9101319	N/A	128729	N/A	8895999	N/A	76591	372	197992	2800	35716069	776974	45968174	South America
Japan	8260356	+42378	29974	+39	7890937	+26178	339445	159	65686	238	50175204	398990	125755488	Asia
Netherlands	8067116	+1273	22292	N/A	7984457	+4939	60367	55	468869	1296	21107399	1226784	17205480	Europe
Iran	7227428	+385	141209	+8	7016677	+1894	69542	763	84045	1642	51622353	600294	85995095	Asia
Australia	6501639	+52083	7721	+51	6121919	+40836	371999	123	249574	296	70430417	2703570	26050899	Australia/Oceania
Colombia	6095316	N/A	139821	N/A	5928829	N/A	26666	342	117459	2694	34675581	668214	51892950	South America
Indonesia	6050211	+335	156448	+10	5888825	+254	4938	2771	21692	561	97115043	348195	278910317	Asia
Poland	6002863	+469	116186	+11	5335070	+24	551607	981	158934	3076	36208054	958661	37769420	Europe
Mexico	5745652	N/A	324465	N/A	5044893	N/A	376294	4798	43708	2468	15855490	120615	131455607	North America
Ukraine	5006460	N/A	108449	N/A	N/A	N/A	N/A	177	115771	2508	19521252	451415	43244553	Europe
Malaysia	4473500	+3029	35607	+5	4409159	+1116	28734	42	134995	1074	59212377	1786827	33138284	Asia
Thailand	4361016	+7779	29370	+56	4255785	+9286	75861	1496	62188	419	17270775	246281	70126166	Asia
Austria	4205380	+4555	18296	+5	4124821	+5731	62263	65	462023	2010	184874698	20311200	9102106	Europe
Belgium	4116397	N/A	31613	N/A	3935161	+22910	149623	117	352324	2706	33846023	2896893	11683561	Europe
Israel	4104286	+2254	10749	N/A	4077746	+4260	15791	150	440091	1153	41373364	4436346	9326000	Asia
Portugal	4066674	+26314	22583	+29	N/A	N/A	N/A	61	400999	2227	41810659	4122792	10141346	Europe
Czechia	3915233	+520	40245	+1	3869200	+2041	5788	15	364344	3745	55312880	5147309	10745981	Europe
South Africa	3879434	+8349	100744	+114	3702416	+5685	76274	192	63910	1660	24841314	409239	60701292	Africa
Canada	3819771	+3281	40217	+56	3497491	+2255	282063	423	99581	1048	61436458	1601640	38358465	North America
Philippines	3687748	+181	60455	+3	3624171	+233	3122	289	32839	538	29806193	265422	112297269	Asia
Switzerland	3631881	N/A	13882	N/A	3540271	+7221	77728	78	414008	1582	20927607	2385592	8772500	Europe
Chile	3595968	+4871	57697	+17	3461120	+2909	77151	171	185151	2971	37581991	1935040	19421812	South America
Peru	3571516	+355	213013	+13	N/A	N/A	N/A	248	105581	6297	30199570	892760	33827210	South America
Greece	3384982	+4388	29521	+30	3299132	+4681	56329	178	327740	2858	81097651	7852019	10328255	Europe
Denmark	2975820	+712	6278	+7	2958933	+856	10609	12	510416	1077	127333329	21840340	5830190	Europe
Romania	2902270	+588	65600	+5	N/A	N/A	N/A	150	152761	3453	22929039	1206871	18998751	Europe
Sweden	2504894	N/A	18864	N/A	2476511	N/A	9519	9	245180	1846	18553837	1816057	10216549	Europe
Iraq	2326288	+126	25216	N/A	2299796	+128	1276	10	55516	602	18521636	442012	41902979	Asia
Serbia	2012270	+445	16045	+3	1986311	+697	9914	15	232047	1850	9586620	1105489	8671838	Europe
Bangladesh	1952957	+18	29127	N/A	1898630	+27	25200	1273	11642	174	14043672	83720	167745162	Asia
Hungary	1909948	N/A	46343	N/A	1821435	N/A	42170	29	198649	4820	11394556	1185122	9614673	Europe
Slovakia	1786579	+251	20018	+7	1760011	+917	6550	30	326939	3663	7123790	1303633	5464567	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163034	1352	16670254	1604177	10391780	Asia
Georgia	1655221	N/A	16811	N/A	1637293	N/A	1117	N/A	416417	4229	16920079	4256722	3974908	Asia
Ireland	1535451	+524	7203	+27	1497973	+4238	30275	28	304622	1429	12144747	2409429	5040509	Europe
Pakistan	1529080	+93	30376	N/A	1494141	N/A	4563	115	6681	133	28316825	123720	228878790	Asia
Norway	1429630	+277	3061	N/A	N/A	N/A	N/A	20	259924	557	11002430	2000372	5500191	Europe
Kazakhstan	1305631	+11	13661	N/A	1291411	+23	559	24	68019	712	11575012	603023	19194987	Asia
Singapore	1236850	+4291	1362	+1	1158385	N/A	77103	6	208363	229	23767171	4003881	5936034	Asia
Hong Kong	1207963	+298	9359	+3	N/A	N/A	N/A	5	158728	1230	44972952	5909516	7610260	Asia
Morocco	1165625	+73	16071	N/A	1149003	+39	551	293	30898	426	11237010	297864	37725337	Africa
Bulgaria	1161351	+313	37043	+8	1014280	+7611	110028	56	169514	5407	9921119	1448114	6851060	Europe
Croatia	1130562	+726	15920	+8	1110059	+916	4583	17	278592	3923	4832076	1190715	4058130	Europe
Cuba	1104393	+77	8529	N/A	1095369	+98	495	23	97615	754	12920253	1141997	11313741	North America
Lebanon	1097862	+62	10405	+1	1084400	N/A	3057	186	162201	1537	4795578	708511	6768532	Asia
Finland	1069740	N/A	4284	N/A	N/A	N/A	N/A	21	192512	771	10832080	1949355	5556750	Europe
Lithuania	1060428	+149	9126	N/A	1032054	+465	19248	11	399922	3442	9954903	3754317	2651588	Europe
Tunisia	1041197	N/A	28575	N/A	N/A	N/A	N/A	29	86414	2372	4592916	381189	12048936	Africa
New Zealand	1030733	+7528	892	+29	976483	+7404	53358	N/A	206060	178	7123862	1424174	5002100	Australia/Oceania
Slovenia	1018915	+592	6619	+2	1002589	+1266	9707	13	489988	3183	2656926	1277694	2079470	Europe
Belarus	982867	N/A	6978	N/A	N/A	N/A	N/A	N/A	104078	739	13220483	1399951	9443535	Europe
Nepal	978989	+7	11952	N/A	966873	+16	164	N/A	32511	397	5665922	188158	30112649	Asia
Bolivia	905994	+174	21926	N/A	863219	+206	20849	220	75692	1832	2705422	226025	11969554	South America
Uruguay	902540	N/A	7213	N/A	892434	N/A	2893	18	258152	2063	6114822	1749015	3496151	South America
UAE	901809	+369	2302	N/A	885537	+250	13970	N/A	89174	228	158680414	15690814	10112950	Asia
Ecuador	872268	+269	35607	+1	N/A	N/A	N/A	759	48080	1963	2470170	136158	18141962	South America
