Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81813710	+30655	1008009	+498	65382991	+144972	15422710	1988	244658	3014	984636199	2944481	334400597	North America
India	43027035	+1260	521293	+82	42492326	+1404	13416	8944	30651	371	789770958	562613	1403754381	Asia
Brazil	29975165	+27270	660065	+205	28739687	+21107	575413	8318	139287	3067	63776166	296351	215204501	South America
France	25763472	+148629	142407	+134	23311449	+72304	2309616	1486	393177	2173	254106036	3877920	65526369	Europe
Germany	21459975	+231910	130342	+297	16754000	+207100	4575633	2494	254709	1547	104701826	1242708	84252947	Europe
UK	21216874	+29825	165570	+191	19075703	+38589	1975601	356	309689	2417	505708151	7381491	68510300	Europe
Russia	17862089	+19164	369064	+342	16884785	+45998	608240	2300	122306	2527	273400000	1872038	146044010	Europe
Turkey	14873927	+13367	98078	+45	14546788	+14858	229061	975	173098	1141	154042513	1792700	85927644	Asia
Italy	14720003	+74959	159537	+154	13288370	+82443	1272096	476	244088	2645	201422918	3340004	60306185	Europe
S. Korea	13375818	+280187	16590	+360	N/A	N/A	N/A	1299	260501	323	15804065	307793	51346429	Asia
Spain	11551574	+14421	102541	+49	10918903	+14591	530130	420	246900	2192	471036328	10067787	46786482	Europe
Vietnam	9701632	+72939	42526	+33	7606476	+87463	2052630	2541	98123	430	84412291	853756	98871712	Asia
Argentina	9039838	+1927	128052	+33	8863774	+3696	48012	487	196853	2788	35428975	771507	45921761	South America
Netherlands	7881010	+21787	21994	+10	6424619	+48466	1434397	142	458165	1279	21107399	1227086	17201245	Europe
Iran	7164484	+2264	140240	+36	6877834	+4192	146410	1596	83430	1633	49358909	574778	85874667	Asia
Japan	6552920	+48047	28097	+87	6083056	+34973	441767	533	52091	223	43413502	345103	125798669	Asia
Colombia	6085270	+354	139636	+15	5918331	+422	27303	342	117403	2694	33942728	654858	51832231	South America
Indonesia	6015748	+2930	155164	+75	5759838	+9036	100746	2771	21594	557	92077404	330516	278586508	Asia
Poland	5966968	+4051	115247	+74	5329239	+6172	522482	268	157965	3051	35695077	944963	37774045	Europe
Mexico	5659535	+2458	323016	+68	4957809	+2008	378710	4798	43103	2460	15570337	118582	131303955	North America
Ukraine	4968881	+2081	107980	+23	N/A	N/A	N/A	177	114824	2495	19521252	451110	43273831	Europe
Australia	4578611	+64404	6341	+17	4076428	+51837	495842	88	175980	244	66674638	2562658	26017767	Australia/Oceania
Malaysia	4219395	+17476	35013	+30	3977403	+17321	206979	263	127506	1058	56243263	1699612	33091831	Asia
Israel	3926819	+8587	10496	+11	3782095	N/A	134228	236	421061	1125	41373364	4436346	9326000	Asia
Austria	3854405	+23357	15905	+40	3497957	+42625	340543	391	423730	1749	176169662	19367050	9096360	Europe
Belgium	3851048	+15386	30826	+30	3533094	+9025	287128	164	329772	2640	32872543	2814930	11677924	Europe
Czechia	3822061	+6484	39701	+15	3716646	+12672	65714	90	355747	3695	54710794	5092331	10743762	Europe
South Africa	3720645	+1692	100042	+10	3608072	+4251	12531	546	61379	1650	23866743	393727	60617532	Africa
Philippines	3678595	+353	59298	+49	3580980	+1299	38317	289	32805	529	28963124	258291	112133868	Asia
Thailand	3656726	+28379	25225	+92	3380290	+23843	251211	1496	52160	360	17270775	246350	70106601	Asia
Portugal	3604114	+10016	21693	+22	N/A	N/A	N/A	61	355272	2138	40088192	3951654	10144662	Europe
Peru	3547606	+481	212256	+34	N/A	N/A	N/A	428	105034	6284	28804457	852815	33775745	South America
Canada	3492916	+8092	37671	+47	3292189	+5577	163056	386	91148	983	59464465	1551729	38321435	North America
Switzerland	3490876	+5968	13715	+3	2825627	+22386	651534	136	398255	1565	20324729	2318740	8765420	Europe
Chile	3476914	+5978	56637	+57	3042827	+21584	377450	573	179190	2919	35577504	1833566	19403451	South America
Greece	3051531	+21102	27571	+61	2761144	+12406	262816	351	295292	2668	74389472	7198566	10333930	Europe
Denmark	2914779	+2862	5723	+25	2844472	+6779	64584	22	500141	982	126809247	21758954	5827911	Europe
Romania	2856491	+2921	65055	+25	2606660	N/A	184776	397	150238	3422	22124588	1163653	19013049	Europe
Sweden	2487852	N/A	18331	N/A	2432975	N/A	36546	25	243680	1795	18417910	1803996	10209507	Europe
Iraq	2319908	+358	25167	+3	2282967	+700	11774	47	55498	602	18345612	438873	41801625	Asia
Serbia	1978228	+1661	15809	+10	1926928	+3557	35491	40	228018	1822	9203251	1060800	8675762	Europe
Bangladesh	1951658	+81	29122	N/A	1882197	+893	40339	1283	11647	174	13831420	82545	167561502	Asia
Hungary	1854198	+2327	45510	+40	1709370	+2644	99318	56	192796	4732	11127382	1157004	9617409	Europe
Slovakia	1716638	+5754	19368	+16	1599098	+9764	98172	181	314157	3544	6887739	1260504	5464272	Europe
Jordan	1689314	N/A	14003	N/A	1668852	N/A	6459	276	162740	1349	16575546	1596805	10380442	Asia
Georgia	1648653	+407	16748	+3	1626296	+1303	5609	N/A	414676	4213	16414209	4128569	3975762	Asia
Pakistan	1524973	+180	30359	+4	1485924	+189	8690	403	6677	133	27501885	120412	228397520	Asia
Ireland	1465150	+5725	6786	+33	1300309	+3329	158055	59	291032	1348	11833422	2350544	5034333	Europe
Norway	1407422	+1462	2518	N/A	N/A	N/A	N/A	20	256107	458	11002430	2002098	5495449	Europe
Kazakhstan	1305151	+16	13659	N/A	1289810	+117	1682	528	68084	713	11575012	603814	19169833	Asia
Morocco	1163359	+85	16060	N/A	1146611	+48	688	293	30878	426	11237010	298251	37676342	Africa
Hong Kong	1163238	+5823	7945	+120	N/A	N/A	N/A	115	152988	1045	36260319	4768927	7603455	Asia
Bulgaria	1139956	+1033	36554	+25	925800	+3291	177602	216	166250	5331	9615656	1402336	6856886	Europe
Singapore	1101438	+5010	1270	+2	1025578	N/A	74590	23	185712	214	23548306	3970453	5930887	Asia
Croatia	1100618	+1442	15584	+9	1075058	+1485	9976	40	271025	3838	4683210	1153230	4060951	Europe
Lebanon	1092509	+352	10307	+4	1062231	+1837	19971	186	161329	1522	4795578	708154	6771939	Asia
Cuba	1091063	+778	8510	N/A	1078875	+774	3678	23	96430	752	12920253	1141919	11314513	North America
Tunisia	1035884	N/A	28323	N/A	N/A	N/A	N/A	42	86072	2353	4521880	375725	12035092	Africa
Lithuania	1027462	+2524	8890	+9	959807	+3153	58765	66	386873	3347	8076570	3041094	2655811	Europe
Nepal	978442	+16	11951	N/A	965469	+75	1022	100	32556	398	5548906	184632	30053867	Asia
Slovenia	970541	+2372	6493	+6	925837	+2995	38211	44	466732	3122	2616404	1258227	2079438	Europe
Belarus	963756	+1049	6829	+10	928536	N/A	28391	N/A	102051	723	12868991	1362680	9443882	Europe
Bolivia	902135	+192	21895	+1	838560	+2049	41680	220	75482	1832	2682016	224404	11951714	South America
UAE	891588	+288	2302	N/A	868492	+830	20794	N/A	88280	228	148423053	14695982	10099567	Asia
Finland	889626	+5950	3178	+34	46000	N/A	840448	32	160126	572	10437451	1878663	5555788	Europe
Uruguay	888639	+704	7161	+2	875335	+1207	6143	39	254274	2049	6011747	1720195	3494806	South America
Ecuador	859890	N/A	35421	N/A	N/A	N/A	N/A	759	47476	1956	2470170	136384	18111933	South America
Costa Rica	839368	+831	8308	+8	815710	+1903	15350	57	162180	1605	4053111	783127	5175547	North America
Guatemala	829881	+1007	17318	+6	803621	+1584	8942	5	44869	936	4252266	229908	18495493	North America
Latvia	800687	+1792	5632	+16	755605	N/A	39450	28	432874	3045	7062678	3818287	1849698	Europe
Azerbaijan	791979	+47	9694	+2	781938	+49	347	N/A	76897	941	6706012	651122	10299156	Asia
Panama	764831	+295	8170	N/A	754138	+379	2523	10	172506	1843	5709073	1287672	4433639	North America
Saudi Arabia	750910	+96	9046	+1	734547	+264	7317	106	20997	253	41558711	1162067	35762746	Asia
New Zealand	672712	+13537	314	+15	572912	+15911	99486	N/A	134486	63	6922367	1383892	5002100	Australia/Oceania
Sri Lanka	661781	+150	16479	+2	637256	+16	8046	N/A	30680	764	6368159	295226	21570428	Asia
Paraguay	648353	+403	18731	N/A	624673	N/A	4949	8	88987	2571	2601300	357032	7285892	South America
Kuwait	628978	N/A	2554	N/A	624538	N/A	1886	10	143566	583	7763313	1771998	4381108	Asia
Myanmar	611674	+87	19431	+1	589312	N/A	2931	N/A	11112	353	7669100	139316	55048340	Asia
Palestine	581075	N/A	5351	N/A	574674	N/A	1050	17	109453	1008	3078533	579883	5308883	Asia
Dominican Republic	578130	+92	4375	N/A	573590	+145	165	20	52375	396	3228620	292492	11038333	North America
Estonia	557314	+1012	2463	+4	482628	+2430	72223	8	419634	1855	3246905	2444780	1328097	Europe
Bahrain	555003	+534	1471	N/A	547039	+1000	6493	6	307482	815	9612317	5325398	1804995	Asia
Venezuela	520627	+130	5684	+1	513334	+95	1609	230	18400	201	3359014	118714	28294895	South America
Moldova	513757	+315	11435	+4	499487	+326	2835	59	127878	2846	3157770	785994	4017550	Europe
Egypt	505264	N/A	24417	N/A	434503	N/A	46344	122	4780	231	3693367	34938	105711844	Africa
Libya	501738	+33	6419	+4	490052	+99	5267	101	71322	912	2473358	351587	7034832	Africa
Ethiopia	469784	+26	7500	+3	444479	+1653	17805	17	3917	63	4663941	38884	119945147	Africa
Mongolia	468462	+127	2177	N/A	313256	N/A	153029	192	138981	646	4030048	1195618	3370682	Asia
Cyprus	433217	+2491	942	+2	124370	N/A	307905	60	354299	770	9477138	7750707	1222745	Asia
Armenia	422540	+21	8616	+3	410042	+55	3882	N/A	142129	2898	2977286	1001462	2972939	Asia
Honduras	421062	N/A	10880	N/A	131100	N/A	279082	105	41360	1069	1263329	124095	10180299	North America
Oman	388408	+65	4250	N/A	382939	N/A	1219	17	72820	797	25000000	4687077	5333815	Asia
Bosnia and Herzegovina	375554	+114	15718	+5	192218	N/A	167618	N/A	115730	4844	1737191	535328	3245097	Europe
Qatar	361545	+130	677	N/A	359712	+123	1156	1	128764	241	3410893	1214790	2807805	Asia
Réunion	336945	N/A	709	N/A	322519	N/A	13717	10	371700	782	1603660	1769074	906497	Africa
Kenya	323436	+13	5648	N/A	317658	+17	130	1	5792	101	3520326	63039	55843563	Africa
Zambia	316941	+91	3966	N/A	312249	+113	726	N/A	16435	206	3360009	174234	19284482	Africa
North Macedonia	306178	+199	9226	+5	295237	+249	1715	N/A	146973	4429	1960264	940976	2083224	Europe
Botswana	305526	N/A	2686	N/A	302476	N/A	364	1	125488	1103	2026898	832501	2434708	Africa
Albania	273759	+82	3492	N/A	269787	+71	480	13	95310	1216	1778617	619232	2872296	Europe
Algeria	265679	+8	6874	N/A	178296	+8	80509	6	5873	152	230861	5103	45236699	Africa
Nigeria	255468	+53	3142	N/A	249612	+6	2714	11	1188	15	4841764	22512	215077352	Africa
Zimbabwe	246414	+128	5444	N/A	238475	+199	2495	12	16167	357	2192887	143875	15241601	Africa
Uzbekistan	237787	+38	1637	N/A	235618	+25	532	23	6929	48	1377915	40151	34318156	Asia
Montenegro	233179	+77	2704	+2	229878	+65	597	6	371183	4304	1211569	1928620	628205	Europe
Mozambique	225261	+5	2200	N/A	222998	N/A	63	13	6870	67	1297216	39565	32787052	Africa
Luxembourg	216979	+1148	1037	+1	196469	+1380	19473	3	337028	1611	4165411	6470029	643801	Europe
Kyrgyzstan	200946	+11	2989	+1	196213	N/A	1744	131	29936	445	1907195	284123	6712569	Asia
Iceland	181830	+440	101	N/A	75685	N/A	106044	2	526860	293	1885540	5463433	345120	Europe
Laos	179563	+2665	669	+4	7660	N/A	171234	N/A	24069	90	1023002	137125	7460338	Asia
Afghanistan	177788	+24	7671	+1	161031	+20	9086	1124	4394	190	922414	22797	40462186	Asia
Maldives	176993	N/A	298	N/A	163687	N/A	13008	25	317645	535	2213831	3973107	557204	Asia
Uganda	163919	+14	3595	N/A	100175	+8	60149	2	3396	74	2558257	53002	48267221	Africa
El Salvador	161519	+467	4119	N/A	141145	N/A	16255	45	24684	629	1847861	282396	6543499	North America
Ghana	160971	N/A	1445	N/A	159468	N/A	58	1	4998	45	2419852	75132	32207812	Africa
Namibia	157646	N/A	4019	N/A	153069	N/A	558	3	60137	1533	983850	375311	2621429	Africa
China	151103	+1827	4638	N/A	117159	+1120	29306	66	105	3	160000000	111163	1439323776	Asia
Martinique	141415	N/A	909	N/A	104	N/A	140402	8	377352	2426	807954	2155947	374756	North America
Trinidad and Tobago	138159	+299	3754	+4	127251	N/A	7154	18	98165	2667	673866	478795	1407422	North America
Cambodia	135682	+57	3054	N/A	131808	+102	820	N/A	7924	178	2928118	170996	17123941	Asia
Brunei	134915	+503	210	+2	130250	+1020	4455	N/A	303308	472	717784	1613679	444812	Asia
Guadeloupe	130705	N/A	843	N/A	2250	N/A	127612	19	326563	2106	938039	2343668	400244	North America
Rwanda	129726	+4	1458	N/A	45522	N/A	82746	1	9599	108	5119875	378860	13513881	Africa
Jamaica	128786	+29	2889	+1	81207	+78	44690	N/A	43162	968	929300	311449	2983794	North America
Cameroon	119544	N/A	1927	N/A	117455	N/A	162	13	4315	70	1751774	63237	27701805	Africa
Angola	99194	+25	1900	N/A	97149	+5	145	N/A	2862	55	1499795	43279	34654212	Africa
DRC	86748	N/A	1337	N/A	50930	N/A	34481	N/A	920	14	846704	8977	94323344	Africa
Senegal	85901	+6	1964	N/A	83903	+6	34	N/A	4904	112	1045709	59701	17515750	Africa
Malawi	85650	+10	2626	N/A	80654	+324	2370	67	4284	131	562421	28129	19994654	Africa
Ivory Coast	81741	N/A	796	N/A	80913	N/A	32	N/A	2970	29	1471872	53482	27520953	Africa
Malta	80198	+659	638	N/A	73194	+329	6366	4	180788	1438	1807898	4075496	443602	Europe
Suriname	79221	+19	1324	N/A	49378	+1	28519	N/A	132958	2222	235391	395062	595833	South America
French Guiana	79075	N/A	394	N/A	11254	N/A	67427	4	253264	1262	609252	1951330	312224	South America
French Polynesia	72318	+123	646	N/A	N/A	N/A	N/A	7	254864	2277	N/A	N/A	283751	Australia/Oceania
Eswatini	69832	+61	1394	N/A	68313	+34	125	11	59120	1180	1001784	848113	1181191	Africa
Channel Islands	69036	+183	156	N/A	64656	+311	4224	N/A	390767	883	1244612	7044920	176668	Europe
Fiji	64417	+5	834	N/A	62605	+5	978	N/A	70958	919	505020	556302	907817	Australia/Oceania
Madagascar	64009	N/A	1384	N/A	59280	N/A	3345	19	2212	48	410717	14194	28936285	Africa
Guyana	63258	+5	1226	N/A	61954	+5	78	4	79751	1546	570381	719092	793196	South America
Sudan	61955	N/A	4907	N/A	N/A	N/A	N/A	N/A	1357	108	562941	12334	45640385	Africa
New Caledonia	60294	+12	311	N/A	59727	+89	256	9	207694	1071	98964	340900	290302	Australia/Oceania
Barbados	59495	+223	375	+1	57636	+43	1484	N/A	206586	1302	613322	2129657	287991	North America
Mauritania	58670	+1	982	N/A	57679	N/A	9	N/A	12063	202	782021	160796	4863443	Africa
Belize	57289	+9	656	+2	56383	+38	250	6	139641	1599	523303	1275540	410260	North America
Cabo Verde	55957	+5	401	N/A	55493	N/A	63	23	98767	708	400982	707752	566557	Africa
Syria	55701	+6	3142	+1	51651	+63	908	N/A	3053	172	146269	8017	18244381	Asia
Gabon	47586	+2	303	N/A	47266	+1	17	N/A	20532	131	1588772	685521	2317612	Africa
Papua New Guinea	42203	N/A	640	N/A	39905	N/A	1658	7	4566	69	249149	26954	9243590	Australia/Oceania
Curaçao	40671	+454	267	N/A	39858	+405	546	3	246091	1616	494095	2989659	165268	North America
Seychelles	40421	N/A	164	N/A	39790	N/A	467	N/A	406597	1650	N/A	N/A	99413	Africa
Andorra	40024	N/A	153	N/A	39283	N/A	588	14	516565	1975	249838	3224507	77481	Europe
Burundi	38509	+19	38	N/A	773	N/A	37698	N/A	3078	3	345742	27637	12510155	Africa
Togo	36943	+4	272	N/A	36591	N/A	80	N/A	4287	32	719140	83445	8618172	Africa
Mayotte	36891	+146	187	N/A	2964	N/A	33740	N/A	129747	658	176919	622231	284330	Africa
Mauritius	36481	+70	968	N/A	33927	+52	1586	N/A	28602	759	358675	281212	1275463	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2650	32	660107	47987	13755881	Africa
Faeroe Islands	34237	N/A	28	N/A	7693	N/A	26516	5	696044	569	778000	15816866	49188	Europe
Aruba	34051	+122	212	N/A	33752	+89	87	3	316577	1971	177885	1653821	107560	North America
Tanzania	33815	N/A	800	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62710097	Africa
Bahamas	33291	+8	788	N/A	32199	+9	304	11	83265	1971	226807	567270	399822	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15152	321	431221	198538	2171978	Africa
Haiti	30547	N/A	833	N/A	28531	N/A	1183	N/A	2623	72	132422	11371	11645833	North America
Mali	30489	+5	728	+1	29638	+2	123	N/A	1433	34	650398	30577	21271006	Africa
Bhutan	29139	+1038	11	+1	24296	+500	4832	18	37050	14	2106290	2678123	786480	Asia
Isle of Man	28416	N/A	84	N/A	26794	N/A	1538	N/A	331108	979	150753	1756598	85821	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2126	13	604310	47664	12678649	Africa
Somalia	26400	N/A	1348	N/A	13182	N/A	11870	N/A	1584	81	400466	24025	16668781	Africa
Congo	24071	N/A	385	N/A	20178	N/A	3508	N/A	4182	67	347815	60430	5755689	Africa
Taiwan	23629	+236	853	N/A	20372	+62	2404	N/A	989	36	12782853	535021	23892241	Asia
Saint Lucia	22959	+6	365	N/A	22567	+7	27	N/A	124038	1972	140589	759546	185096	North America
