Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	49228914	+54883	800866	+377	38965775	+41043	9462273	12545	147507	2400	750195290	2247851	333738930	North America
India	34580832	+8309	468790	+236	33998278	+9481	113764	8944	24716	335	639427262	457020	1399124343	Asia
Brazil	22080906	+4043	614314	+78	21293314	+5033	173278	8318	102851	2861	63776166	297063	214689251	South America
UK	10146476	+37534	144775	+51	8985054	+33221	1016647	925	148365	2117	360375873	5269519	68388756	Europe
Russia	9570373	+33548	272755	+1224	8268111	+30646	1029507	2300	65540	1868	224100000	1534693	146022711	Europe
Turkey	8746055	+21655	76446	+213	8278610	+20007	390999	1405	102152	893	106962684	1249303	85617869	Asia
France	7620048	+31648	118894	+23	7100810	+2163	400344	1563	116377	1816	162981031	2489127	65477182	Europe
Iran	6108882	+3781	129629	+80	5863248	+10182	116005	3347	71443	1516	38439240	449542	85507509	Asia
Germany	5782961	+38444	101411	+71	4823700	+20600	857850	4202	68713	1205	83816414	995897	84161690	Europe
Argentina	5326448	+888	116529	+12	5191054	+1547	18865	600	116348	2545	26132048	570815	45780258	South America
Spain	5146286	+7637	87991	+18	4918684	+2514	139611	597	110010	1881	66213858	1415421	46780318	Europe
Colombia	5065373	+2196	128437	+43	4905431	+2200	31505	342	98077	2487	28017929	542488	51647114	South America
Italy	5007815	+12929	133674	+47	4687701	+5383	186440	638	82998	2215	118335763	1961266	60336430	Europe
Indonesia	4255936	+264	143808	+1	4103914	+275	8214	N/A	15331	518	53947389	194335	277599289	Asia
Mexico	3882792	+2956	293859	+245	3238558	+2040	350375	4798	29676	2246	11828650	90404	130841601	North America
Poland	3507846	+20594	83037	+51	3000312	+22204	424497	1816	92829	2197	24289149	642772	37788148	Europe
Ukraine	3422023	+7483	85117	+400	2910237	+10270	426669	177	78916	1963	15819249	364809	43363093	Europe
South Africa	2961406	+2858	89797	+6	2847771	+688	23838	546	49061	1488	19413079	321610	60362167	Africa
Philippines	2831710	+741	48360	+155	2766592	+993	16758	1023	25366	433	24146328	216296	111635697	Asia
Malaysia	2623816	+4239	30309	+29	2527052	+5007	66455	511	79630	920	37558312	1139851	32950208	Asia
Netherlands	2599579	+22133	19317	+45	2096666	+7334	483596	546	151241	1124	19205114	1117334	17188334	Europe
Peru	2234075	+1326	201108	+37	N/A	N/A	N/A	956	66453	5982	20249074	602313	33618839	South America
Czechia	2123088	+12518	32878	+78	1834929	+187	255281	948	197736	3062	43471260	4048735	10736997	Europe
Thailand	2106813	+5854	20705	+30	2006856	+6354	79252	1595	30077	296	14913135	212902	70046951	Asia
Iraq	2079622	+538	23793	+21	2042299	+1321	13530	109	50120	573	16302398	392899	41492616	Asia
Canada	1787810	+2619	29643	+9	1730548	+2218	27619	480	46791	776	48666978	1273720	38208540	North America
Romania	1776949	+1377	56290	+88	1679942	+4758	40717	1212	93246	2954	15975149	838298	19056639	Europe
Chile	1759405	+2328	38313	+31	1652453	+2244	68639	676	90937	1980	25485043	1317229	19347472	South America
Japan	1727070	+135	18358	+1	1707758	+133	954	43	13714	146	27794963	220717	125930320	Asia
Belgium	1701633	N/A	26840	N/A	1307154	N/A	367639	669	145928	2302	24287332	2082830	11660737	Europe
Bangladesh	1575784	+205	27978	+3	1540317	+299	7489	1384	9436	168	10852058	64982	167001564	Asia
Israel	1342210	+329	8189	+5	1327046	N/A	6975	125	143921	878	31188024	3344202	9326000	Asia
Pakistan	1284189	+303	28709	+5	1241761	+172	13719	946	5659	127	21913668	96566	226930233	Asia
Serbia	1250393	+1674	11588	+51	1185545	+4553	53260	209	143926	1334	6782905	780746	8687725	Europe
Vietnam	1210340	+12936	24882	+190	958636	+1712	226822	6096	12279	252	67855824	688382	98572901	Asia
Sweden	1198848	N/A	15113	N/A	1157338	+2057	26397	32	117672	1483	13586095	1333534	10188038	Europe
Austria	1143283	+10478	12388	+39	982292	+14107	148603	620	125928	1364	109825145	12096822	9078843	Europe
Portugal	1142707	+2897	18417	+12	1070573	+857	53717	104	112529	1814	21165845	2084325	10154772	Europe
Hungary	1068888	N/A	33866	N/A	862534	N/A	172488	695	111045	3518	8298820	862148	9625751	Europe
Switzerland	999041	+4013	11508	+6	858435	+1793	129098	179	114257	1316	12159978	1390691	8743836	Europe
Kazakhstan	970092	+847	12667	+16	933986	+879	23439	528	50808	663	11575012	606239	19093146	Asia
Cuba	962220	+153	8300	N/A	952938	+199	982	30	85025	733	11066303	977859	11316865	North America
Morocco	949732	+84	14774	N/A	931985	+102	2973	347	25308	394	10416645	277578	37526965	Africa
Jordan	943305	+4012	11551	+36	880572	+2416	51182	1028	91177	1116	12057798	1165469	10345875	Asia
Greece	924506	+3823	17959	+98	829327	+8047	77220	647	89314	1735	35624841	3441604	10351232	Europe
Georgia	838639	+3333	11927	+56	779510	+5052	47202	N/A	210800	2998	11486807	2887317	3978367	Asia
Nepal	820878	+154	11523	+2	802389	+342	6966	N/A	27477	386	4611000	154345	29874656	Asia
UAE	741918	+60	2146	+1	736778	+79	2994	N/A	73758	213	100819432	10023045	10058763	Asia
Tunisia	717258	+95	25363	N/A	690791	+84	1104	58	59807	2115	3169379	264272	11992883	Africa
Bulgaria	689356	+728	28101	+58	555963	+520	105292	756	100275	4088	6513142	947415	6874648	Europe
Lebanon	668087	+1319	8709	+8	631294	N/A	28084	186	98504	1284	4795578	707070	6782328	Asia
Slovakia	667961	+7575	14274	+46	545872	+5753	107815	545	122262	2613	4549580	832742	5463371	Europe
Belarus	651839	+1671	5054	+13	638844	+2191	7941	N/A	69015	535	10366695	1097593	9444939	Europe
Guatemala	617610	+115	15928	+11	600034	+208	1648	5	33598	866	3110368	169206	18382147	North America
Croatia	603316	+3339	10759	+64	558231	+3502	34326	330	148251	2644	3433761	843769	4069551	Europe
Azerbaijan	585783	+1662	7807	+18	551724	+2391	26252	N/A	57050	760	5521070	537698	10267975	Asia
Costa Rica	566560	N/A	7287	N/A	543875	N/A	15398	92	109805	1412	2715029	526201	5159676	North America
Sri Lanka	562520	+742	14305	+27	529662	+422	18553	N/A	26115	664	5640979	261886	21539836	Asia
Ireland	560054	+3735	5652	N/A	436646	+2551	117756	117	111665	1127	8762233	1747029	5015504	Europe
Saudi Arabia	549695	+24	8833	+1	538856	+32	2006	48	15451	248	31078369	873541	35577451	Asia
Bolivia	535757	+642	19154	+17	491187	+666	25416	220	45032	1610	2583498	217150	11897322	South America
Ecuador	526615	N/A	33219	N/A	443880	N/A	49516	759	29223	1843	1991800	110530	18020382	South America
Myanmar	521561	+350	19088	+9	496081	+673	6392	N/A	9496	348	5541974	100903	54923970	Asia
Denmark	478927	+4290	2872	+9	403118	N/A	72937	51	82276	493	93173233	16006501	5820962	Europe
Panama	477514	+208	7362	+1	467459	+174	2693	20	108269	1669	4229187	958907	4410424	North America
Lithuania	467910	+1232	6696	+23	432185	+294	29029	131	175334	2509	6111336	2290018	2668685	Europe
Paraguay	462956	+48	16463	+2	445657	+69	836	41	63803	2269	1943738	267881	7255974	South America
S. Korea	440896	+3928	3548	+56	392311	+2170	45037	647	8589	69	15804065	307883	51331409	Asia
Venezuela	430696	+650	5138	+7	417831	+694	7727	681	15207	181	3359014	118600	28322293	South America
Palestine	429697	+364	4528	+4	422442	+328	2727	38	81563	859	2720854	516460	5268275	Asia
Slovenia	417376	+1478	5188	+23	372984	+2345	39204	197	200725	2495	1927796	927119	2079341	Europe
Kuwait	413297	+31	2465	N/A	410575	N/A	257	N/A	94803	565	5289059	1213218	4359528	Asia
Dominican Republic	406803	+292	4204	N/A	399438	+712	3161	199	36978	382	2449337	222643	11001208	North America
Uruguay	399348	+167	6129	+4	391083	+171	2136	12	114403	1756	4090729	1171892	3490704	South America
Mongolia	380945	+329	1990	+5	313256	N/A	65699	192	113625	594	4030048	1202053	3352637	Asia
Honduras	377888	N/A	10403	N/A	120308	N/A	247177	59	37317	1027	1121382	110738	10126457	North America
Libya	371571	+784	5438	+8	341723	+2720	24410	N/A	53059	777	1900679	271413	7002915	Africa
Ethiopia	371262	+85	6740	+4	348799	+500	15723	233	3121	57	3860277	32448	118969649	Africa
Moldova	362433	+107	9069	+15	346629	+562	6735	205	90141	2256	2196983	546413	4020739	Europe
Egypt	356718	+951	20347	+42	296167	+733	40204	90	3396	194	3693367	35158	105051654	Africa
Armenia	337931	+409	7514	+29	315126	+1106	15291	N/A	113741	2529	2356046	793000	2971053	Asia
Oman	304519	N/A	4113	N/A	299951	N/A	455	7	57572	778	25000000	4726508	5289317	Asia
Bahrain	277585	+33	1394	N/A	275910	+21	281	2	155538	781	7367419	4128146	1784680	Asia
Bosnia and Herzegovina	272798	N/A	12456	N/A	192218	N/A	68124	N/A	83885	3830	1385921	426171	3252029	Europe
Singapore	262383	+747	701	+11	248323	+2061	13359	55	44357	119	21098774	3566878	5915194	Asia
Norway	260921	+1721	1050	N/A	88952	N/A	170919	62	47605	192	8537200	1557602	5480991	Europe
Kenya	254951	+11	5333	+1	248131	+15	1487	20	4599	96	2827102	50996	55438108	Africa
Latvia	252413	+488	4146	+16	236578	+737	11689	176	135942	2233	5319394	2864861	1856772	Europe
Qatar	243132	+153	611	N/A	240527	+128	1994	17	86591	218	2982237	1062124	2807805	Asia
Estonia	221549	+389	1791	+2	200847	+682	18911	38	166855	1349	2323341	1749777	1327793	Europe
North Macedonia	215009	+333	7547	+19	199064	+309	8398	N/A	103208	3623	1467751	704548	2083253	Europe
Nigeria	214092	+110	2976	+1	207254	+70	3862	11	1004	14	3479682	16311	213327135	Africa
Algeria	210152	+172	6058	+6	144160	+131	59934	20	4674	135	230861	5134	44965909	Africa
Zambia	210143	+5	3667	N/A	206386	+15	90	15	10998	192	2714670	142070	19107963	Africa
Australia	207982	+1234	1994	+4	191722	+1156	14266	73	8025	77	47498541	1832735	25916754	Australia/Oceania
Albania	199555	+418	3089	+4	189044	+451	7422	23	69450	1075	1391072	484126	2873365	Europe
Botswana	194909	N/A	2416	N/A	191961	N/A	532	1	80592	999	1859485	768871	2418462	Africa
Uzbekistan	192831	+232	1397	+2	189448	+189	1986	23	5646	41	1377915	40346	34152427	Asia
Kyrgyzstan	183248	+41	2741	+1	178048	+88	2459	131	27450	411	1828196	273855	6675773	Asia
Finland	182284	N/A	1309	N/A	46000	N/A	134975	44	32827	236	7866903	1416730	5552858	Europe
Afghanistan	157228	+38	7308	N/A	140477	+26	9443	1124	3915	182	790451	19682	40162033	Asia
Montenegro	156873	+265	2285	+2	151851	+384	2737	60	249727	3638	903392	1438115	628178	Europe
Mozambique	151524	+9	1940	N/A	149485	+14	99	8	4664	60	976023	30044	32486827	Africa
Zimbabwe	133991	+40	4705	N/A	128655	+9	631	12	8834	310	1585579	104537	15167676	Africa
Cyprus	133274	+337	594	+2	124370	N/A	8310	37	109264	487	9477138	7769751	1219748	Asia
Ghana	130920	N/A	1209	N/A	129042	N/A	669	5	4093	38	1933408	60446	31985843	Africa
Namibia	129180	+20	3573	N/A	125483	+11	124	2	49576	1371	786776	301945	2605692	Africa
Uganda	127451	+28	3252	N/A	97847	+418	26352	127	2668	68	1948131	40780	47771484	Africa
Cambodia	120087	+23	2931	+4	116466	+20	690	N/A	7045	172	2713661	159207	17044899	Asia
El Salvador	119803	+112	3771	+2	102982	+1890	13050	336	18340	577	1440742	220555	6532345	North America
Cameroon	106794	N/A	1791	N/A	102716	N/A	2287	152	3887	65	1751774	63758	27475438	Africa
Rwanda	100330	+5	1342	N/A	45521	N/A	53467	1	7485	100	3460087	258140	13403894	Africa
China	98631	+23	4636	N/A	93210	+47	785	7	69	3	160000000	111163	1439323776	Asia
