Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	80849953	+53838	982032	+1389	54136964	+191175	25730957	7025	241891	2938	954367702	2855321	334241797	North America
India	42951556	+6396	514620	+201	42367070	+13450	69866	8944	30622	367	770050005	548999	1402643172	Asia
Brazil	28906214	+64054	650646	+594	26810286	+142276	1445282	8318	134397	3025	63776166	296522	215080841	South America
France	22900531	+60225	138942	+180	21364892	+131190	1396697	2484	349549	2121	246629975	3764506	65514564	Europe
UK	19074441	+45571	161898	+194	17537214	N/A	1375329	279	278536	2364	484240712	7071156	68481129	Europe
Russia	16685850	+93026	354011	+781	14102684	+170689	2229155	2300	114256	2424	273400000	1872104	146038899	Europe
Germany	15375508	+202338	124265	+289	11696600	+226300	3554643	2494	182540	1475	104701826	1243031	84231046	Europe
Turkey	14255545	+49424	95025	+188	13572870	+66873	587650	1011	166045	1107	145020155	1689162	85853298	Asia
Italy	12910764	+41758	155399	+185	11713645	+62551	1041720	654	214061	2577	188713837	3128885	60313444	Europe
Spain	11078028	+23140	100239	+202	9800509	+60554	1177280	890	236786	2143	471036328	10068105	46785002	Europe
Argentina	8921536	+9219	126531	+141	8705178	+10670	89827	1076	194421	2757	34379641	749211	45887800	South America
Iran	7073747	+6772	137439	+172	6696494	+18416	239814	4098	82458	1602	47494176	553632	85786549	Asia
Netherlands	6504886	+58283	21589	+7	4653122	+114923	1830175	164	378232	1255	21107399	1227307	17198147	Europe
Colombia	6068074	+1051	138939	+40	5895880	+1891	33255	342	117172	2683	33281725	642656	51787803	South America
Poland	5708833	+14074	112130	+266	5099515	+12389	497188	696	151118	2968	33881265	896865	37777430	Europe
Indonesia	5667355	+37259	149268	+232	4986391	+42154	531696	2911	20361	536	86075507	309235	278349576	Asia
Mexico	5534086	+12342	318835	+304	4809799	+13721	405452	4798	42183	2430	15147396	115459	131192990	North America
Japan	5139305	+71570	24092	+232	4419826	+74909	695387	1418	40843	191	39385361	313004	125830265	Asia
Ukraine	4809624	N/A	105505	N/A	4058020	N/A	646099	177	111089	2437	19521252	450887	43295254	Europe
Vietnam	3933675	+120259	40547	+95	2550525	+33740	1342603	3840	39815	410	79665130	806327	98799997	Asia
S. Korea	3691488	+198802	8394	+128	969524	N/A	2713570	766	71899	163	15804065	307814	51342824	Asia
South Africa	3679539	+1853	99499	+41	3554282	+1494	25758	546	60762	1643	23166727	382565	60556245	Africa
Philippines	3664894	+978	56538	+34	3557685	+1125	50671	297	32718	505	28203435	251784	112014307	Asia
Israel	3653608	+2377	10239	+2	3585292	+7460	58077	510	391766	1098	41373364	4436346	9326000	Asia
Czechia	3608559	+8967	38823	+38	3474458	+5857	95278	197	335926	3614	52741015	4909732	10742138	Europe
Belgium	3571579	+7738	30217	+18	3125040	+60907	416322	240	305948	2588	31794693	2723594	11673799	Europe
Malaysia	3528557	+32467	33028	+86	3197298	+27629	298231	355	106739	999	50211993	1518913	33057842	Asia
Peru	3522484	+1880	210907	+56	N/A	N/A	N/A	871	104407	6251	27510769	815422	33738088	South America
Canada	3310385	+6600	36843	+114	3161973	+6566	111569	600	86446	962	58319533	1522928	38294340	North America
Australia	3297205	+35855	5317	+45	3081549	+29222	210339	118	126847	205	63779116	2453654	25993524	Australia/Oceania
Portugal	3294691	+12234	21141	+30	2799531	+11726	474019	90	324693	2083	37805639	3725762	10147088	Europe
Chile	3124302	+24895	42683	+272	2149021	+23033	932598	1105	161129	2201	33241006	1714336	19390016	South America
Thailand	2958162	+23618	23073	+49	2711678	+18939	223411	687	42204	329	17270775	246401	70092285	Asia
Switzerland	2862791	+23621	13299	+6	2256659	+43667	592833	139	326794	1518	18811814	2147409	8760240	Europe
Austria	2775589	+31566	14924	+36	2478168	+24379	282497	189	305273	1641	161305125	17741130	9092156	Europe
Romania	2754730	+5953	63784	+105	2536050	+11938	154896	848	144807	3353	21202396	1114536	19023510	Europe
Denmark	2683219	+12595	4731	+44	2362924	+38404	315564	42	460540	812	125634988	21563637	5826243	Europe
Greece	2470212	+15783	26036	+64	2263358	+15247	180818	393	238943	2518	66567338	6439041	10338083	Europe
Sweden	2455966	+2030	17479	+6	2207320	+40783	231167	53	240678	1713	18174812	1781084	10204355	Europe
Iraq	2306092	+1009	25028	+15	2250904	+2088	30160	111	55266	600	18020396	431859	41727463	Asia
Bangladesh	1945765	+657	29058	+5	1831577	+4628	85130	1275	11622	174	13470456	80456	167427117	Asia
Serbia	1919327	+2620	15346	+31	1825695	+6001	78286	100	221155	1768	8800146	1014001	8678633	Europe
Hungary	1796982	+3862	44211	+77	1610315	+4231	142456	126	186808	4596	10818978	1124703	9619412	Europe
Jordan	1638228	N/A	13849	N/A	1546429	N/A	77950	694	157945	1335	16319298	1573377	10372146	Asia
Georgia	1619274	+3115	16274	+43	1529623	+11767	73377	N/A	407222	4093	15955552	4012575	3976387	Asia
Pakistan	1511754	+768	30237	+19	1449060	+3815	32457	908	6629	133	26534095	116354	228045371	Asia
Slovakia	1482354	+11462	18611	+44	1288400	+18406	175343	232	271292	3406	6444955	1179518	5464056	Europe
Ireland	1311105	+4043	6527	+6	1180695	+4195	123883	46	260667	1298	11402648	2267012	5029814	Europe
Kazakhstan	1303063	+253	13620	+4	1272470	+2091	16973	528	68040	711	11575012	604394	19151428	Asia
Norway	1289884	+10715	1664	N/A	88952	N/A	1199268	25	234867	303	9852076	1793903	5491979	Europe
Morocco	1161392	+102	16006	+4	1142318	+386	3068	293	30855	425	11237010	298535	37640491	Africa
Bulgaria	1097298	+1104	35716	+20	848792	+766	212790	436	159929	5206	9234039	1345844	6861149	Europe
Lebanon	1074372	+1835	10125	+10	682977	N/A	381270	186	158592	1495	4795578	707894	6774432	Asia
Cuba	1071326	+596	8498	+2	1060502	+602	2326	34	94681	751	12920253	1141862	11315078	North America
Croatia	1060078	+1625	15145	+23	1032892	+1800	12041	81	260909	3728	4533308	1115750	4063015	Europe
Tunisia	1001754	+1236	27874	+17	961303	+2351	12577	173	83306	2318	4362099	362754	12024962	Africa
Nepal	977269	+70	11944	+3	957808	+320	7517	100	32564	398	5433187	181041	30010857	Asia
Belarus	925515	+2083	6521	+15	915723	+2926	3271	N/A	97999	690	12488928	1322400	9444136	Europe
Lithuania	918712	+5412	8484	+19	829181	+5740	81047	84	345523	3191	7787196	2928727	2658901	Europe
Slovenia	898997	+1873	6336	+9	862060	+4572	30601	83	432332	3047	2575164	1238408	2079415	Europe
Bolivia	893775	+263	21443	+2	792419	+1799	79913	220	74864	1796	2669468	223599	11938660	South America
UAE	881472	+502	2301	N/A	838641	+1502	40530	N/A	87363	228	139003973	13776718	10089774	Asia
Uruguay	849050	+2182	7014	+9	825045	+3775	16991	126	243015	2008	5733295	1640981	3493821	South America
Ecuador	836216	+2356	35264	+14	N/A	N/A	N/A	759	46225	1949	2470170	136549	18089961	South America
Costa Rica	812812	+1772	8073	+16	682991	+3845	121748	110	157164	1561	3712867	717915	5171738	North America
Azerbaijan	787937	+570	9473	+19	771530	+1784	6934	N/A	76561	920	6579163	639271	10291672	Asia
Guatemala	786869	+2845	17029	+11	730907	+4085	38933	5	42606	922	3922624	212398	18468290	North America
Singapore	785825	+18162	1049	+9	715419	+14249	69357	28	132581	177	23230460	3919350	5927121	Asia
Panama	756539	+454	8101	+3	743902	+518	4536	26	170851	1829	5534045	1249765	4428067	North America
Saudi Arabia	746473	+407	9004	+2	725792	+685	11677	501	20899	252	40887817	1144731	35718275	Asia
Latvia	682118	+8900	5299	+15	551818	+22988	125001	63	368434	2862	6771858	3657704	1851396	Europe
Finland	664588	+6029	2384	+3	46000	N/A	616204	31	119636	429	9996285	1799484	5555085	Europe
Sri Lanka	648410	+711	16287	+20	609485	+193	22638	N/A	30070	755	6282076	291335	21563086	Asia
