Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	82309113	+12890	1015441	+80	80166281	+36928	1127391	1487	246089	3036	995745283	2977089	334469410	North America
India	43041995	+1048	521781	+5	42507834	N/A	12380	698	30652	372	794525202	565806	1404235905	Asia
Brazil	30250077	+2775	661993	+33	29206243	+6340	381841	8318	140529	3075	63776166	296278	215258087	South America
France	27684374	+111583	144122	+61	24885512	+110023	2654740	1541	422459	2199	260504402	3975256	65531484	Europe
Germany	23411577	+46073	133415	+109	19802700	+128400	3475462	1980	277841	1583	122332384	1451802	84262438	Europe
UK	21747638	N/A	171396	N/A	20116135	+67341	1460107	355	317377	2501	512140269	7473997	68522940	Europe
Russia	18064454	+11095	373267	+240	17359645	+19006	331542	2300	123690	2556	273400000	1872010	146046225	Europe
S. Korea	16212751	+107882	20889	+273	N/A	N/A	N/A	913	315743	407	15804065	307784	51347991	Asia
Italy	15659835	+63815	161602	+133	14276895	+61986	1221338	411	259686	2680	208836063	3463110	60303040	Europe
Turkey	14991669	+4086	98551	+19	14733310	+13561	159808	975	174403	1146	157030896	1826793	85959861	Asia
Spain	11662214	N/A	103266	N/A	11120708	N/A	438240	368	249261	2207	471036328	10067649	46787123	Europe
Vietnam	10417887	+18474	42934	+10	8931374	+68330	1443579	1191	105335	434	85656389	866066	98902788	Asia
Argentina	9060495	+551	128344	+17	8895999	+1819	36152	412	197240	2794	35716069	777510	45936477	South America
Netherlands	8015576	N/A	22156	N/A	7305079	N/A	688341	113	465952	1288	21107399	1226990	17202588	Europe
Japan	7287343	+50293	28945	+61	6738172	+56019	520226	222	57935	230	45528128	361952	125784977	Asia
Iran	7205064	+1015	140800	+23	6942220	+3740	122044	1420	83865	1639	50079995	582916	85912851	Asia
Colombia	6089540	+159	139745	+4	5922819	+180	26976	342	117442	2695	34242271	660391	51851484	South America
Indonesia	6039266	+602	155844	+24	5822947	+2768	60475	2771	21670	559	93931526	337048	278689179	Asia
Poland	5984940	+1078	115838	+29	5334057	+64	535045	268	158447	3067	35938194	951436	37772579	Europe
Mexico	5725476	+401	323903	+12	5026855	+732	374718	4798	43589	2466	15691493	119461	131352040	North America
Australia	5351477	+41209	6762	+35	4876682	N/A	468033	134	205602	260	68228047	2621305	26028272	Australia/Oceania
Ukraine	4990465	N/A	108220	N/A	N/A	N/A	N/A	177	115348	2501	19521252	451207	43264548	Europe
Malaysia	4372697	N/A	35397	N/A	4224125	N/A	113175	152	132079	1069	57867837	1747927	33106560	Asia
Austria	4045809	+8996	16407	+17	3890719	+17229	138683	160	444683	1803	180471945	19836045	9098182	Europe
Israel	4028450	+2500	10612	N/A	3941841	N/A	75997	220	431959	1138	41373364	4436346	9326000	Asia
Thailand	4012184	+18892	26757	+125	3763978	+22220	221449	1496	57225	382	17270775	246328	70112805	Asia
Belgium	3972963	N/A	31165	N/A	3638799	N/A	302999	181	340159	2668	33313880	2852286	11679711	Europe
Czechia	3880556	+1249	39971	+1	3808382	+5553	32203	62	361168	3720	55012917	5120117	10744465	Europe
South Africa	3740398	+1206	100144	+2	3627200	+1091	13054	175	61678	1651	24179126	398705	60644090	Africa
Portugal	3719485	N/A	21993	N/A	N/A	N/A	N/A	61	366683	2168	40678788	4010287	10143611	Europe
Philippines	3682847	+224	59964	+8	3600733	+1265	22150	289	32828	535	29273313	260936	112185678	Asia
Canada	3632318	+8533	38311	+23	3373544	+5926	220463	407	94757	999	60149136	1569114	38333176	North America
Peru	3554669	N/A	212596	N/A	N/A	N/A	N/A	379	105192	6291	29371506	869184	33792063	South America
Switzerland	3551790	N/A	13793	N/A	3195806	+33525	342191	103	405101	1573	20548491	2343667	8767665	Europe
Chile	3528626	+2781	57231	+26	3296974	+16617	174421	346	181801	2949	36365786	1873629	19409273	South America
Greece	3232496	+8017	28537	+49	3067647	+18342	136312	322	312859	2762	77812113	7531081	10332131	Europe
Denmark	2947910	+1318	5985	+11	2911499	+2681	30426	16	505763	1027	127053977	21798242	5828634	Europe
Romania	2881322	+1046	65331	+21	2606660	N/A	209331	246	151581	3437	22443554	1180711	19008515	Europe
Sweden	2495996	N/A	18572	N/A	2455229	+1786	22195	24	244424	1819	18471631	1808862	10211740	Europe
Iraq	2323040	+102	25198	+1	2292257	+597	5585	31	55530	602	18422384	440371	41833761	Asia
Serbia	1995351	+728	15923	+7	1956844	+1930	22584	25	230024	1836	9367431	1079879	8674518	Europe
Bangladesh	1952275	+51	29124	N/A	1890516	+252	32635	1283	11647	174	13920552	83048	167619735	Asia
Hungary	1879480	N/A	45865	N/A	1748707	N/A	84908	50	195442	4769	11244573	1169295	9616542	Europe
Slovakia	1763197	+927	19721	+24	1702532	+5564	40944	111	322672	3609	7013438	1283486	5464365	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163156	1353	16670254	1605373	10384037	Asia
Georgia	1652929	+222	16789	+1	1633684	+346	2456	N/A	415780	4223	16693631	4199137	3975491	Asia
