Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Eswatini	70097	N/A	1395	N/A	68613	N/A	89	11	59325	1181	1009214	854119	1181585	Africa
Fiji	64509	N/A	862	N/A	62662	N/A	985	N/A	71043	949	506199	557470	908029	Australia/Oceania
Barbados	64177	N/A	381	N/A	60862	N/A	2934	N/A	222835	1323	630706	2189936	288002	North America
Madagascar	64089	N/A	1390	N/A	59355	N/A	3344	14	2213	48	415532	14349	28959701	Africa
Guyana	63364	N/A	1228	N/A	62036	N/A	100	1	79872	1548	582565	734337	793321	South America
Sudan	62057	N/A	4929	N/A	N/A	N/A	N/A	N/A	1359	108	562941	12325	45674042	Africa
New Caledonia	60385	N/A	312	N/A	60011	N/A	62	9	207943	1074	98964	340795	290392	Australia/Oceania
Mauritania	58681	N/A	982	N/A	57687	N/A	12	N/A	12056	202	793466	163014	4867464	Africa
Belize	57331	N/A	672	N/A	56473	N/A	186	6	139662	1637	529581	1290097	410497	North America
Cabo Verde	55986	N/A	401	N/A	55516	N/A	69	23	98783	708	400982	707505	566755	Africa
Syria	55765	N/A	3148	N/A	51964	N/A	653	N/A	3054	172	146269	8011	18258360	Asia
Bhutan	50433	N/A	16	N/A	40614	N/A	9803	7	64102	20	2223194	2825762	786759	Asia
Gabon	47588	N/A	303	N/A	47270	N/A	15	N/A	20518	131	1589113	685158	2319339	Africa
Papua New Guinea	43660	N/A	649	N/A	42946	N/A	65	7	4720	70	249149	26937	9249156	Australia/Oceania
Seychelles	41660	N/A	164	N/A	40675	N/A	821	N/A	418976	1649	N/A	N/A	99433	Africa
Curaçao	41153	N/A	270	N/A	40306	N/A	577	3	248975	1633	494095	2989261	165290	North America
Andorra	40709	N/A	153	N/A	39999	N/A	557	14	525379	1975	249838	3224340	77485	Europe
Burundi	38722	N/A	38	N/A	773	N/A	37911	N/A	3092	3	345742	27611	12521817	Africa
Mauritius	37251	N/A	985	N/A	35198	N/A	1068	N/A	29204	772	358675	281196	1275532	Africa
Mayotte	37038	N/A	187	N/A	2964	N/A	33887	N/A	130165	657	176919	621757	284547	Africa
Togo	36962	N/A	272	N/A	36668	N/A	22	N/A	4286	32	724655	84022	8624551	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2648	32	660107	47946	13767603	Africa
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704517	569	778000	15814937	49194	Europe
Aruba	34345	N/A	212	N/A	34038	N/A	95	2	319269	1971	177885	1653606	107574	North America
Tanzania	33851	N/A	803	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62766105	Africa
Bahamas	33388	N/A	789	N/A	32258	N/A	341	11	83481	1973	229025	572641	399945	North America
Taiwan	33205	+1351	854	N/A	21915	+203	10436	N/A	1390	36	13704955	573581	23893650	Asia
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15148	321	431221	198488	2172534	Africa
Mali	30633	N/A	729	N/A	29712	N/A	192	N/A	1439	34	658466	30928	21290208	Africa
Haiti	30594	N/A	835	N/A	29176	N/A	583	N/A	2626	72	132422	11366	11650389	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	331054	1014	150753	1756312	85835	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2124	13	604310	47624	12689095	Africa
Somalia	26471	N/A	1350	N/A	13182	N/A	11939	N/A	1587	81	400466	24004	16683375	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4180	67	347815	60383	5760155	Africa
Saint Lucia	23045	N/A	365	N/A	22616	N/A	64	1	124484	1972	141332	763445	185124	North America
Timor-Leste	22853	N/A	130	N/A	22704	N/A	19	N/A	16764	95	260165	190847	1363211	Asia
Cayman Islands	21406	N/A	26	N/A	8553	N/A	12827	1	319026	387	222773	3320114	67098	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	951	17	248995	11357	21924711	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2733	33	N/A	N/A	6765095	North America
Gibraltar	17494	N/A	101	N/A	16579	N/A	814	N/A	519526	2999	534283	15866807	33673	Europe
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1753	13	N/A	N/A	9919478	Asia
South Sudan	17369	N/A	138	N/A	13514	N/A	3717	1	1520	12	370216	32396	11427741	Africa
Liechtenstein	16946	N/A	84	N/A	16489	N/A	373	N/A	442189	2192	102174	2666127	38323	Europe
Equatorial Guinea	15906	N/A	183	N/A	15697	N/A	26	5	10710	123	307847	207289	1485107	Africa
San Marino	15683	N/A	114	N/A	15225	N/A	344	4	460479	3347	147532	4331787	34058	Europe
Djibouti	15598	N/A	189	N/A	15404	N/A	5	N/A	15388	186	302030	297973	1013617	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2942	23	81294	16326	4979475	Africa
Grenada	14165	N/A	219	N/A	13815	N/A	131	4	124853	1930	146475	1291063	113453	North America
Bermuda	12901	N/A	131	N/A	12563	N/A	207	N/A	208525	2117	858416	13874960	61868	North America
Solomon Islands	12437	N/A	139	N/A	11194	N/A	1104	2	17348	194	5117	7138	716905	Australia/Oceania
Gambia	11994	N/A	365	N/A	11591	N/A	38	N/A	4726	144	155686	61350	2537653	Africa
Dominica	11988	N/A	63	N/A	11903	N/A	22	N/A	165798	871	187337	2590927	72305	North America
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210217	369	164926	2896182	56946	North America
Yemen	11817	N/A	2148	N/A	9001	N/A	668	23	381	69	265253	8557	30996845	Asia
Monaco	11382	N/A	54	N/A	11109	N/A	219	4	286426	1359	54960	1383059	39738	Europe
Saint Martin	10279	N/A	63	N/A	1399	N/A	8817	7	257994	1581	112382	2820692	39842	North America
Sint Maarten	9920	N/A	86	N/A	9753	N/A	81	10	226774	1966	62056	1418617	43744	North America
Eritrea	9733	N/A	103	N/A	9626	N/A	4	N/A	2678	28	23693	6520	3633938	Africa
Caribbean Netherlands	9349	N/A	34	N/A	8987	N/A	328	N/A	350701	1275	30126	1130092	26658	North America
Niger	8866	N/A	308	N/A	8493	N/A	65	1	344	12	246455	9565	25767619	Africa
Tonga	8842	N/A	11	N/A	7016	N/A	1815	N/A	81999	102	334164	3098960	107831	Australia/Oceania
Guinea-Bissau	8176	N/A	170	N/A	7280	N/A	726	6	3987	83	131519	64127	2050903	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8974	177	N/A	N/A	902620	Africa
Sierra Leone	7681	N/A	125	N/A	N/A	N/A	N/A	N/A	929	15	259958	31448	8266151	Africa
Antigua and Barbuda	7535	N/A	135	N/A	7377	N/A	23	1	75824	1358	18901	190199	99375	North America
Liberia	7402	N/A	294	N/A	5747	N/A	1361	2	1405	56	139824	26534	5269555	Africa
Chad	7378	N/A	192	N/A	4874	N/A	2312	N/A	427	11	191341	11082	17265762	Africa
St. Vincent Grenadines	6749	N/A	106	N/A	6641	N/A	2	N/A	60492	950	98713	884779	111568	North America
British Virgin Islands	6162	N/A	62	N/A	N/A	N/A	N/A	1	201438	2027	102294	3344034	30590	North America
Vanuatu	6109	N/A	7	N/A	5051	N/A	1051	5	19094	22	24976	78065	319937	Australia/Oceania
Sao Tome and Principe	5948	N/A	73	N/A	5872	N/A	3	N/A	26270	322	29036	128243	226414	Africa
Turks and Caicos	5936	N/A	36	N/A	5862	N/A	38	4	149706	908	447713	11291342	39651	North America
Saint Kitts and Nevis	5555	N/A	43	N/A	5509	N/A	3	N/A	103119	798	65141	1209226	53870	North America
Samoa	4793	N/A	10	N/A	1605	N/A	3178	3	23874	50	36282	180719	200765	Australia/Oceania
St. Barth	4432	N/A	6	N/A	N/A	N/A	N/A	N/A	446279	604	78646	7919243	9931	North America
Palau	4190	N/A	6	N/A	3803	N/A	381	N/A	229614	329	42790	2344915	18248	Australia/Oceania
Cook Islands	3788	N/A	N/A	N/A	3182	N/A	606	N/A	215313	N/A	14341	815154	17593	Australia/Oceania
Kiribati	3071	N/A	13	N/A	2596	N/A	462	3	25025	106	N/A	N/A	122716	Australia/Oceania
Anguilla	2731	N/A	9	N/A	2716	N/A	6	4	179176	590	51382	3371080	15242	North America
Saint Pierre Miquelon	2537	N/A	1	N/A	2449	N/A	87	1	441678	174	22941	3993907	5744	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41697	643	20508	1883542	10888	Australia/Oceania
Montserrat	176	N/A	2	N/A	174	N/A	0	N/A	35221	400	9403	1881729	4997	North America
Falkland Islands	128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34963	N/A	8632	2357826	3661	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8081	665118	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Western Sahara	10	N/A	1	N/A	8	N/A	1	N/A	16	2	N/A	N/A	623514	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Marshall Islands	7	N/A	N/A	N/A	7	N/A	0	N/A	117	N/A	N/A	N/A	59902	Australia/Oceania
Niue	7	N/A	N/A	N/A	7	N/A	0	N/A	4253	N/A	N/A	N/A	1646	Australia/Oceania
Nauru	3	N/A	N/A	N/A	3	N/A	0	N/A	274	N/A	N/A	N/A	10945	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6109	Africa
Micronesia	1	N/A	N/A	N/A	1	N/A	0	N/A	9	N/A	N/A	N/A	117173	Australia/Oceania
