Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	49078755	+23672	799312	+127	38861714	+21031	9417729	12438	147060	2395	748307879	2242231	333733637	North America
India	34572523	+8774	468554	+621	33988797	+10967	115172	8944	24711	335	638247889	456189	1399087302	Asia
Brazil	22076863	+9233	614236	+236	21288281	+5477	174346	8318	102834	2861	63776166	297068	214685129	South America
UK	10109234	+39175	144724	+131	8951833	+39409	1012677	925	147822	2116	358682719	5244836	68387784	Europe
Russia	9536825	+33946	271531	+1239	8237465	+36494	1027829	2300	65311	1860	223500000	1530586	146022541	Europe
Turkey	8724400	+23759	76233	+192	8258603	+25103	389564	1405	101902	890	106612299	1245247	85615390	Asia
France	7588400	+37218	118871	+34	7098647	+8487	370882	1563	115895	1815	162981031	2489142	65476789	Europe
Iran	6105101	+3045	129549	+87	5853066	+11196	122486	3356	71401	1515	38439240	449558	85504572	Asia
Germany	5744517	+49311	101340	+170	4803100	+27800	840077	4202	68256	1204	83816414	995906	84160960	Europe
Argentina	5325560	+1521	116517	+12	5189507	+1349	19536	593	116332	2545	26111525	570381	45779126	South America
Spain	5131012	N/A	87955	N/A	4914286	N/A	128771	597	109683	1880	66213858	1415423	46780268	Europe
Colombia	5063177	+2620	128394	+51	4903231	+2629	31552	342	98037	2486	27975654	541685	51645633	South America
Italy	4994886	+12872	133627	+90	4682318	+6451	178941	624	82784	2215	117823171	1952762	60336672	Europe
Indonesia	4255672	+404	143807	+11	4103639	+260	8226	N/A	15331	518	53681387	193383	277591391	Asia
Mexico	3879836	+3445	293614	+165	3236518	+2158	349704	4798	29654	2244	11808599	90254	130837902	North America
Poland	3487252	+26180	82986	+378	2978108	+22630	426158	1752	92284	2196	24217580	640876	37788261	Europe
Ukraine	3414540	+14200	84717	+568	2899967	+22946	429856	177	78742	1954	15793678	364213	43363807	Europe
South Africa	2958548	+3220	89791	+8	2847083	+1476	21674	546	49015	1488	19383834	321136	60360124	Africa
Philippines	2830969	+691	48205	+188	2765599	+1346	17165	1170	25360	432	24070626	215625	111631712	Asia
Malaysia	2619577	+5097	30280	+40	2522045	+5352	67252	510	79504	919	37457825	1136840	32949075	Asia
Netherlands	2577446	+22031	19272	+55	2089332	+7624	468842	540	149954	1121	19205114	1117341	17188231	Europe
Peru	2232749	+1574	201071	+45	N/A	N/A	N/A	954	66416	5981	20204659	601015	33617584	South America
Czechia	2110570	+20350	32800	+97	1834742	+573	243028	924	196571	3055	43387814	4040984	10736943	Europe
Thailand	2100959	+6073	20675	+32	2000502	+6538	79782	1595	29994	295	14913135	212903	70046474	Asia
Iraq	2079084	+563	23772	+7	2040978	+1366	14334	114	50110	573	16287958	392574	41490144	Asia
Canada	1784354	+2183	29628	+10	1728330	+804	26396	480	46702	775	48485587	1269003	38207636	North America
Romania	1775572	+1727	56187	+161	1675184	+5083	44201	1265	93172	2948	15954011	837174	19056987	Europe
Chile	1757077	+2634	38282	+37	1650209	+2109	68586	674	90819	1979	25412845	1313527	19347024	South America
Japan	1726935	+112	18357	+4	1707625	+206	953	50	13713	146	27752215	220376	125931373	Asia
Belgium	1701633	+21772	26840	+47	1307154	+5695	367639	669	145930	2302	24287332	2082855	11660599	Europe
Bangladesh	1575579	+155	27975	+2	1540018	+188	7586	1362	9435	168	10832247	64865	166997084	Asia
Israel	1341881	+340	8184	+2	1327046	N/A	6651	128	143886	878	31188024	3344202	9326000	Asia
Pakistan	1283886	+411	28704	+7	1241589	+300	13593	935	5658	126	21876689	96408	226918495	Asia
Serbia	1248719	+2211	11537	+53	1180992	+5052	56190	212	143732	1328	6773079	779606	8687821	Europe
Sweden	1198848	N/A	15113	N/A	1155281	N/A	28454	32	117674	1483	13586095	1333557	10187866	Europe
Vietnam	1197404	+16067	24692	+148	956924	+1668	215788	5383	12148	251	67526948	685062	98570511	Asia
Portugal	1139810	+3364	18405	+12	1069716	+2543	51689	104	112243	1812	20844492	2052663	10154853	Europe
Austria	1132805	+11671	12349	+65	968185	+11697	152271	608	124776	1360	109556932	12067465	9078703	Europe
Hungary	1068888	N/A	33866	N/A	862534	N/A	172488	695	111044	3518	8298820	862142	9625818	Europe
Switzerland	982290	N/A	11488	+2	856642	+1798	114160	179	112343	1314	12159978	1390719	8743663	Europe
Kazakhstan	969245	+905	12651	+16	933107	+1311	23487	528	50766	663	11575012	606259	19092532	Asia
Cuba	962067	+183	8300	+1	952739	+231	1028	30	85012	733	11045585	976027	11316884	North America
Morocco	949648	+116	14774	+1	931883	+171	2991	347	25307	394	10403984	277249	37525770	Africa
Jordan	939293	+2674	11515	+29	878156	+1207	49622	1037	90792	1113	12015838	1161445	10345598	Asia
Greece	920683	+5859	17861	+82	821280	+7099	81542	641	88943	1725	35377491	3417662	10351371	Europe
Georgia	835306	+4058	11871	+61	774458	+2157	48977	N/A	209961	2984	11449856	2878015	3978387	Asia
Nepal	820724	+197	11521	+3	802047	+325	7156	N/A	27474	386	4604396	154131	29873223	Asia
UAE	741858	+68	2145	N/A	736699	+98	3014	N/A	73755	213	100534447	9995037	10058437	Asia
Tunisia	717163	+175	25363	+1	690707	+136	1093	58	59801	2115	3166844	264068	11992545	Africa
Bulgaria	688628	+1218	28043	+47	555443	+1147	105142	783	100167	4079	6498924	945327	6874790	Europe
Lebanon	666768	+1515	8701	+8	631294	+655	26773	186	98308	1283	4795578	707061	6782411	Asia
Slovakia	660386	+9152	14228	+51	540119	+7174	106039	545	120875	2604	4528103	828812	5463364	Europe
Belarus	650168	+1696	5041	+15	636653	+2000	8474	N/A	68838	534	10342898	1095072	9444948	Europe
Guatemala	617495	+458	15917	+19	599826	+507	1752	5	33594	866	3107294	169047	18381240	North America
Croatia	599977	+5502	10695	+51	554729	+5629	34553	325	147428	2628	3411379	838255	4069620	Europe
Azerbaijan	584121	+1617	7789	+22	549333	+1979	26999	N/A	56889	759	5509701	536604	10267726	Asia
Costa Rica	566560	N/A	7287	N/A	543875	N/A	15398	92	109808	1412	2715029	526214	5159549	North America
Sri Lanka	561778	+719	14278	+20	529240	+434	18260	N/A	26081	663	5626024	261195	21539591	Asia
Ireland	556319	+4791	5652	N/A	434095	+2608	116572	121	110923	1127	8762233	1747082	5015353	Europe
Saudi Arabia	549671	+29	8832	+2	538824	+40	2015	44	15451	248	31078369	873578	35575968	Asia
Bolivia	535115	+1359	19137	+16	490521	+689	25457	220	44979	1609	2578215	216713	11896887	South America
Ecuador	524432	N/A	33128	N/A	443880	N/A	47424	759	29103	1838	1991800	110535	18019649	South America
Myanmar	521211	+505	19079	+12	495408	+660	6724	N/A	9490	347	5523097	100561	54922975	Asia
Panama	477306	+210	7361	+1	467285	+213	2660	20	108227	1669	4224325	957845	4410239	North America
Denmark	474637	+3744	2863	+13	403118	N/A	68656	50	81540	492	92864721	15953654	5820906	Europe
Lithuania	466678	+2087	6673	+22	431891	+3567	28114	131	174865	2500	6100515	2285875	2668788	Europe
Paraguay	462908	+53	16461	+2	445588	+65	859	42	63799	2269	1941408	267569	7255735	South America
S. Korea	436968	+4067	3492	+52	390141	+6590	43335	634	8513	68	15804065	307884	51331289	Asia
Venezuela	430046	+686	5131	+7	417137	+904	7778	681	15184	181	3359014	118599	28322512	South America
Palestine	429333	+125	4524	+3	422114	+149	2695	38	81499	859	2720854	516492	5267950	Asia
Slovenia	415898	+2224	5165	+23	370639	+3644	40094	196	200014	2484	1924394	925483	2079340	Europe
Kuwait	413266	+21	2465	N/A	410575	+29	226	N/A	94800	565	5268253	1208494	4359355	Asia
Dominican Republic	406511	+490	4204	+2	398726	+853	3581	201	36952	382	2444399	222200	11000911	North America
Uruguay	399181	+291	6125	+1	390912	+193	2144	13	114356	1755	4083835	1169928	3490672	South America
Mongolia	380616	+486	1985	+4	313256	N/A	65375	192	113532	592	4030048	1202105	3352493	Asia
Honduras	377888	+29	10403	N/A	120308	+4	247177	59	37318	1027	1121382	110743	10126026	North America
Ethiopia	371177	+119	6736	+9	348299	+211	16142	226	3120	57	3856635	32419	118961845	Africa
Libya	370787	N/A	5430	N/A	339003	N/A	26354	N/A	52949	775	1895515	270685	7002659	Africa
Moldova	362326	+498	9054	+32	346067	+841	7205	205	90114	2252	2196983	546409	4020764	Europe
Egypt	355767	+931	20305	+68	295434	+531	40028	90	3387	193	3693367	35159	105046372	Africa
Armenia	337522	+517	7485	+26	314020	+1403	16017	N/A	113604	2519	2348877	790591	2971038	Asia
Oman	304519	N/A	4113	N/A	299951	N/A	455	7	57576	778	25000000	4726826	5288961	Asia
Bahrain	277552	+16	1394	N/A	275889	+24	269	2	155533	781	7349180	4118302	1784517	Asia
Bosnia and Herzegovina	272798	N/A	12456	N/A	192218	N/A	68124	N/A	83884	3830	1385921	426164	3252085	Europe
Singapore	261636	+1761	690	+6	246262	+1897	14684	58	44232	117	21098774	3566954	5915068	Asia
Norway	259200	+1891	1050	N/A	88952	N/A	169198	62	47292	192	8537200	1557635	5480875	Europe
Kenya	254940	+36	5332	N/A	248116	+31	1492	20	4599	96	2824639	50954	55434865	Africa
Latvia	251925	+919	4130	+17	235841	+2722	11954	178	135675	2224	5314360	2862062	1856829	Europe
Qatar	242979	+155	611	N/A	240399	+121	1969	17	86537	218	2977273	1060356	2807805	Asia
Estonia	221160	+646	1789	+8	200165	+2073	19206	36	166562	1347	2319477	1746869	1327791	Europe
North Macedonia	214676	+463	7528	+17	198755	+336	8393	N/A	103048	3614	1465204	703325	2083254	Europe
Nigeria	213982	+58	2975	N/A	207184	+70	3823	11	1003	14	3479682	16313	213313133	Africa
Zambia	210138	+20	3667	N/A	206371	+13	100	10	10998	192	2711872	141934	19106551	Africa
Algeria	209980	+163	6052	+6	144029	+127	59899	21	4670	135	230861	5134	44963743	Africa
Australia	206748	+1477	1990	+5	190566	+772	14192	72	7978	77	47498541	1832792	25915946	Australia/Oceania
Albania	199137	+405	3085	+8	188593	+548	7459	23	69304	1074	1388238	483139	2873374	Europe
Botswana	194909	N/A	2416	N/A	191961	N/A	532	1	80596	999	1859485	768912	2418332	Africa
Uzbekistan	192599	+218	1395	+3	189259	+213	1945	23	5640	41	1377915	40348	34151101	Asia
Kyrgyzstan	183207	+67	2740	+3	177960	+91	2507	131	27445	410	1825564	273473	6675479	Asia
Finland	182284	N/A	1309	N/A	46000	N/A	134975	44	32827	236	7866903	1416737	5552834	Europe
Afghanistan	157190	+19	7308	+1	140451	+9	9431	1124	3914	182	789492	19659	40159632	Asia
Montenegro	156608	+340	2283	+2	151467	+412	2858	60	249305	3634	901219	1434655	628178	Europe
Mozambique	151515	N/A	1940	N/A	149471	N/A	104	8	4664	60	973694	29974	32484425	Africa
Zimbabwe	133951	+115	4705	+1	128646	+19	600	12	8832	310	1584535	104472	15167085	Africa
Cyprus	131462	N/A	591	N/A	124370	N/A	6501	37	107780	485	9477138	7769904	1219724	Asia
Ghana	130920	N/A	1209	N/A	129042	N/A	669	5	4093	38	1933408	60449	31984067	Africa
Namibia	129160	+9	3573	+1	125472	+7	115	2	49571	1371	785454	301452	2605566	Africa
Uganda	127423	+48	3252	+1	97429	+12	26742	127	2668	68	1943368	40684	47767518	Africa
Cambodia	120064	+26	2927	+5	116446	+29	691	N/A	7044	172	2696502	158206	17044266	Asia
El Salvador	119691	+114	3769	+2	101092	N/A	14830	316	18323	577	1408214	215579	6532256	North America
Cameroon	106794	N/A	1791	N/A	102716	N/A	2287	152	3887	65	1751774	63762	27473627	Africa
Rwanda	100325	+14	1342	+1	45521	N/A	53462	1	7485	100	3439172	256597	13403014	Africa
China	98608	+25	4636	N/A	93163	+76	809	7	69	3	160000000	111163	1439323776	Asia
Maldives	91350	+76	248	N/A	89295	+105	1807	23	164915	448	1739647	3140594	553923	Asia
Jamaica	91122	+96	2385	+9	62347	+90	26390	11	30584	801	669590	224743	2979354	North America
Luxembourg	88108	N/A	866	N/A	83258	N/A	3984	10	137606	1353	3675228	5739925	640292	Europe
Senegal	73981	+6	1885	N/A	72084	+2	12	2	4261	109	870765	50150	17363327	Africa
Laos	70323	+1491	154	+7	7339	N/A	62830	N/A	9472	21	769861	103699	7423978	Asia
Trinidad and Tobago	69680	+672	2090	+29	57248	+306	10342	22	49564	1487	442819	314980	1405866	North America
Angola	65139	+9	1733	N/A	63192	+9	214	3	1899	51	1179270	34380	34300597	Africa
Malawi	61889	+3	2304	N/A	58763	N/A	822	67	3122	116	440184	22205	19823915	Africa
Ivory Coast	61704	+18	704	N/A	60684	+20	316	N/A	2261	26	1131105	41439	27295402	Africa
Réunion	59048	N/A	381	N/A	56040	N/A	2627	18	65297	421	1347378	1489966	904301	Africa
DRC	58115	N/A	1104	N/A	50930	N/A	6081	N/A	622	12	306299	3280	93381747	Africa
Guadeloupe	55147	N/A	746	N/A	2250	N/A	52151	23	137792	1864	551264	1377402	400220	North America
Fiji	52494	N/A	696	N/A	50991	N/A	807	N/A	57967	769	459815	507755	905584	Australia/Oceania
Suriname	50710	+54	1162	+4	29566	+3	19982	10	85367	1956	158264	266426	594025	South America
Syria	47863	+99	2733	+4	28886	+92	16244	N/A	2645	151	103566	5723	18097600	Asia
Eswatini	46528	+4	1248	N/A	45238	N/A	42	10	39529	1060	386939	328734	1177058	Africa
French Guiana	45864	N/A	326	N/A	11254	N/A	34284	11	148163	1053	447549	1445805	309550	South America
French Polynesia	45609	N/A	636	N/A	N/A	N/A	N/A	7	161053	2246	N/A	N/A	283193	Australia/Oceania
Martinique	44318	N/A	700	N/A	104	N/A	43514	1	118227	1867	416247	1110421	374855	North America
Madagascar	44072	N/A	967	N/A	41322	N/A	1783	3	1536	34	249510	8697	28690413	Africa
Sudan	42056	N/A	3114	N/A	32905	N/A	6037	N/A	929	69	238579	5268	45286992	Africa
Malta	39162	+95	468	N/A	37250	+47	1444	1	88362	1056	1211456	2733442	443198	Europe
Mauritania	39115	+80	831	+2	37326	+64	958	14	8113	172	498873	103474	4821224	Africa
Cabo Verde	38358	+5	349	N/A	37937	+6	72	23	67953	618	211166	374089	564480	Africa
Guyana	37707	+44	986	+1	35241	+19	1480	16	47616	1245	388530	490634	791893	South America
Gabon	37298	+75	279	+3	32019	+383	5000	8	16220	121	1396270	607210	2299483	Africa
Papua New Guinea	34946	+40	542	N/A	33501	N/A	903	7	3805	59	247028	26894	9185155	Australia/Oceania
Guinea	30763	+6	387	N/A	29725	+5	651	46	2257	28	569542	41777	13632802	Africa
Belize	30165	N/A	570	N/A	28421	N/A	1174	10	73975	1398	345261	846703	407771	North America
Tanzania	26261	N/A	730	N/A	N/A	N/A	N/A	7	423	12	N/A	N/A	62122018	Africa
Togo	26241	+5	243	N/A	25900	+5	98	N/A	3069	28	576999	67476	8551196	Africa
Haiti	25027	N/A	723	N/A	20973	N/A	3331	N/A	2158	62	132422	11418	11597988	North America
Barbados	24923	+154	223	N/A	20797	+628	3903	N/A	86577	775	433518	1505951	287870	North America
Benin	24850	N/A	161	N/A	24546	N/A	143	5	1977	13	604310	48080	12568962	Africa
Seychelles	23197	N/A	125	N/A	22590	N/A	482	N/A	233831	1260	N/A	N/A	99204	Africa
Somalia	23016	N/A	1327	N/A	12046	N/A	9643	N/A	1394	80	262138	15872	16515547	Africa
Bahamas	22734	+14	671	N/A	21604	+8	459	4	57045	1684	167558	420441	398529	North America
