Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	50294999	+122415	812580	+1947	39744837	+67667	9737582	14377	150680	2434	766621485	2296742	333786570	North America
India	34656822	+8439	473952	+195	34079612	+10004	103258	8944	24764	339	649447014	464070	1399457705	Asia
Brazil	22157726	+10250	616067	+278	21386271	+15883	155388	8318	103191	2869	63776166	297011	214726349	South America
UK	10559616	+45449	145826	+180	9300698	+41519	1113092	901	154386	2132	370541215	5417467	68397507	Europe
Russia	9864845	+31096	283644	+1182	8565091	+34615	1016110	2300	67556	1942	228800000	1566863	146024245	Europe
Turkey	8943837	+22687	78215	+198	8486689	+24366	378933	1128	104435	913	110159341	1286305	85640173	Asia
France	7987591	+59019	119899	+172	7211231	+20102	656461	2351	121984	1831	170480237	2603518	65480724	Europe
Germany	6270761	+51592	104361	+448	5170400	+50300	996000	4636	74503	1240	85782441	1019178	84168260	Europe
Iran	6141335	+3514	130356	+79	5936975	+6473	74004	3213	71800	1524	39415479	460817	85533945	Asia
Argentina	5346242	+3089	116703	+23	5205534	+1725	24005	687	116755	2549	26501999	578767	45790446	South America
Spain	5246766	+10952	88237	+18	4937402	+3075	221127	814	112156	1886	66213858	1415408	46780761	Europe
Italy	5134305	+15743	134386	+88	4759038	+10584	240881	776	85098	2227	123331813	2044143	60334252	Europe
Colombia	5084466	+1704	128874	+53	4925444	+2011	30148	342	98421	2495	28431055	550345	51660442	South America
Indonesia	4258076	+261	143893	+17	4108717	+420	5466	N/A	15335	518	56549237	203656	277670368	Asia
Mexico	3902015	+752	295312	+110	3260084	+2408	346619	4798	29815	2256	11954353	91342	130874890	North America
Poland	3704047	+19373	86204	+503	3184676	+16922	433167	2036	98024	2281	25095931	664140	37787133	Europe
Ukraine	3510610	+8655	88986	+467	3082619	+22878	339005	177	80970	2052	16119721	371793	43356666	Europe
South Africa	3051222	+13147	90002	+27	2864648	+3276	96572	546	50533	1491	19838883	328564	60380554	Africa
Philippines	2835223	+234	49590	+91	2772463	+606	13170	899	25389	444	24390103	218409	111671566	Asia
Netherlands	2790830	+17911	19770	+68	2181308	+11315	589752	620	162359	1150	19205114	1117274	17189264	Europe
Malaysia	2667999	+4965	30718	+66	2576870	+4817	60411	437	80946	932	38569695	1170183	32960404	Asia
Czechia	2262782	+15544	33986	+116	1971793	+683	257003	1009	210737	3165	44927649	4184188	10737484	Europe
Peru	2246633	+1487	201450	+29	N/A	N/A	N/A	997	66804	5990	20623407	613242	33630136	South America
Thailand	2148766	+3525	20995	+31	2061374	+6109	66397	1369	30674	300	14913135	212889	70051246	Asia
Iraq	2085586	+625	23919	+16	2051912	+952	9755	85	50237	576	16469999	396725	41514865	Asia
Belgium	1868906	+13844	27319	+43	1387296	+8688	454291	809	160256	2343	25383627	2176615	11661974	Europe
Canada	1815215	+2971	29827	+27	1756185	+3069	29203	497	47498	780	49518440	1295729	38216668	North America
Romania	1788260	+1421	57274	+101	1705896	+2612	25090	834	93855	3006	16234994	852074	19053500	Europe
Chile	1775212	+1164	38535	+4	1670658	+2537	66019	698	91735	1991	26051962	1346250	19351503	South America
Japan	1728015	+73	18365	+1	1708819	+108	831	28	13723	146	28204907	223989	125920841	Asia
Bangladesh	1578011	+291	28010	+5	1542908	+308	7093	1539	9447	168	11020857	65977	167041879	Asia
Israel	1347474	+804	8210	+1	1333483	+486	5781	106	144486	880	35400109	3795851	9326000	Asia
Vietnam	1337523	+13840	26700	+217	1011656	+1249	299167	7019	13566	271	70146808	711468	98594416	Asia
Pakistan	1287393	+232	28784	+7	1246783	+319	11826	813	5670	127	22295147	98201	227035878	Asia
Serbia	1267112	+1884	11995	+40	1216373	+3048	38744	180	145865	1381	6911480	795624	8686864	Europe
Sweden	1222892	+3337	15151	+1	1163524	+866	44217	50	120014	1487	13934770	1367550	10189584	Europe
Austria	1207336	+4233	12921	+77	1098287	+11154	96128	670	132965	1423	113295295	12477312	9080104	Europe
Portugal	1172420	+3417	18572	+21	1093264	+4969	60584	133	115463	1829	21858506	2152690	10154044	Europe
Hungary	1161879	+4311	35835	+224	938836	+6632	187208	618	120713	3723	8679620	901765	9625151	Europe
Switzerland	1080090	+11762	11704	+14	878170	+1909	190216	234	123504	1338	12815047	1465349	8745390	Europe
Jordan	988159	+6392	11817	+30	911905	+4519	64437	1190	95489	1142	12511426	1209025	10348364	Asia
Greece	978402	+7009	18815	+99	889506	+6440	70081	697	94532	1818	38884429	3756954	10349987	Europe
Kazakhstan	976327	+545	12791	+6	943241	+1165	20295	528	51120	670	11575012	606064	19098667	Asia
Cuba	963269	+75	8311	+1	954427	+133	531	18	85119	734	11232726	992580	11316696	North America
Morocco	950801	+158	14788	N/A	933416	+367	2597	347	25329	394	10516973	280171	37537720	Africa
Georgia	871580	+4509	12466	+59	813872	+4042	45242	N/A	219090	3134	11879804	2986242	3978179	Asia
Nepal	823102	+272	11545	+2	805205	+304	6352	114	27540	386	4679180	156559	29887560	Asia
UAE	742438	+62	2149	N/A	737481	+81	2808	N/A	73789	214	103192728	10255992	10061701	Asia
Slovakia	739544	+7049	15004	+104	606523	+6665	118017	629	135362	2746	4757235	870741	5463436	Europe
Tunisia	718696	+198	25407	+4	691923	+126	1366	53	59912	2118	3207178	267356	11995922	Africa
Bulgaria	707885	+2299	29163	+103	579059	+2016	99663	627	102990	4243	6767295	984567	6873369	Europe
Lebanon	681332	+1707	8795	+10	637834	+2840	34703	186	100468	1297	4795578	707148	6781580	Asia
Belarus	666137	+1012	5193	+17	655001	+1001	5943	N/A	70529	550	10545014	1116481	9444863	Europe
Croatia	635027	+3262	11329	+60	598591	+3662	25107	319	156067	2784	3522521	865711	4068932	Europe
Guatemala	620435	+544	15999	+7	603346	+526	1090	5	33737	870	3158756	171762	18390308	North America
Ireland	602726	+5565	5707	N/A	465420	+3441	131599	117	120140	1138	9178076	1829446	5016860	Europe
Azerbaijan	598503	+1530	8004	+21	567385	+1864	23114	N/A	58276	779	5621021	547313	10270220	Asia
Sri Lanka	569171	+748	14505	+21	543111	+423	11555	N/A	26421	673	5695096	264371	21542039	Asia
Costa Rica	567706	+92	7324	+6	556781	+1132	3601	73	110003	1419	2715029	526085	5160819	North America
Saudi Arabia	549997	+42	8847	+2	539141	+59	2009	33	15453	249	31787409	893136	35590792	Asia
Bolivia	544666	+1276	19247	+25	498782	+895	26637	220	45765	1617	2593083	217883	11901239	South America
Ecuador	530126	+670	33494	+6	443880	N/A	52752	759	29407	1858	2053558	113916	18026974	South America
Myanmar	525009	+371	19146	N/A	500701	N/A	5162	N/A	9557	349	5698201	103730	54932925	Asia
Denmark	522581	+6324	2965	+9	455045	+4189	64571	66	89768	509	96468781	16571229	5821462	Europe
Lithuania	482555	+1934	6891	+19	447934	+3146	27730	128	180884	2583	6263951	2348021	2667758	Europe
S. Korea	482310	+4952	3957	+64	411358	+2317	66995	744	9396	77	15804065	307876	51332490	Asia
