Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81834572	+21255	1008376	+242	65525962	+142971	15300234	1889	244716	3015	984989983	2945492	334405890	North America
India	43028131	+1096	521374	+81	42493773	+1447	12984	8944	30651	371	790298979	562975	1403791421	Asia
Brazil	29995638	+20473	660192	+127	28758676	+18989	576770	8318	139379	3068	63776166	296346	215208623	South America
France	25895586	+132114	142475	+68	23371737	+60288	2381374	1486	395191	2174	254106036	3877897	65526762	Europe
Germany	21588614	+128639	130529	+187	16886200	+132200	4571885	2494	256233	1549	104701826	1242697	84253677	Europe
UK	21297966	+45504	165640	+70	19138117	+62414	1994209	356	310868	2418	505708151	7381386	68511272	Europe
Russia	17880038	+17949	369404	+340	16929332	+44547	581302	2300	122429	2529	273400000	1872036	146044181	Europe
Turkey	14885710	+11783	98119	+41	14560209	+13421	227382	975	173230	1142	154284699	1795467	85930122	Asia
Italy	14792227	+72224	159666	+129	13353529	+65159	1279032	493	245286	2648	201899959	3347928	60305943	Europe
S. Korea	13639915	+264097	16929	+339	N/A	N/A	N/A	1165	265644	330	15804065	307792	51346549	Asia
Spain	11551574	N/A	102541	N/A	10918903	N/A	530130	420	246900	2192	471036328	10067776	46786531	Europe
Vietnam	9767598	+65966	42563	+37	7713354	+106878	2011681	2276	98788	430	84490344	854525	98874102	Asia
Argentina	9040640	+802	128059	+7	8866417	+2643	46164	487	196866	2789	35444919	771835	45922893	South America
Netherlands	7897928	+16918	22006	+12	6482892	+58273	1393030	135	459146	1279	21107399	1227078	17201349	Europe
Iran	7166371	+1887	140277	+37	6882030	+4196	144064	1697	83449	1633	49358909	574759	85877604	Asia
Japan	6606464	+53544	28200	+103	6122400	+39344	455864	518	52517	224	43606340	346639	125797616	Asia
Colombia	6085618	+348	139650	+14	5918689	+358	27279	342	117407	2694	33952707	655031	51833712	South America
Indonesia	6018048	+2300	155241	+77	5764636	+4798	98171	2771	21601	557	92243765	331104	278594406	Asia
Poland	5969064	+2096	115343	+96	5332177	+2938	521544	268	158021	3054	35721287	945660	37773933	Europe
Mexico	5662073	+2538	323127	+111	4959965	+2156	378981	4798	43121	2461	15582502	118672	131307654	North America
Ukraine	4971796	+2915	108007	+27	N/A	N/A	N/A	177	114893	2496	19521252	451117	43273117	Europe
Australia	4633278	+54667	6367	+26	4126817	+50389	500094	95	178076	245	66770212	2566252	26018575	Australia/Oceania
Malaysia	4234087	+14692	35069	+56	3997786	+20383	201232	261	127945	1060	56587537	1709957	33092964	Asia
Israel	3934483	+7664	10515	+19	3835804	+53709	88164	271	421883	1127	41373364	4436346	9326000	Asia
Austria	3873448	+19043	15957	+52	3537192	+39235	320299	225	425817	1754	176630000	19417358	9096500	Europe
Belgium	3851048	N/A	30826	N/A	3533015	N/A	287207	164	329768	2640	32872543	2814897	11678061	Europe
Czechia	3828041	+5971	39709	+7	3725398	+8798	62934	89	356302	3696	54739639	5094990	10743816	Europe
South Africa	3722065	+1420	100046	+4	3609277	+1205	12742	546	61400	1650	23893013	394147	60619575	Africa
Thailand	3684755	+28029	25321	+96	3403642	+23352	255792	1496	52559	361	17270775	246349	70107078	Asia
Philippines	3678939	+344	59324	+26	3582529	+1549	37086	289	32807	529	28986738	258492	112137854	Asia
Portugal	3604114	N/A	21693	N/A	N/A	N/A	N/A	61	355275	2138	40088192	3951685	10144581	Europe
Peru	3548088	+482	212299	+43	N/A	N/A	N/A	421	105044	6285	28860933	854455	33777000	South America
Canada	3496149	+3233	37680	+9	3294102	+1913	164367	386	91230	983	59464465	1551692	38322338	North America
Switzerland	3490876	N/A	13715	N/A	2850404	+24777	626757	136	398248	1565	20324729	2318694	8765593	Europe
Chile	3482175	+5261	56689	+52	3067665	+24838	357821	546	179457	2922	35648568	1837186	19403899	South America
Greece	3067354	+15823	27623	+52	2784611	+23467	255120	357	296828	2673	74675362	7226327	10333792	Europe
Denmark	2917473	+2694	5745	+22	2850459	+5987	61269	22	500599	986	126829775	21762271	5827966	Europe
Romania	2858665	+2174	65079	+24	2606660	N/A	186926	384	150356	3423	22149014	1164959	19012700	Europe
Sweden	2487852	N/A	18331	N/A	2435419	+2444	34102	25	243676	1795	18417910	1803966	10209679	Europe
Iraq	2320126	+218	25170	+3	2283537	+570	11419	44	55500	602	18350589	438966	41804097	Asia
Serbia	1979729	+1501	15818	+9	1929333	+2405	34578	32	228193	1823	9214166	1062070	8675666	Europe
Bangladesh	1951714	+56	29122	N/A	1882914	+717	39678	1283	11647	174	13837787	82581	167565981	Asia
Hungary	1854198	N/A	45510	N/A	1709370	N/A	99318	56	192797	4732	11127382	1157012	9617343	Europe
Slovakia	1722229	+5591	19392	+24	1608468	+9370	94369	179	315180	3549	6900741	1262882	5464279	Europe
Jordan	1689314	N/A	14003	N/A	1668852	N/A	6459	276	162736	1349	16575546	1596763	10380718	Asia
Georgia	1649005	+352	16751	+3	1627366	+1070	4888	N/A	414767	4213	16431552	4132953	3975741	Asia
Pakistan	1525181	+208	30360	+1	1485996	+72	8825	374	6677	133	27531061	120534	228409259	Asia
Ireland	1468897	+3747	6786	N/A	1300276	N/A	161835	59	291767	1348	11833422	2350474	5034484	Europe
Norway	1408257	+835	2518	N/A	N/A	N/A	N/A	20	256253	458	11002430	2002056	5495565	Europe
Kazakhstan	1305170	+19	13660	+1	1289882	+72	1628	528	68082	713	11575012	603795	19170447	Asia
Hong Kong	1167713	+4475	8061	+116	N/A	N/A	N/A	115	153573	1060	44972952	5914676	7603621	Asia
Morocco	1163472	+113	16060	N/A	1146666	+55	746	293	30880	426	11237010	298242	37677537	Africa
Bulgaria	1140453	+497	36565	+11	926273	+473	177615	205	166326	5333	9623228	1403469	6856744	Europe
Singapore	1106001	+4563	1272	+2	1031320	+5742	73409	22	186478	214	23548306	3970369	5931012	Asia
Croatia	1101921	+1303	15592	+8	1076626	+1568	9703	40	271350	3840	4687818	1154384	4060882	Europe
Lebanon	1092807	+298	10312	+5	1064061	+1830	18434	186	161375	1523	4795578	708163	6771856	Asia
Cuba	1091852	+789	8512	+2	1079725	+850	3615	23	96500	752	12920253	1141921	11314494	North America
Tunisia	1035884	N/A	28323	N/A	N/A	N/A	N/A	42	86070	2353	4521880	375714	12035429	Africa
Lithuania	1029474	+2012	8899	+9	964113	+4306	56462	56	387646	3351	8084507	3044200	2655708	Europe
Nepal	978452	+10	11951	N/A	965559	+90	942	100	32555	398	5550989	184693	30055301	Asia
Slovenia	972954	+2413	6498	+5	929072	+3235	37384	39	467893	3125	2617966	1258977	2079439	Europe
Belarus	964677	+921	6836	+7	928536	N/A	29305	N/A	102148	724	12880424	1363892	9443873	Europe
Bolivia	902316	+181	21895	N/A	840120	+1560	40301	220	75494	1832	2682016	224396	11952149	South America
UAE	891872	+284	2302	N/A	869315	+823	20255	N/A	88305	228	148721873	14725094	10099893	Asia
Finland	889626	N/A	3178	N/A	46000	N/A	840448	32	160125	572	10437451	1878654	5555812	Europe
Uruguay	889132	+493	7162	+1	876369	+1034	5601	38	254413	2049	6018261	1722043	3494838	South America
Ecuador	862139	+386	35449	+5	N/A	N/A	N/A	759	47599	1957	2470170	136378	18112666	South America
Costa Rica	839368	N/A	8308	N/A	815710	N/A	15350	57	162176	1605	4053111	783108	5175674	North America
Guatemala	830745	+864	17325	+7	804950	+1329	8470	5	44914	937	4252266	229897	18496400	North America
Latvia	802001	+1314	5639	+7	763639	+8034	32723	24	433598	3049	7067416	3820966	1849641	Europe
Azerbaijan	792019	+40	9697	+3	781974	+36	348	N/A	76899	942	6710309	651524	10299405	Asia
Panama	765054	+223	8170	N/A	754470	+332	2414	10	172549	1843	5714675	1288882	4433824	North America
Saudi Arabia	750998	+88	9047	+1	734820	+273	7131	103	20999	253	41568977	1162306	35764228	Asia
New Zealand	684374	+11662	330	+16	587127	+14215	96917	N/A	136817	66	6925857	1384590	5002100	Australia/Oceania
Sri Lanka	661885	+104	16480	+1	637276	+20	8129	N/A	30684	764	6368159	295223	21570673	Asia
Paraguay	648353	N/A	18731	N/A	624673	N/A	4949	8	88985	2571	2601300	357021	7286131	South America
Kuwait	629525	+547	2554	N/A	625298	+760	1673	10	143685	583	7922315	1808219	4381281	Asia
Myanmar	611809	+135	19432	+1	589842	+530	2535	N/A	11114	353	7682117	139550	55049335	Asia
Palestine	581075	N/A	5351	N/A	574674	N/A	1050	17	109447	1008	3078533	579848	5309208	Asia
Dominican Republic	578130	N/A	4375	N/A	573590	N/A	165	20	52373	396	3228620	292484	11038630	North America
Estonia	558253	+939	2466	+3	484569	+1941	71218	9	420340	1857	3249892	2447025	1328099	Europe
Bahrain	555560	+557	1471	N/A	547812	+773	6277	4	307763	815	9616218	5327078	1805158	Asia
Venezuela	520708	+81	5685	+1	513432	+98	1591	230	18403	201	3359014	118715	28294676	South America
Moldova	514014	+257	11445	+10	499816	+329	2753	58	127943	2849	3161148	786840	4017525	Europe
Egypt	509177	N/A	24473	N/A	438458	+3955	46246	122	4816	231	3693367	34936	105717125	Africa
Libya	501738	N/A	6419	N/A	490052	N/A	5267	101	71319	912	2473358	351575	7035087	Africa
Ethiopia	469806	+22	7504	+4	445576	+1097	16726	16	3917	63	4669508	38928	119952951	Africa
Mongolia	468545	+83	2177	N/A	313256	N/A	153112	192	139000	646	4030048	1195567	3370826	Asia
Cyprus	437111	+3894	945	+3	124370	N/A	311796	60	357476	773	9477138	7750555	1222769	Asia
Armenia	422563	+23	8616	N/A	410080	+38	3867	N/A	142136	2898	2979442	1002182	2972954	Asia
Honduras	421062	N/A	10880	N/A	131100	N/A	279082	105	41359	1069	1263329	124090	10180730	North America
Oman	388432	+24	4250	N/A	382939	N/A	1243	17	72820	797	25000000	4686764	5334171	Asia
Bosnia and Herzegovina	375554	N/A	15718	N/A	192218	N/A	167618	N/A	115732	4844	1737191	535337	3245041	Europe
Qatar	361667	+122	677	N/A	359841	+129	1149	1	128808	241	3411834	1215125	2807805	Asia
Réunion	336945	N/A	709	N/A	322519	N/A	13717	10	371693	782	1603660	1769039	906515	Africa
Kenya	323450	+14	5648	N/A	317671	+13	131	1	5792	101	3524639	63113	55846807	Africa
Zambia	317031	+90	3967	+1	312363	+114	701	N/A	16438	206	3362585	174355	19285895	Africa
North Macedonia	306474	+296	9226	N/A	295434	+197	1814	N/A	147115	4429	1960264	940976	2083224	Europe
Botswana	305526	N/A	2686	N/A	302476	N/A	364	1	125481	1103	2026898	832457	2434838	Africa
Albania	273823	+64	3492	N/A	269828	+41	503	13	95333	1216	1779844	619661	2872287	Europe
Algeria	265684	+5	6874	N/A	178300	+4	80510	6	5873	152	230861	5103	45238865	Africa
Nigeria	255468	N/A	3142	N/A	249612	N/A	2714	11	1188	15	4841764	22510	215091354	Africa
Zimbabwe	246481	+67	5446	+2	238581	+106	2454	12	16171	357	2194976	144007	15242193	Africa
