Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	82059067	+22339	1012230	+221	79854542	+41187	1192295	1667	245360	3027	990969690	2963046	334442943	North America
India	43035271	+1054	521695	+9	42502454	+1258	11122	698	30651	372	793429395	565100	1404050703	Asia
Brazil	30145192	+21229	661270	+88	29018271	+16901	465651	8318	140055	3072	63776166	296306	215237477	South America
France	26839721	+141690	143243	+87	23994004	+81144	2702474	1541	409582	2186	260504402	3975375	65529517	Europe
Germany	22634098	+100037	132311	+170	18323900	+155700	4177887	2494	268626	1570	122332384	1451865	84258788	Europe
UK	21596171	+30310	169875	+116	19531820	N/A	1894476	357	315189	2479	509604812	7437523	68518078	Europe
Russia	17983004	+13573	371457	+288	17183730	+40100	427817	2300	123133	2543	273400000	1872021	146045373	Europe
Italy	15238795	+64659	160658	+112	13839605	+76051	1238532	462	252699	2664	206047664	3416802	60304250	Europe
S. Korea	15169189	+185495	19092	+338	N/A	N/A	N/A	1099	295423	372	15804065	307787	51347390	Asia
Turkey	14953365	+6986	98377	+35	14643306	+8825	211682	975	173983	1145	155783790	1812547	85947470	Asia
Spain	11627487	N/A	103104	N/A	11033321	N/A	491062	371	248520	2204	471036328	10067702	46786876	Europe
Vietnam	10169929	+34140	42794	+26	8497532	+41857	1629603	1551	102840	433	84898827	858511	98890836	Asia
Argentina	9052083	+840	128197	+3	8882702	+2564	41184	429	197081	2791	35601432	775110	45930817	South America
Netherlands	7981743	+9888	22096	+16	6964548	+74504	995099	122	463999	1284	21107399	1227027	17202072	Europe
Iran	7188749	+1757	140577	+49	6913934	+3967	134238	1647	83689	1637	49358909	574621	85898165	Asia
Japan	6939525	+52104	28590	+62	6422199	+52860	488736	489	55167	227	44561970	354256	125790243	Asia
Colombia	6087737	+294	139713	+10	5920900	+304	27124	342	117424	2695	34113190	657996	51844079	South America
Indonesia	6031636	+1468	155597	+41	5801909	+3865	74130	2771	21646	558	93136656	334243	278649691	Asia
Poland	5977775	+1416	115635	+41	5333780	+87	528360	268	158255	3061	35844896	948952	37773143	Europe
Mexico	5719829	+4325	323595	+87	5018306	+4026	377928	4798	43552	2464	15659694	119236	131333546	North America
Australia	5019894	+49140	6550	+24	4527754	+51152	485590	103	192893	252	67568503	2596369	26024232	Australia/Oceania
Ukraine	4984466	+2217	108132	+14	N/A	N/A	N/A	177	115200	2499	19521252	451169	43268118	Europe
Malaysia	4317706	+10177	35280	+21	4128963	+15132	153463	195	130441	1066	57387773	1733723	33100895	Asia
Israel	3993522	+5688	10559	N/A	3932746	+9632	50217	256	428214	1132	41373364	4436346	9326000	Asia
Austria	3976750	+12504	16208	+40	3757730	+28669	202812	208	437126	1782	179195293	19697243	9097481	Europe
Belgium	3915732	N/A	30997	N/A	3578125	+7406	306610	176	335279	2654	33120016	2835855	11679024	Europe
Czechia	3860071	+4133	39877	+15	3771785	+7752	48409	91	359270	3711	54893226	5109106	10744195	Europe
Thailand	3858346	+25298	25978	+98	3580920	+22003	251448	1496	55032	371	17270775	246337	70110419	Asia
South Africa	3731247	+1181	100096	+12	3617708	+84	13443	546	61537	1651	24044412	396551	60633876	Africa
Philippines	3681097	+298	59730	+70	3591931	+1316	29436	289	32818	533	29132342	259726	112165751	Asia
Portugal	3676145	+8961	21890	+16	N/A	N/A	N/A	61	362395	2158	40433267	3985923	10144015	Europe
Canada	3564637	+3797	37988	+11	3330961	+2300	195688	367	93002	991	59839826	1561229	38328660	North America
Peru	3551245	+454	212471	+33	N/A	N/A	N/A	401	105111	6289	29171760	863433	33785787	South America
Switzerland	3512093	N/A	13752	N/A	2996614	N/A	501727	113	400613	1569	20400357	2327001	8766801	Europe
Chile	3508556	+3773	56997	+42	3193781	+19900	257778	443	180788	2937	36053418	1857750	19407033	South America
Greece	3164995	+12518	28076	+51	2929785	+27432	207134	361	306305	2717	76363746	7390405	10332823	Europe
Denmark	2935163	+2316	5885	+24	2887537	+4086	41741	18	503601	1010	126961822	21783471	5828356	Europe
Romania	2871937	+1451	65198	+19	2606660	N/A	200079	271	151073	3430	22313369	1173754	19010259	Europe
