Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	80991463	+29770	986853	+648	55018803	+242199	24985807	5705	242295	2952	959451381	2870304	334268263	North America
India	42971308	+3993	515241	+108	42406150	+8055	49917	8944	30632	367	773437172	551341	1402828373	Asia
Brazil	29069469	+20456	652418	+211	27179192	+120821	1237859	8318	135143	3033	63776166	296493	215101451	South America
France	23071822	+14496	139451	+176	21738280	+142221	1194091	2484	352153	2128	246629975	3764393	65516532	Europe
UK	19244922	+41881	162147	+47	18022989	+80850	1059786	264	281005	2368	486748419	7107270	68485991	Europe
Russia	17014818	+73162	356949	+668	14690595	+122619	1967274	2300	116508	2444	273400000	1872093	146039751	Europe
Germany	15951350	+122895	124716	N/A	12287900	+168700	3538734	2494	189368	1481	104701826	1242977	84234696	Europe
Turkey	14388231	+34343	95681	+132	13813131	+68815	479419	1011	167567	1114	146465952	1705756	85865689	Asia
Italy	13049336	+22645	156017	+130	11884397	+30513	1008922	610	216363	2587	189968677	3149754	60312234	Europe
Spain	11136425	+11999	100574	+47	10099142	+74321	936709	810	238033	2150	471036328	10068052	46785249	Europe
Argentina	8942888	+6286	126842	+74	8744742	+7536	71304	966	194862	2764	34536410	752534	45893460	South America
Iran	7096318	+6426	138116	+168	6739811	+9493	218391	3572	82706	1610	47808284	557198	85801235	Asia
Netherlands	6771643	+64441	21612	N/A	4948353	+49214	1801678	163	393731	1257	21107399	1227270	17198663	Europe
Colombia	6072656	+952	139120	+29	5901731	+1401	31805	342	117244	2686	33374605	644357	51795208	South America
Indonesia	5770105	+21380	150430	+258	5171402	+48800	448273	2771	20727	540	87548938	314484	278389064	Asia
Poland	5747346	+5609	112551	+6	5132682	+12049	502113	620	152139	2979	34117684	903137	37776866	Europe
Mexico	5564985	+1905	319859	+35	4848072	+5994	397054	4798	42412	2438	15232625	116092	131211484	North America
Japan	5393533	+55417	24935	+146	4712167	+59249	656431	1354	42865	198	39948387	317492	125824999	Asia
Ukraine	4875007	+3919	106679	+49	N/A	N/A	N/A	177	112608	2464	19521252	450924	43291683	Europe
S. Korea	4666977	+210713	9096	+139	969524	N/A	3688357	955	90897	177	15804065	307811	51343425	Asia
Vietnam	4614438	+148400	40891	+78	2718440	+36993	1855107	4104	46699	414	80329853	812957	98811950	Asia
South Africa	3685120	+801	99609	+66	3564491	+4274	21020	546	60844	1645	23245373	383799	60566459	Africa
Israel	3680639	+7529	10317	+35	3609010	N/A	61312	437	394664	1106	41373364	4436346	9326000	Asia
Philippines	3668268	+733	57066	+43	3562765	+1039	48437	289	32742	509	28362486	253159	112034234	Asia
Malaysia	3649463	+26856	33305	+77	3311854	+30726	304304	368	110377	1007	50942409	1540744	33063507	Asia
Czechia	3632172	+2574	38985	+34	3523543	+9523	69644	163	338115	3629	52856368	4920346	10742409	Europe
Belgium	3597937	+5713	30285	+11	3237397	+38027	330255	227	308188	2594	31867095	2729636	11674486	Europe
Peru	3528038	+489	211155	+47	N/A	N/A	N/A	779	104552	6257	27665850	819866	33744364	South America
Australia	3385982	+21804	5448	+32	3157417	+18743	223117	115	130242	210	64070299	2464473	25997564	Australia/Oceania
Portugal	3337806	+5606	21216	+17	2843809	+10956	472781	81	328955	2091	37805639	3725911	10146684	Europe
Canada	3331820	+6366	37039	+53	3183582	+10534	111199	552	86995	967	58446801	1526072	38298856	North America
Chile	3202562	+14114	43226	+149	2294428	+38646	864908	1051	165146	2229	33587775	1732020	19392255	South America
Thailand	3047857	+21162	23303	+65	2794098	+23159	230456	687	43482	332	17270775	246392	70094671	Asia
Switzerland	2944269	+14305	13335	+6	2384339	+55977	546595	139	336061	1522	18999657	2168638	8761103	Europe
Austria	2893913	+26153	15026	+18	2589460	+29284	289427	195	318262	1653	162837175	17908252	9092857	Europe
Romania	2771449	+3188	63997	+31	2594194	+11208	113258	750	145699	3364	21341417	1121947	19021767	Europe
Denmark	2739270	+11641	4905	+37	2479624	+27368	254741	37	470138	842	125943143	21615496	5826521	Europe
Greece	2517111	+8639	26246	+52	2327383	+16911	163482	370	243496	2539	67480882	6527845	10337391	Europe
Sweden	2460820	+1425	17655	+10	2297205	+25716	145960	59	241134	1730	18174812	1780934	10205214	Europe
Iraq	2308928	+737	25068	+18	2257508	+1806	26352	88	55317	601	18070156	432924	41739823	Asia
Bangladesh	1947702	+436	29089	+4	1846884	+3546	71729	1316	11632	174	13546950	80902	167449514	Asia
Serbia	1927849	+2231	15463	+26	1852399	+6391	59987	83	222150	1782	8847698	1019537	8678154	Europe
Hungary	1805898	+5852	44436	+150	1632325	+13751	129137	117	187741	4620	10878929	1130974	9619078	Europe
Jordan	1652327	+2350	13877	+5	1568677	+3708	69773	694	159283	1338	16319298	1573168	10373528	Asia
Georgia	1626282	+910	16398	+32	1562614	+8081	47270	N/A	408996	4124	16001160	4024150	3976283	Asia
Pakistan	1515014	+756	30272	+7	1455162	+780	29580	826	6642	133	26683737	116981	228104063	Asia
Slovakia	1512913	+3419	18704	+17	1342352	+6667	151857	214	276883	3423	6501004	1189768	5464092	Europe
Ireland	1322591	+2383	6570	+39	1205643	+12957	110378	47	262911	1306	11453467	2276775	5030567	Europe
Norway	1315692	+7350	1742	+11	88952	N/A	1224998	23	239541	317	9852076	1793714	5492557	Europe
Kazakhstan	1303848	+141	13635	+6	1277112	+535	13101	528	68070	712	11575012	604297	19154496	Asia
Morocco	1161698	+52	16022	+5	1143763	+418	1913	293	30858	426	11237010	298488	37646466	Africa
Bulgaria	1103788	+2462	35923	+91	860142	+5894	207723	374	160892	5236	9291333	1354335	6860438	Europe
Lebanon	1079375	+1126	10161	+9	955466	+16880	113748	186	159340	1500	4795578	707937	6774017	Asia
Cuba	1073504	+548	8501	+1	1062430	+398	2573	23	94875	751	12920253	1141871	11314984	North America
Croatia	1063985	+157	15234	+20	1040551	+1509	8200	69	261893	3750	4548820	1119662	4062671	Europe
Tunisia	1005804	N/A	27943	N/A	972671	N/A	5190	157	83631	2323	4383962	364521	12026650	Africa
Nepal	977567	+66	11948	+1	959469	+376	6150	100	32566	398	5452220	181632	30018025	Asia
Lithuania	934321	+2239	8533	+16	845474	+1945	80314	82	351462	3210	7824859	2943462	2658386	Europe
Belarus	932207	+1205	6579	+13	924423	+1182	1205	N/A	98708	697	12559952	1329927	9444093	Europe
Slovenia	904492	+777	6369	+6	873995	+2035	24128	80	434973	3063	2579410	1240447	2079419	Europe
Bolivia	895098	+131	21463	+2	798486	+1318	75149	220	74961	1797	2669468	223558	11940836	South America
UAE	883270	+386	2302	+1	844302	+1203	36666	N/A	87527	228	140493546	13922098	10091406	Asia
Uruguay	855883	+1508	7051	+5	835405	+1681	13427	104	244959	2018	5766662	1650454	3493985	South America
Singapore	846341	+13520	1084	+6	794087	+18174	51170	47	142776	183	23230460	3918935	5927748	Asia
Ecuador	841963	+388	35309	N/A	N/A	N/A	N/A	759	46534	1951	2470170	136522	18093623	South America
Costa Rica	817538	+820	8121	+8	705529	+8775	103888	105	158059	1570	3801529	734968	5172373	North America
Guatemala	792961	+1017	17083	+10	741775	+4290	34103	5	42926	925	4005295	216821	18472824	North America
Azerbaijan	789481	+149	9531	+13	775706	+431	4244	N/A	76701	926	6603318	641540	10292920	Asia
Panama	757930	+362	8118	+4	746699	+553	3113	26	171129	1833	5556253	1254518	4428996	North America
Saudi Arabia	747715	+279	9009	+1	728189	+645	10517	410	20929	252	41081211	1149907	35725687	Asia
Latvia	704134	+2594	5360	+9	584650	+3814	114124	59	380384	2896	6820746	3684673	1851113	Europe
Finland	694142	+22369	2571	+184	46000	N/A	645571	51	124954	463	10032545	1805973	5555202	Europe
Sri Lanka	652367	+662	16339	+8	618262	+121	17766	N/A	30252	758	6282076	291318	21564310	Asia
Paraguay	644199	+320	18482	+11	615849	+808	9868	121	88490	2539	2545356	349641	7279909	South America
Kuwait	623769	+610	2546	+1	615509	+912	5714	26	142517	582	7737670	1767886	4376792	Asia
Myanmar	599619	+1173	19391	+2	549153	+1709	31075	N/A	10898	352	7274351	132205	55023466	Asia
Palestine	578648	+378	5288	+1	566172	+1134	7188	73	109163	998	3078533	580772	5300762	Asia
Dominican Republic	576003	+54	4371	N/A	570253	+107	1379	29	52217	396	3148849	285457	11030908	North America
Bahrain	528834	+1699	1459	+1	508794	+2749	18581	11	293645	810	9461498	5253668	1800932	Asia
Estonia	517102	+1394	2299	+9	407054	+2070	107749	21	389373	1731	3142845	2366536	1328036	Europe
Venezuela	516966	+149	5650	+1	507294	+932	4022	230	18267	200	3359014	118692	28300375	South America
Moldova	505644	+251	11293	+1	484643	+310	9708	47	125839	2810	3059425	761394	4018188	Europe
Libya	498453	+495	6308	+9	476719	+2192	15426	129	70919	897	2442198	347473	7028448	Africa
Hong Kong	496767	+25150	2287	+280	13232	N/A	481248	68	65370	301	36260319	4771530	7599306	Asia
Egypt	491892	+923	24222	+25	422223	+1008	45447	122	4659	229	3693367	34982	105579806	Africa
