Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81157273	+41567	993233	+1211	55757373	+157198	24406667	4604	242775	2971	963805880	2883148	334289437	North America
India	42987875	+3614	515833	+88	42431513	+5185	40529	8944	30640	368	776894810	553748	1402976534	Asia
Brazil	29305114	+55211	654612	+465	27556598	N/A	1093904	8318	136228	3043	63776166	296471	215117939	South America
France	23381279	+72399	140029	+149	22087946	+76531	1153304	1928	356867	2137	246629975	3764303	65518106	Europe
UK	19530485	+72828	162738	+114	18229317	+46835	1138430	253	285159	2376	489876300	7152536	68489880	Europe
Russia	17242043	+50743	359585	+674	15194927	+151210	1687531	2300	118063	2462	273400000	1872084	146040432	Europe
Germany	16881948	+245342	125911	+242	13153300	+189500	3602737	2494	200409	1495	104701826	1242934	84237616	Europe
Turkey	14513774	+25401	96217	+123	14065761	+52269	351796	975	169009	1120	147898704	1722244	85875602	Asia
Italy	13269303	+53971	156649	+156	12135331	+48481	977323	545	220014	2597	191812811	3180381	60311266	Europe
Spain	11223974	+19849	101135	+58	10294394	+40187	828445	689	239903	2162	471036328	10068010	46785446	Europe
Argentina	8967210	+5615	127051	+42	8762697	+4588	77462	759	195373	2768	34739380	756882	45897988	South America
Iran	7117544	+3953	138692	+120	6768271	+6379	210581	3069	82943	1616	48108485	560620	85812985	Asia
Netherlands	7055814	+69186	21688	+13	5414900	+86497	1619226	162	410244	1261	21107399	1227240	17199076	Europe
Colombia	6075656	+782	139255	+35	5906638	+1079	29763	342	117288	2688	33481801	646353	51801132	South America
Indonesia	5864010	+16110	151703	+290	5335846	+39212	376461	2771	21062	545	88766749	318822	278420656	Asia
S. Korea	5822626	+282976	9875	+229	N/A	N/A	N/A	1116	113404	192	15804065	307808	51343906	Asia
Poland	5799993	+11634	113307	+121	5169557	+8599	517129	523	153535	2999	34438732	911646	37776415	Europe
Vietnam	5775745	+179259	41228	+71	2983222	+74857	2751295	3990	58446	417	81001418	819674	98821512	Asia
Japan	5609096	+62825	25697	+211	4971301	+60018	612098	1252	44580	204	40655716	323124	125820786	Asia
Mexico	5591871	+8098	320607	+197	4880174	+16798	391090	4798	42612	2443	15308764	116659	131226279	North America
Ukraine	4894331	+5858	106985	+86	N/A	N/A	N/A	177	113062	2471	19521252	450954	43288827	Europe
Malaysia	3774786	+32800	33643	+76	3418443	+24444	322700	380	114152	1017	51833725	1567487	33068039	Asia
Israel	3707477	+3361	10359	+1	3652205	+10593	44913	388	397542	1111	41373364	4436346	9326000	Asia
South Africa	3691962	+1671	99709	+28	3572534	+776	19719	546	60949	1646	23365475	385730	60574631	Africa
Czechia	3670436	+8238	39122	+22	3554638	+13915	76676	129	341670	3642	53015282	4935040	10742625	Europe
Philippines	3669522	N/A	57317	N/A	3565090	N/A	47115	289	32749	512	28479926	254171	112050176	Asia
Belgium	3629671	+9409	30380	+26	3333536	+19016	265755	192	310892	2602	32069513	2746845	11675036	Europe
Australia	3535620	+34886	5549	+29	3268084	+17900	261987	101	135981	213	64450382	2478785	26000797	Australia/Oceania
Peru	3534687	+3612	211423	+59	N/A	N/A	N/A	683	104733	6264	27851471	825244	33749385	South America
Portugal	3380263	N/A	21285	N/A	2876177	N/A	482801	70	333150	2098	37805639	3726030	10146360	Europe
Canada	3357009	+6175	36855	+48	3207481	+6663	112673	552	87645	962	58655426	1531375	38302468	North America
Chile	3269062	+18326	43659	+132	2424006	+34553	801397	1000	168560	2251	33911987	1748577	19394046	South America
Thailand	3136649	+24792	23578	+63	2890076	+22065	222995	687	44748	336	17270775	246385	70096580	Asia
Austria	3071402	+49323	15163	+27	2697610	+26217	358629	176	337761	1667	165347447	18183203	9093417	Europe
Switzerland	3058800	+18374	13366	+2	2474544	+27064	570890	142	349107	1525	19259669	2198142	8761794	Europe
Denmark	2796420	+13036	5076	+27	2580989	+21471	210355	28	479928	871	126206869	21659934	5826743	Europe
Romania	2787625	+2974	64292	+49	2606660	N/A	116673	608	146560	3380	21498489	1130288	19020372	Europe
Greece	2604626	+21260	26473	+49	2378977	+8156	199176	361	251975	2561	68688765	6645047	10336837	Europe
Sweden	2466577	N/A	17765	N/A	2372096	+15776	76716	47	241681	1741	18297871	1792872	10205901	Europe
Iraq	2311926	+688	25094	+4	2263685	+1563	23147	90	55376	601	18127495	434195	41749711	Asia
Bangladesh	1949055	+257	29105	+5	1857648	+2399	62302	1264	11638	174	13614188	81295	167467432	Asia
Serbia	1937183	+2230	15552	+19	1872063	+4462	49568	75	223235	1792	8904881	1026171	8677772	Europe
Hungary	1814362	+2068	44653	+50	1650643	+4606	119066	109	188626	4642	10921558	1135437	9618811	Europe
Jordan	1654677	N/A	13882	N/A	1572386	N/A	68409	694	159493	1338	16319298	1573000	10374634	Asia
Georgia	1633443	+1543	16505	+20	1581376	+3198	35562	N/A	410805	4151	16053104	4037298	3976200	Asia
Slovakia	1556433	+9923	18847	+30	1402729	+12798	134857	206	284846	3449	6578659	1203974	5464120	Europe
Pakistan	1517512	+723	30298	+7	1469405	+956	17809	677	6651	133	26825303	117577	228151016	Asia
Norway	1346777	+5614	1753	N/A	88952	N/A	1256072	23	245180	319	9852076	1793563	5493020	Europe
Ireland	1341826	+9125	6611	+21	1223949	+5665	111266	37	266703	1314	11510702	2287878	5031170	Europe
Kazakhstan	1304220	+119	13642	+3	1279441	+1032	11137	528	68081	712	11575012	604220	19156950	Asia
Morocco	1161980	+55	16034	+1	1144938	+205	1008	293	30862	426	11237010	298450	37651246	Africa
Bulgaria	1111216	+1635	36069	+41	875759	+4453	199388	345	161988	5258	9354689	1363683	6859870	Europe
Lebanon	1083351	+932	10193	+8	982902	+8480	90256	186	159935	1505	4795578	707972	6773684	Asia
Cuba	1075616	+586	8503	+1	1064627	+483	2486	23	95062	751	12920253	1141879	11314908	North America
Croatia	1070855	+1538	15308	+14	1045532	+1764	10015	57	263602	3768	4573949	1125924	4062396	Europe
Tunisia	1028717	+364	28031	+13	981311	+2523	19375	109	85527	2330	4466743	371362	12028001	Africa
Nepal	977848	+62	11950	+1	960686	+189	5212	100	32569	398	5475202	182362	30023760	Asia
Lithuania	956648	+5302	8605	+4	871253	+9092	76790	74	359916	3237	7875623	2963017	2657974	Europe
Belarus	937583	+1899	6633	+15	928536	N/A	2414	N/A	99278	702	12601257	1334305	9444059	Europe
Singapore	917103	+15345	1129	+13	859317	+21481	56657	23	154700	190	23315251	3932906	5928250	Asia
Slovenia	914455	+2249	6398	+8	883016	+1922	25041	77	439764	3077	2586209	1243715	2079422	Europe
Bolivia	896744	+429	21472	+2	804502	+1181	70770	220	75088	1798	2682016	224576	11942576	South America
UAE	884736	+382	2302	N/A	847788	+1093	34646	N/A	87661	228	141879002	14057570	10092712	Asia
Uruguay	862153	+1490	7083	+8	844434	+2180	10636	83	246744	2027	5801596	1660390	3494117	South America
Ecuador	843760	N/A	35316	N/A	N/A	N/A	N/A	759	46625	1952	2470170	136499	18096553	South America
Costa Rica	822935	+1122	8160	+11	718278	+385	96497	98	159086	1577	3801529	734896	5172881	North America
Guatemala	802744	+2341	17139	+12	757609	+3836	27996	5	43447	928	4057394	219598	18476451	North America
Azerbaijan	790378	+225	9589	+14	778543	+583	2246	N/A	76781	932	6622919	643382	10293917	Asia
Panama	759224	+301	8131	+3	748028	+299	3065	26	171392	1836	5582962	1260337	4429739	North America
Saudi Arabia	748489	+178	9016	+2	730038	+377	9435	330	20948	252	41197847	1152980	35731616	Asia
Finland	734262	+21159	2653	+80	46000	N/A	685609	36	132173	478	10113235	1820467	5555296	Europe
Latvia	733084	+6216	5411	+14	628869	+10020	98804	45	396072	2923	6885924	3720339	1850886	Europe
Sri Lanka	655383	+467	16381	+7	618697	+81	20305	N/A	30391	760	6368159	295297	21565289	Asia
Hong Kong	646700	+29281	3444	+294	13232	N/A	630024	76	85092	453	36260319	4771113	7599970	Asia
Paraguay	645655	+272	18522	+5	618923	+721	8210	86	88678	2544	2554263	350819	7280866	South America
Kuwait	625202	+280	2549	N/A	618194	+560	4459	17	142822	582	7763313	1773465	4377483	Asia
Myanmar	604219	+956	19403	+2	555290	+1399	29526	N/A	10980	353	7354769	133656	55027446	Asia
Palestine	579548	+200	5306	+1	569179	+632	5063	71	109306	1001	3078533	580629	5302061	Asia
Dominican Republic	576367	+147	4374	+2	571656	+317	337	29	52245	396	3158390	286291	11032096	North America
Bahrain	535065	+1317	1462	N/A	518158	+1840	15445	9	296997	812	9490280	5267748	1801582	Asia
Estonia	527902	+2156	2337	+10	423051	+2014	102514	25	397503	1760	3166482	2384317	1328046	Europe
Venezuela	517999	+279	5656	+1	508885	+194	3458	230	18304	200	3359014	118695	28299498	South America
Moldova	507028	+347	11333	+14	488198	+1547	7497	91	126186	2820	3075370	765382	4018086	Europe
Libya	499767	+302	6336	+10	481778	+819	11653	123	71096	901	2451379	348729	7029470	Africa
Egypt	495373	+854	24277	+8	424831	+733	46265	122	4691	230	3693367	34975	105600932	Africa
Ethiopia	469153	+19	7484	N/A	421433	+22	40236	53	3917	62	4559980	38069	119781264	Africa
Mongolia	466642	+219	2177	N/A	313256	N/A	151209	192	138566	646	4030048	1196694	3367650	Asia
Armenia	421842	+128	8568	+5	407933	+350	5341	N/A	141909	2882	2930081	985689	2972622	Asia
Honduras	414714	N/A	10812	N/A	129792	N/A	274110	105	40773	1063	1263329	124206	10171253	North America
Oman	386185	+182	4250	N/A	377476	N/A	4459	29	72505	798	25000000	4693655	5326339	Asia
Bosnia and Herzegovina	373105	+143	15614	+4	192218	N/A	165273	N/A	114934	4810	1725264	531462	3246261	Europe
Qatar	358946	+125	674	+2	356884	+307	1388	N/A	127839	240	3391376	1207839	2807805	Asia
Cyprus	347876	+3020	895	+6	124370	N/A	222611	60	284621	732	9477138	7753897	1222242	Asia
New Zealand	328836	+21033	91	N/A	118883	+19895	209862	N/A	65740	18	6830787	1365584	5002100	Australia/Oceania
Kenya	323160	+20	5644	N/A	317467	+4	49	1	5794	101	3429326	61485	55775447	Africa
Zambia	314986	+136	3960	N/A	309336	+279	1690	3	16359	206	3305230	171657	19254827	Africa
Réunion	310181	N/A	680	N/A	298082	N/A	11419	41	342314	750	1498366	1653587	906131	Africa
North Macedonia	301016	+302	9123	+6	289847	+315	2046	N/A	144495	4379	1904444	914179	2083229	Europe
Albania	272552	+73	3485	+1	268093	+217	974	13	94884	1213	1758227	612095	2872476	Europe
Algeria	265391	+25	6861	N/A	178008	+31	80522	13	5873	152	230861	5109	45191206	Africa
Botswana	263950	N/A	2619	N/A	259434	N/A	1897	1	108533	1077	2026898	833436	2431979	Africa
Nigeria	254945	+51	3142	N/A	249335	+9	2468	11	1187	15	4519905	21044	214783316	Africa
Zimbabwe	242069	+521	5412	+4	231438	+426	5219	12	15895	355	2128873	139789	15229182	Africa
