Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	49934791	+56742	808608	+492	39498111	+34866	9628072	13725	149608	2423	760171483	2277526	333770690	North America
India	34633255	+8895	473326	+372	34053856	+8190	106073	8944	24750	338	646026786	461663	1399346585	Asia
Brazil	22138247	+8838	615606	+152	21359352	+1940	163289	8318	103106	2867	63776166	297028	214713983	South America
UK	10420397	+42612	145551	+127	9188131	+32065	1086715	895	152357	2128	366108215	5352883	68394590	Europe
Russia	9769011	+32974	280072	+1215	8471813	+35182	1017126	2300	66900	1918	227400000	1557281	146023734	Europe
Turkey	8881760	+20374	77645	+228	8412434	+19463	391681	1405	103719	907	109098818	1274032	85632738	Asia
France	7875012	+51624	119506	+49	7168188	+12369	587318	2058	120267	1825	167925512	2564549	65479543	Europe
Germany	6143856	+46379	103530	+222	5058100	+34800	982226	4636	72997	1230	85782441	1019205	84166070	Europe
Iran	6131356	+2157	130124	+58	5916199	+7298	85033	3278	71691	1521	39093355	457098	85525133	Asia
Argentina	5339382	+1690	116643	+4	5200141	+2042	22598	657	116613	2548	26387800	576316	45787050	South America
Spain	5202958	N/A	88159	N/A	4927391	N/A	187408	814	111220	1885	66213858	1415412	46780614	Europe
Italy	5094061	+16621	134152	+75	4736202	+8988	223707	732	84430	2223	121810009	2018895	60334978	Europe
Colombia	5078987	+2609	128733	+48	4918619	+2306	31635	342	98323	2492	28293690	547733	51656000	South America
Indonesia	4257489	+246	143863	+5	4105994	+314	7632	N/A	15334	518	55613822	200304	277646675	Asia
Mexico	3897452	+3088	294903	+188	3253066	+2588	349483	4798	29783	2254	11925712	91131	130863794	North America
Poland	3649032	+25581	85630	+502	3116875	+25616	446527	1978	96567	2266	24870097	658157	37787471	Europe
Ukraine	3490855	+13206	88002	+436	3041385	+22765	361468	177	80511	2030	16051772	370208	43358808	Europe
South Africa	3020569	+16366	89965	+21	2855474	+2576	75130	546	50031	1490	19715126	326548	60374425	Africa
Philippines	2834172	+395	49230	+243	2770489	+902	14453	899	25382	441	24390103	218433	111659609	Asia
Netherlands	2728876	+22613	19642	+56	2147210	+10152	562024	600	158758	1143	19205114	1117294	17188954	Europe
Malaysia	2654474	+4896	30574	+36	2561232	+4678	62668	490	80544	928	38278869	1161479	32957005	Asia
Peru	2242646	+1619	201360	+34	N/A	N/A	N/A	969	66693	5988	20511702	609989	33626370	South America
Czechia	2229754	+17666	33617	+88	1914096	+653	282041	1052	207664	3131	44205461	4116991	10737322	Europe
Thailand	2136537	+5896	20915	+37	2042666	+5666	72956	1369	30500	299	14913135	212893	70049814	Asia
Iraq	2083889	+374	23873	+6	2049194	+816	10822	105	50205	575	16417858	395540	41507449	Asia
Belgium	1827467	+17910	27167	+47	1358257	+6702	442043	821	156709	2330	25109681	2153200	11661562	Europe
Canada	1805070	+2711	29766	+9	1746170	+889	29134	497	47236	779	49099908	1284868	38213959	North America
Romania	1785120	+1490	57026	+111	1699083	+3800	29011	948	93685	2993	16147097	847414	19054546	Europe
Chile	1770620	+2036	38465	+26	1662877	+1853	69278	692	91504	1988	25879136	1337412	19350159	South America
Japan	1727701	+141	18364	+1	1708505	+160	832	28	13720	146	28101312	223161	125924001	Asia
Bangladesh	1577246	+176	27995	+6	1542048	+162	7203	1379	9443	168	10962474	65632	167028441	Asia
Israel	1345492	+409	8204	+1	1331744	+247	5544	111	144273	880	31188024	3344202	9326000	Asia
Vietnam	1294778	+13998	26061	+203	1007566	+1107	261151	6788	13133	264	69698432	706972	98587244	Asia
Pakistan	1286453	+431	28761	+8	1245344	+189	12348	858	5667	127	22165834	97647	227000663	Asia
Serbia	1262419	+1613	11876	+39	1206586	+3728	43957	164	145320	1367	6872899	791157	8687151	Europe
Sweden	1212145	N/A	15136	N/A	1161101	N/A	35908	43	118965	1486	13708481	1345411	10189069	Europe
Austria	1193286	+7304	12753	+60	1063484	+13433	117049	648	131424	1405	112234412	12361048	9079684	Europe
Portugal	1163001	+5649	18514	+22	1085654	+3233	58833	130	114533	1823	21748627	2141817	10154287	Europe
Hungary	1134869	N/A	35122	N/A	910745	N/A	189002	566	117904	3649	8559975	889316	9625351	Europe
Switzerland	1039730	N/A	11612	N/A	867860	N/A	160258	213	118896	1328	12597593	1440569	8744872	Europe
Kazakhstan	974455	+686	12754	+20	940688	+1122	21013	528	51027	668	11575012	606122	19096827	Asia
Jordan	971401	+2976	11715	+28	899555	+1827	60131	1159	93878	1132	12351487	1193665	10347534	Asia
Cuba	963002	+110	8307	+1	954030	+148	665	13	85095	734	11160862	986225	11316753	North America
Greece	962695	+5143	18516	+89	868028	+7433	76151	697	93010	1789	37943822	3665927	10350402	Europe
Morocco	950501	+127	14787	+3	932835	+98	2879	347	25324	394	10491463	279518	37534135	Africa
Georgia	861883	+3950	12298	+40	801864	+2014	47721	N/A	216649	3091	11768907	2958319	3978242	Asia
Nepal	822392	+220	11540	+5	804108	+392	6744	N/A	27520	386	4654685	155762	29883259	Asia
UAE	742278	+51	2148	N/A	737255	+69	2875	N/A	73780	214	102306097	10168862	10060722	Asia
Slovakia	722108	+9359	14771	+75	587717	+9081	119620	628	132172	2704	4704977	861179	5463415	Europe
Tunisia	718278	+219	25398	+8	691522	+112	1358	68	59882	2117	3194270	266302	11994909	Africa
Bulgaria	702454	+985	28805	+36	573112	+2871	100537	677	102193	4191	6688246	973006	6873795	Europe
Lebanon	677147	+1382	8765	+10	634994	N/A	33388	186	99847	1292	4795578	707122	6781829	Asia
Belarus	662056	+1852	5147	+17	650577	+2272	6332	N/A	70097	545	10501698	1111892	9444889	Europe
Croatia	628241	+4465	11150	+54	585743	+4712	31348	317	154392	2740	3501268	860445	4069138	Europe
Guatemala	619542	+502	15980	+8	602343	+519	1219	5	33693	869	3147862	171195	18387588	North America
Azerbaijan	594994	+1406	7947	+18	562786	+1787	24261	N/A	57938	774	5591270	544455	10269472	Asia
Ireland	589094	+5622	5707	N/A	454362	+3035	129025	114	117433	1138	8983297	1790783	5016408	Europe
Costa Rica	567383	N/A	7312	N/A	552158	N/A	7913	77	109949	1417	2715029	526124	5160438	North America
