Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	81260180	+30254	994119	+1231	56463858	+175639	23802203	3726	243068	2974	967505242	2894031	334310610	North America
India	42998938	+2876	516103	+98	42450055	+3884	32780	8944	30645	368	779754156	555727	1403124696	Asia
Brazil	29432274	+50078	655649	+323	27968811	+130018	807814	8318	136809	3048	63776166	296448	215134427	South America
France	23649615	+116618	140440	+146	22327945	+66648	1181230	1855	360954	2143	246629975	3764212	65519680	Europe
UK	19819810	+52698	163095	+200	18429633	+51258	1227082	253	289367	2381	492630733	7192344	68493770	Europe
Germany	17567738	+225387	126532	+287	13714200	+212800	3727006	2494	208543	1502	104701826	1242891	84240536	Europe
Russia	17412919	+36678	361902	+558	15704022	+118372	1346995	2300	119233	2478	273400000	1872076	146041114	Europe
Turkey	14600683	+24614	96735	+115	14213445	+30553	290503	975	170002	1126	149168647	1736831	85885515	Asia
Italy	13490898	+86867	157177	+180	12296018	+53349	1037703	502	223691	2606	193352508	3205962	60310299	Europe
Spain	11260040	+9015	101416	+71	10502784	+48933	655840	682	240673	2168	471036328	10067967	46785643	Europe
Argentina	8981155	+5076	127295	+38	8787789	+4214	66071	761	195657	2773	34877407	759815	45902517	South America
Netherlands	7266972	+52897	21725	+12	5712759	+60151	1532488	157	422511	1263	21107399	1227211	17199489	Europe
S. Korea	7228550	+362328	10888	+293	N/A	N/A	N/A	1196	140786	212	15804065	307805	51344386	Asia
Iran	7130129	+3223	139180	+117	6791854	+5921	199095	2531	83078	1622	48393373	563863	85824734	Asia
Vietnam	6639900	+177810	41545	+68	3383142	+111164	3215213	4269	67184	420	81738760	827055	98831073	Asia
Colombia	6077861	+573	139335	+20	5909782	+613	28744	342	117317	2689	33566181	647908	51807055	South America
Indonesia	5914532	+14408	152745	+308	5462344	+27615	299443	2771	21241	549	89512643	321465	278452247	Asia
Poland	5836667	+12690	113622	+178	5199156	+9060	523889	482	154507	3008	34681947	918096	37775963	Europe
Japan	5804459	+32063	26262	+108	5227335	+59558	550862	1170	46134	209	41189103	327374	125816574	Asia
Mexico	5607845	+1018	321115	+12	4900680	+3525	386050	4798	42729	2447	15355108	116999	131241075	North America
Ukraine	4912528	+6120	107269	+85	N/A	N/A	N/A	177	113490	2478	19521252	450983	43285970	Europe
Malaysia	3872135	+26534	33994	+95	3533994	+31234	304147	376	117080	1028	52598004	1590381	33072571	Asia
Israel	3732586	+7172	10399	+7	3681263	+6153	40924	306	400234	1115	41373364	4436346	9326000	Asia
Czechia	3696907	+10821	39240	+33	3588661	+8062	69006	116	344127	3653	53125897	4945237	10742842	Europe
South Africa	3696823	+1648	99727	+2	3578877	+1539	18219	546	61021	1646	23452959	387122	60582803	Africa
Philippines	3671293	N/A	57625	N/A	3567412	N/A	46256	289	32760	514	28545001	254716	112066117	Asia
Belgium	3658084	+3417	30445	+11	3402134	+26703	225505	185	313311	2608	32189080	2756956	11675586	Europe
Australia	3656931	+34047	5616	+25	3378144	+31915	273171	105	140629	216	64784755	2491335	26004029	Australia/Oceania
Peru	3537488	+646	211619	+40	N/A	N/A	N/A	658	104801	6269	28001696	829572	33754406	South America
Portugal	3380263	N/A	21285	N/A	2876177	N/A	482801	70	333161	2098	37805639	3726148	10146037	Europe
Canada	3373776	+4274	36993	+49	3222524	+4186	114259	510	88074	966	58805098	1535137	38306081	North America
Chile	3323324	+8716	44039	+34	2580632	+38122	698653	931	171342	2271	34210544	1763809	19395838	South America
Thailand	3226697	+19742	23851	+70	2981413	+24125	221433	687	46031	340	17270775	246379	70098489	Asia
Austria	3225272	+37125	15261	+40	2816416	+31420	393595	219	354660	1678	167268269	18393300	9093978	Europe
Switzerland	3173851	+38297	13438	+5	2555555	+13444	604858	143	362209	1534	19474998	2222543	8762485	Europe
Denmark	2826404	+9420	5232	+36	2646071	+17487	175101	26	485056	898	126352755	21684141	5826966	Europe
Romania	2798935	+4854	64500	+61	2606660	N/A	127775	542	147165	3391	21607053	1136079	19018977	Europe
Greece	2684916	+26620	26686	+51	2443577	+15710	214653	358	259756	2582	69719530	6745126	10336283	Europe
Sweden	2472045	+1708	17960	+6	2389295	+3918	64790	39	242201	1760	18342988	1797171	10206588	Europe
Iraq	2313943	+573	25109	+4	2268769	+1346	20065	72	55411	601	18175523	435242	41759599	Asia
Bangladesh	1949942	+217	29112	N/A	1864408	+1600	56422	1264	11642	174	13665453	81592	167485350	Asia
Serbia	1945142	+2415	15619	+15	1887890	+3184	41633	66	224162	1800	8956349	1032148	8677389	Europe
Hungary	1814362	N/A	44653	N/A	1650643	N/A	119066	109	188632	4642	10921558	1135469	9618544	Europe
Jordan	1680179	N/A	13959	N/A	1647266	N/A	18954	694	161933	1345	16499905	1590239	10375741	Asia
Georgia	1637691	+1716	16585	+16	1590380	+1551	30726	N/A	411882	4171	16099446	4049038	3976116	Asia
Slovakia	1586140	+9654	18979	+29	1439179	+11175	127982	217	290281	3473	6634177	1214128	5464149	Europe
Pakistan	1519627	+473	30313	+4	1471288	+466	18026	560	6659	133	26963417	118158	228197969	Asia
Norway	1363406	+6126	1826	+10	N/A	N/A	N/A	29	248186	332	9852076	1793412	5493483	Europe
Ireland	1360015	+6282	6636	+12	1245453	+4318	107926	42	270285	1319	11546772	2294772	5031773	Europe
Kazakhstan	1304560	+54	13648	N/A	1281862	+958	9050	528	68090	712	11575012	604143	19159404	Asia
Morocco	1162236	+111	16046	+3	1145486	+148	704	293	30865	426	11237010	298412	37656026	Africa
Bulgaria	1117525	+2393	36196	+34	885909	+3260	195420	288	162921	5277	9406028	1371281	6859302	Europe
Lebanon	1085846	+614	10219	+8	1006268	+4435	69359	186	160311	1509	4795578	708007	6773352	Asia
Cuba	1077966	+561	8503	N/A	1066760	+610	2703	23	95270	751	12920253	1141886	11314833	North America
Croatia	1074706	+1179	15373	+19	1050939	+1263	8394	47	264568	3784	4591099	1130222	4062121	Europe
Tunisia	1029762	N/A	28065	N/A	983630	N/A	18067	74	85604	2333	4475031	372009	12029351	Africa
Nepal	978044	+57	11950	N/A	961348	+130	4746	100	32569	398	5492019	182887	30029495	Asia
Lithuania	969197	+4982	8666	+16	887641	+9113	72890	63	364694	3261	7907132	2975333	2657562	Europe
Singapore	964329	+15851	1159	+6	921236	+12945	41934	23	162653	195	23315251	3932572	5928753	Asia
Hong Kong	945940	+27765	4568	+289	N/A	N/A	N/A	111	124455	601	36260319	4770697	7600634	Asia
Belarus	943027	+693	6681	+11	928536	N/A	7810	N/A	99854	707	12651102	1339588	9444026	Europe
Slovenia	923038	+4228	6419	+4	888977	+2555	27642	65	443891	3087	2591453	1246235	2079425	Europe
Bolivia	897970	+481	21475	+2	810015	+1387	66480	220	75180	1798	2682016	224543	11944317	South America
UAE	885983	+280	2302	N/A	851918	+947	31763	N/A	87773	228	143122412	14178935	10094017	Asia
Uruguay	867282	+1638	7110	+7	850698	+1731	9474	65	248203	2035	5834665	1669791	3494248	South America
Ecuador	849699	N/A	35348	N/A	N/A	N/A	N/A	759	46946	1953	2470170	136477	18099482	South America
Costa Rica	826251	+1093	8192	+6	739726	+6062	78333	94	159712	1583	3854668	745095	5173389	North America
Guatemala	807453	+2060	17170	+11	768454	+3149	21829	5	43693	929	4085376	221069	18480078	North America
Azerbaijan	790962	+142	9627	+9	779828	+243	1507	N/A	76830	935	6640773	645054	10294915	Asia
Finland	767220	+6110	2719	+2	46000	N/A	718501	42	138104	489	10162649	1829331	5555390	Europe
Panama	760105	+323	8143	+3	749576	+354	2386	16	171563	1838	5603325	1264721	4430482	North America
Latvia	750683	+6250	5450	+6	647896	+3607	97337	41	405630	2945	6924994	3741905	1850660	Europe
Saudi Arabia	749044	+129	9021	+1	731219	+215	8804	256	20960	252	41284790	1155222	35737546	Asia
Sri Lanka	656814	+428	16415	+8	619073	+112	21326	N/A	30456	761	6368159	295283	21566268	Asia
Paraguay	646283	+229	18552	+4	621240	+408	6491	77	88753	2548	2561955	351829	7281823	South America
Kuwait	626384	+270	2552	N/A	620141	+469	3691	9	143070	583	7763313	1773186	4378173	Asia
Myanmar	606910	+683	19414	+3	559673	+937	27823	N/A	11028	353	7422318	134874	55031426	Asia
Palestine	579923	N/A	5321	N/A	570740	N/A	3862	58	109350	1003	3078533	580487	5303360	Asia
Dominican Republic	576788	+90	4374	N/A	572028	+131	386	23	52277	396	3174924	287759	11033284	North America
Bahrain	539988	+1194	1464	+1	526515	+1731	12009	8	299622	812	9516707	5280512	1802232	Asia
Estonia	534787	+2705	2367	+8	433572	+1178	98848	19	402684	1782	3183507	2397120	1328055	Europe
Venezuela	518750	+290	5661	+2	510005	+255	3084	230	18331	200	3359014	118699	28298621	South America
Moldova	508578	+343	11357	+7	491634	+641	5587	87	126575	2827	3094224	770094	4017984	Europe
Libya	500497	+193	6354	+4	484591	+636	9552	119	71189	904	2457789	349590	7030491	Africa
Egypt	495373	N/A	24277	N/A	424831	N/A	46265	122	4690	230	3693367	34968	105622058	Africa
Ethiopia	469291	+69	7486	N/A	421500	+15	40305	50	3917	62	4576756	38199	119812480	Africa
Mongolia	467100	+97	2177	N/A	313256	N/A	151667	192	138678	646	4030048	1196489	3368228	Asia
