Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Georgia	1620639	+1365	16306	+32	1539413	+9790	64920	N/A	407570	4101	15965223	4015049	3976346	Asia
Pakistan	1512707	+953	30248	+11	1451665	+2605	30794	890	6633	133	26570773	116503	228068848	Asia
Slovakia	1493383	+11029	18631	+20	1305892	+17492	168860	228	273310	3410	6464073	1183014	5464070	Europe
Ireland	1315100	+3995	6531	+4	1186629	+5934	121940	43	261445	1298	11426271	2271572	5030116	Europe
Kazakhstan	1303316	+253	13623	+3	1273733	+1263	15960	528	68049	711	11575012	604355	19152655	Asia
Norway	1299549	+9665	1664	N/A	88952	N/A	1208933	26	236617	303	9852076	1793827	5492210	Europe
Morocco	1161506	+114	16009	+3	1142682	+364	2815	293	30856	425	11237010	298516	37642881	Africa
Bulgaria	1099423	+2125	35790	+74	851999	+3207	211634	420	160246	5217	9253599	1348751	6860865	Europe
Lebanon	1075974	+1602	10134	+9	682977	N/A	382863	186	158833	1496	4795578	707911	6774266	Asia
Cuba	1071964	+638	8498	N/A	1061076	+574	2390	34	94738	751	12920253	1141865	11315040	North America
Croatia	1061429	+1351	15172	+27	1035378	+2486	10879	74	261251	3734	4533308	1115788	4062877	Europe
Tunisia	1003255	+1501	27904	+30	965629	+4326	9722	173	83426	2320	4370335	363418	12025637	Africa
Nepal	977380	+111	11945	+1	958193	+385	7242	100	32564	398	5440278	181260	30013724	Asia
Belarus	927464	+1949	6535	+14	918284	+2561	2645	N/A	98205	692	12510624	1324700	9444119	Europe
Lithuania	923517	+4805	8489	+5	834226	+5045	80802	81	347357	3193	7799620	2933627	2658695	Europe
Slovenia	900908	+1911	6341	+5	865926	+3866	28641	80	433250	3049	2576655	1239124	2079416	Europe
Bolivia	894200	+425	21453	+10	793814	+1395	78933	220	74894	1797	2669468	223582	11939530	South America
UAE	881919	+447	2301	N/A	840077	+1436	39541	N/A	87402	228	139374445	13812542	10090427	Asia
Uruguay	851241	+2191	7031	+17	828444	+3399	15766	120	243637	2012	5743270	1643805	3493887	South America
Ecuador	836216	N/A	35264	N/A	N/A	N/A	N/A	759	46222	1949	2470170	136538	18091426	South America
Costa Rica	814583	+1771	8082	+9	686840	+3849	119661	116	157499	1563	3712867	717879	5171992	North America
Singapore	803389	+17564	1067	+18	738964	+23545	63358	30	135539	180	23230460	3919184	5927372	Asia
Guatemala	789354	+2485	17045	+16	734280	+3373	38029	5	42737	923	3986578	215840	18470103	North America
Azerbaijan	788525	+588	9488	+15	772715	+1185	6322	N/A	76614	922	6585992	639903	10292171	Asia
Panama	757061	+522	8106	+5	744734	+832	4221	26	170954	1830	5541364	1251313	4428439	North America
Saudi Arabia	746836	+363	9005	+1	726351	+559	11480	461	20907	252	40943934	1146207	35721240	Asia
Latvia	689794	+7676	5323	+24	551818	N/A	132653	55	372603	2875	6789961	3667706	1851283	Europe
Finland	671773	+7185	2387	+3	46000	N/A	623386	39	120928	430	10008882	1801736	5555132	Europe
Sri Lanka	648993	+583	16307	+20	609680	+195	23006	N/A	30097	756	6282076	291328	21563576	Asia
Paraguay	643342	+360	18454	+14	613318	+912	11570	130	88381	2535	2538886	348787	7279191	South America
Kuwait	621965	+499	2543	+2	612586	+1205	6836	42	142122	581	7703089	1760193	4376274	Asia
Myanmar	595821	+1863	19383	+4	544056	+2408	32382	N/A	10829	352	7212901	131095	55020481	Asia
Palestine	577868	+382	5278	+11	562645	+1305	9945	77	109036	996	3078533	580879	5299787	Asia
Dominican Republic	575592	+155	4370	N/A	569533	+239	1689	30	52184	396	3134774	284204	11030017	North America
Bahrain	523654	+2041	1458	+2	499114	+4700	23082	16	290847	810	9437182	5241583	1800445	Asia
Venezuela	516236	+293	5645	+2	505306	+680	5285	230	18241	199	3359014	118689	28301032	South America
Estonia	511015	+3304	2275	+8	393305	+2890	115435	25	384792	1713	3130373	2357157	1328029	Europe
Moldova	504307	+617	11269	+15	481585	+1277	11453	80	125504	2804	3049219	758840	4018264	Europe
Libya	497279	+501	6288	+4	472350	+1148	18641	122	70760	895	2436098	346643	7027682	Africa
Egypt	488763	+1121	24162	+13	418462	+983	46139	122	4630	229	3693367	34987	105563961	Africa
Ethiopia	468895	+45	7476	+3	420193	+200	41226	68	3916	62	4527005	37811	119726636	Africa
Mongolia	465326	+232	2173	+1	313256	N/A	149897	192	138217	645	4030048	1197053	3366640	Asia
Armenia	421008	+251	8516	+11	404993	+836	7499	N/A	141634	2865	2909913	978939	2972517	Asia
Honduras	413699	N/A	10785	N/A	128408	N/A	274506	105	40685	1061	1263329	124243	10168238	North America
Hong Kong	403080	+52523	1554	+188	13232	N/A	388294	60	53045	205	36260319	4771843	7598808	Asia
Oman	384306	+432	4248	N/A	371874	N/A	8184	55	72186	798	25000000	4695852	5323848	Asia
Bosnia and Herzegovina	372139	+293	15519	+14	192218	N/A	164402	N/A	114622	4780	1706211	525530	3246650	Europe
Qatar	357920	+156	670	N/A	354752	+385	2498	13	127473	239	3381541	1204336	2807805	Asia
Cyprus	329674	+1017	873	+12	124370	N/A	204431	60	269766	714	9477138	7754962	1222074	Asia
Kenya	323057	+32	5640	N/A	303324	+28	14093	4	5794	101	3393679	60870	55752742	Africa
Zambia	313613	+219	3958	+1	307968	+301	1687	N/A	16296	206	3284188	170652	19244942	Africa
Réunion	302162	N/A	666	N/A	289069	N/A	12427	41	333509	735	1463269	1615071	906009	Africa
North Macedonia	299049	+388	9065	+15	287127	+749	2857	N/A	143551	4351	1901296	912667	2083231	Europe
Albania	272030	+110	3478	+2	266958	+261	1594	13	94700	1211	1749552	609062	2872535	Europe
Algeria	265186	+56	6852	+4	177786	+54	80548	11	5870	152	230861	5110	45176042	Africa
Botswana	263950	N/A	2619	N/A	259434	N/A	1897	1	108574	1077	2026898	833748	2431069	Africa
Nigeria	254637	+31	3142	N/A	249160	+6	2335	11	1186	15	4442964	20695	214685304	Africa
Zimbabwe	238739	+633	5397	N/A	227889	+447	5453	12	15681	354	2098142	137809	15225042	Africa
Uzbekistan	236771	+84	1637	N/A	233777	+168	1357	23	6907	48	1377915	40195	34281033	Asia
Montenegro	230759	+128	2684	+2	226889	+205	1186	60	367334	4273	1175832	1871751	628199	Europe
Mozambique	225121	+21	2195	+1	219897	+34	3029	13	6880	67	1275348	38978	32719802	Africa
Kyrgyzstan	200599	+23	2962	+2	195531	+63	2106	131	29921	442	1907195	284472	6704327	Asia
New Zealand	188680	+22582	63	+7	36138	+16875	152479	N/A	37720	13	6788023	1357035	5002100	Australia/Oceania
Luxembourg	186360	+653	996	+1	175605	+560	9759	5	289819	1549	4081710	6347709	643021	Europe
Afghanistan	174269	+55	7620	+1	157251	+52	9398	1124	4314	189	893513	22119	40394952	Asia
Maldives	171947	+298	297	N/A	156871	+419	14779	25	308993	534	2196672	3947477	556475	Asia
Uganda	163338	+22	3590	+2	100064	+7	59684	35	3392	75	2472516	51344	48156176	Africa
Ghana	160028	N/A	1442	N/A	157999	N/A	587	1	4976	45	2321483	72190	32158091	Africa
Namibia	157311	+27	4013	+3	152825	+19	473	5	60090	1533	959397	366475	2617904	Africa
El Salvador	156364	N/A	4083	+2	132410	N/A	19871	153	23905	624	1758939	268910	6541001	North America
Laos	143710	+224	628	+2	7660	N/A	135422	N/A	19284	84	1002806	134564	7452258	Asia
Iceland	140929	+2049	68	N/A	75685	N/A	65176	3	408548	197	1782357	5166986	344951	Europe
Cambodia	131738	+366	3038	+5	125536	+507	3164	N/A	7701	178	2871758	167878	17106236	Asia
Rwanda	129548	+5	1458	N/A	45522	N/A	82568	1	9604	108	4891170	362598	13489244	Africa
Trinidad and Tobago	129321	+345	3649	+7	103933	+1197	21739	18	91908	2593	636623	452444	1407076	North America
Jamaica	128142	+34	2825	+10	78146	+286	47171	25	42960	947	859477	288144	2982807	North America
Guadeloupe	126642	N/A	837	N/A	2250	N/A	123555	19	316416	2091	938039	2343697	400239	North America
Cameroon	119322	N/A	1926	N/A	117263	N/A	133	13	4315	70	1751774	63353	27651099	Africa
Martinique	115951	N/A	895	N/A	104	N/A	114952	10	309386	2388	707420	1887571	374778	North America
China	110258	+294	4636	N/A	102318	+84	3304	18	77	3	160000000	111163	1439323776	Asia
Angola	98796	+50	1900	N/A	96738	+58	158	N/A	2857	55	1436142	41536	34575631	Africa
DRC	86154	+16	1335	N/A	50930	N/A	33889	N/A	915	14	846704	8997	94114101	Africa
Senegal	85739	+10	1961	+1	83695	+12	83	3	4904	112	1019319	58307	17481879	Africa
Malawi	85396	+13	2617	N/A	76004	+90	6775	67	4279	131	549568	27538	19956712	Africa
Ivory Coast	81534	+11	795	+1	80220	+88	519	N/A	2968	29	1425886	51905	27470831	Africa
Brunei	80749	+4215	135	N/A	43177	+2395	37437	N/A	181666	304	717784	1614841	444492	Asia
Suriname	78394	+41	1317	N/A	49362	+3	27715	3	131659	2212	229911	386125	595431	South America
French Guiana	77782	+17	393	+1	11254	N/A	66135	5	249597	1261	597622	1917729	311630	South America
Malta	71679	+98	607	N/A	69860	+72	1212	3	161617	1369	1211456	2731507	443512	Europe
Eswatini	69290	+32	1391	N/A	67739	+28	160	11	58707	1179	480910	407457	1180273	Africa
French Polynesia	68425	N/A	642	N/A	N/A	N/A	N/A	7	241250	2264	N/A	N/A	283627	Australia/Oceania
Fiji	64019	+12	834	N/A	62130	+80	1055	N/A	70558	919	497869	548725	907320	Australia/Oceania
Madagascar	63659	N/A	1366	N/A	58677	N/A	3616	61	2204	47	398434	13795	28881647	Africa
Guyana	63024	+22	1223	N/A	61473	+28	328	5	79485	1542	543927	685991	792907	South America
Sudan	61569	+15	3912	+1	40329	N/A	17328	N/A	1351	86	562941	12356	45561853	Africa
Mauritania	58645	+5	980	N/A	57628	+10	37	30	12082	202	750363	154585	4854061	Africa
Belize	56876	+34	651	N/A	55227	+120	998	6	138821	1589	505691	1234275	409707	North America
New Caledonia	56833	+645	302	+1	50063	+1816	6468	21	195913	1041	98964	341146	290093	Australia/Oceania
Cabo Verde	55890	+1	401	N/A	55429	+6	60	23	98729	708	400982	708329	566096	Africa
Barbados	55863	+158	316	N/A	53869	+225	1678	N/A	193993	1097	589703	2047836	287964	North America
Syria	54894	+72	3089	+4	47902	+187	3903	N/A	3014	170	146269	8032	18211763	Asia
Channel Islands	53230	+316	145	+1	49786	+260	3299	N/A	301508	821	1214932	6881674	176546	Europe
Gabon	47543	N/A	303	N/A	46561	N/A	679	1	20550	131	1571354	679186	2313583	Africa
Papua New Guinea	41421	N/A	638	N/A	39905	N/A	878	7	4487	69	249149	26992	9230605	Australia/Oceania
Seychelles	39403	N/A	163	N/A	38923	N/A	317	N/A	396544	1640	N/A	N/A	99366	Africa
Curaçao	39133	+51	264	+2	38533	+26	336	3	236858	1598	494095	2990582	165217	North America
Andorra	38434	+92	151	N/A	37606	+86	677	14	496102	1949	249838	3224881	77472	Europe
Burundi	38150	+16	38	N/A	773	N/A	37339	N/A	3056	3	345742	27697	12482945	Africa
Togo	36815	+3	272	N/A	36421	+3	122	N/A	4279	32	693741	80637	8603289	Africa
Mayotte	36703	+41	187	N/A	2964	N/A	33552	N/A	129316	659	176919	623338	283825	Africa
Guinea	36397	N/A	440	N/A	32939	N/A	3018	49	2651	32	587607	42802	13728530	Africa
Faeroe Islands	34237	N/A	28	N/A	7693	N/A	26516	5	696242	569	778000	15821369	49174	Europe
Aruba	33732	+48	212	+1	33462	+44	58	7	313713	1972	177885	1654359	107525	North America
Tanzania	33620	N/A	798	N/A	N/A	N/A	N/A	7	537	13	N/A	N/A	62579413	Africa
Bahamas	33169	+17	771	N/A	31963	+16	435	9	83019	1930	222122	555953	399534	North America
Lesotho	32707	N/A	697	N/A	23437	N/A	8573	N/A	15068	321	403174	185736	2170680	Africa
Mauritius	32431	+277	786	N/A	28637	+75	3008	N/A	25430	616	358675	281247	1275302	Africa
Mali	30396	+4	724	N/A	29542	+7	130	N/A	1432	34	625403	29464	21226201	Africa
Haiti	30382	+29	820	N/A	25485	+227	4077	N/A	2611	70	132422	11381	11635201	North America
Benin	26575	N/A	163	N/A	25506	N/A	906	5	2100	13	604310	47755	12654274	Africa
Somalia	26351	N/A	1348	N/A	13182	N/A	11821	N/A	1584	81	400466	24074	16634729	Africa
Congo	24020	N/A	378	N/A	20178	N/A	3464	N/A	4181	66	347815	60539	5745267	Africa
Isle of Man	23328	+97	80	N/A	22607	+55	641	N/A	271932	933	150753	1757315	85786	Europe
Timor-Leste	22736	N/A	129	N/A	22291	N/A	316	9	16712	95	248770	182857	1360462	Asia
Saint Lucia	22733	N/A	360	N/A	22280	N/A	93	3	122860	1946	136343	736862	185032	North America
Burkina Faso	20751	N/A	375	N/A	20309	N/A	67	N/A	949	17	248995	11389	21861835	Africa
Taiwan	20717	+64	853	N/A	18662	+60	1202	N/A	867	36	11743126	491571	23888953	Asia
Cayman Islands	19373	N/A	17	N/A	8553	N/A	10803	2	289089	254	222773	3324276	67014	North America
Nicaragua	18105	N/A	221	N/A	4225	N/A	13659	N/A	2680	33	N/A	N/A	6756483	North America
Tajikistan	17388	N/A	124	N/A	17263	N/A	1	N/A	1757	13	N/A	N/A	9896009	Asia
South Sudan	16999	+6	137	N/A	13271	N/A	3591	1	1489	12	342501	30009	11413402	Africa
Equatorial Guinea	15889	+4	183	N/A	15665	+1	41	5	10735	124	290997	196614	1480043	Africa
Gibraltar	15609	+36	101	N/A	15028	+55	480	10	463533	2999	517725	15374621	33674	Europe
Djibouti	15550	+1	189	N/A	15359	+2	2	N/A	15365	187	286712	283299	1012046	Africa
San Marino	14369	N/A	112	N/A	13994	N/A	263	4	421997	3289	136485	4008370	34050	Europe
CAR	14320	+95	113	N/A	6859	N/A	7348	2	2881	23	81294	16356	4970287	Africa
Bhutan	14120	+274	6	N/A	10071	+431	4043	3	17968	8	2003534	2549574	785831	Asia
Grenada	13690	N/A	216	N/A	13336	N/A	138	4	120727	1905	136411	1202961	113396	North America
Liechtenstein	12681	+362	78	N/A	11863	+93	740	6	331002	2036	80413	2098953	38311	Europe
Gambia	11939	N/A	365	N/A	11559	N/A	15	4	4719	144	137657	54405	2530204	Africa
Greenland	11806	+28	20	+2	2761	N/A	9025	4	207359	351	164926	2896742	56935	North America
Yemen	11774	+2	2135	N/A	8706	+10	933	23	381	69	265253	8577	30924887	Asia
Bermuda	11634	N/A	123	N/A	11338	N/A	173	N/A	187970	1987	805308	13011294	61893	North America
Dominica	11248	+100	61	N/A	10918	+37	269	N/A	155606	844	169712	2347818	72285	North America
Saint Martin	9912	N/A	63	N/A	1399	N/A	8450	7	249239	1584	112382	2825869	39769	North America
Eritrea	9708	+1	103	N/A	9603	+3	2	N/A	2675	28	23693	6530	3628573	Africa
Sint Maarten	9573	+3	85	N/A	9446	+8	42	10	219107	1945	62056	1420338	43691	North America
Monaco	9520	+20	51	N/A	9299	+35	170	4	239750	1284	54960	1384104	39708	Europe
Niger	8761	+1	307	N/A	8435	N/A	19	1	341	12	229438	8938	25671269	Africa
Comoros	8033	N/A	160	N/A	7855	N/A	18	N/A	8920	178	N/A	N/A	900591	Africa
Guinea-Bissau	8027	N/A	167	N/A	7018	N/A	842	6	3924	82	124624	60917	2045806	Africa
Sierra Leone	7665	N/A	125	N/A	N/A	N/A	N/A	N/A	929	15	259958	31516	8248388	Africa
Caribbean Netherlands	7609	+4	31	N/A	7545	N/A	33	N/A	285720	1164	30126	1131238	26631	North America
Antigua and Barbuda	7449	N/A	135	N/A	7284	N/A	30	1	75026	1360	18901	190369	99286	North America
Liberia	7384	N/A	294	N/A	5747	N/A	1343	2	1405	56	139824	26600	5256528	Africa
Solomon Islands	7258	N/A	111	N/A	1783	N/A	5364	2	10150	155	5117	7156	715059	Australia/Oceania
Chad	7255	N/A	190	N/A	4874	N/A	2191	N/A	421	11	191341	11115	17214041	Africa
St. Vincent Grenadines	6742	N/A	106	N/A	6627	N/A	9	N/A	60450	950	98236	880803	111530	North America
British Virgin Islands	6091	N/A	62	N/A	N/A	N/A	N/A	1	199261	2028	100749	3295898	30568	North America
Sao Tome and Principe	5934	N/A	72	N/A	5859	+2	3	N/A	26260	319	29036	128496	225969	Africa
Turks and Caicos	5867	N/A	36	N/A	5787	N/A	44	4	148179	909	419792	10602415	39594	North America
Saint Kitts and Nevis	5533	+2	42	N/A	5485	+1	6	1	102788	780	65141	1210147	53829	North America
Palau	3844	+10	6	N/A	3313	N/A	525	5	210769	329	37269	2043481	18238	Australia/Oceania
St. Barth	3780	N/A	6	N/A	N/A	N/A	N/A	N/A	380780	604	78646	7922434	9927	North America
Kiribati	2974	+10	11	N/A	2300	+39	663	4	24274	90	N/A	N/A	122516	Australia/Oceania
Anguilla	2555	N/A	9	N/A	2528	N/A	18	4	167794	591	51382	3374401	15227	North America
Saint Pierre Miquelon	1102	+15	1	N/A	1070	+5	31	1	191752	174	17358	3020358	5747	North America
Tonga	715	+70	N/A	N/A	304	+1	411	N/A	6639	N/A	34012	315803	107700	Australia/Oceania
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41617	642	20508	1879916	10909	Australia/Oceania
Montserrat	164	N/A	2	N/A	161	N/A	1	N/A	32820	400	8359	1672804	4997	North America
Falkland Islands	114	N/A	N/A	N/A	N/A	N/A	N/A	N/A	31241	N/A	8632	2365580	3649	South America
Cook Islands	95	+11	N/A	N/A	8	+1	87	N/A	5400	N/A	2358	134046	17591	Australia/Oceania
Macao	82	N/A	N/A	N/A	79	N/A	3	N/A	123	N/A	5318	8007	664150	Asia
Samoa	33	N/A	N/A	N/A	28	N/A	5	N/A	164	N/A	N/A	N/A	200621	Australia/Oceania
Vatican City	29	N/A	N/A	N/A	28	N/A	1	N/A	36070	N/A	N/A	N/A	804	Europe
Vanuatu	18	N/A	1	N/A	6	N/A	11	N/A	56	3	23000	72066	319151	Australia/Oceania
Western Sahara	10	N/A	1	N/A	8	N/A	1	N/A	16	2	N/A	N/A	621904	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Marshall Islands	7	N/A	N/A	N/A	7	N/A	0	N/A	117	N/A	N/A	N/A	59859	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6107	Africa
Micronesia	1	N/A	N/A	N/A	1	N/A	0	N/A	9	N/A	N/A	N/A	117041	Australia/Oceania
