Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	82080966	+19294	1012382	+66	79914830	+60294	1153754	1624	245422	3027	991187517	2963650	334448237	North America
India	43036132	+861	521722	+27	42503383	+929	11027	698	30651	372	793847740	565383	1404087743	Asia
Brazil	30152402	+7210	661309	+39	29038896	+20625	452197	8318	140086	3072	63776166	296300	215241599	South America
France	26947375	+107654	143288	+45	24018096	+24092	2785991	1541	411223	2187	260504402	3975351	65529910	Europe
Germany	22679247	+45149	132311	N/A	18414600	+90700	4132336	2494	269159	1570	122332384	1451852	84259518	Europe
UK	21626177	+26850	169991	+116	19607449	+75629	1848737	357	315623	2481	510406009	7449111	68519051	Europe
Russia	17996060	+13056	371716	+259	17213102	+29372	411242	2300	123222	2545	273400000	1872019	146045544	Europe
S. Korea	15333670	+164481	19421	+329	N/A	N/A	N/A	1114	298625	378	15804065	307786	51347510	Asia
Italy	15292385	+53590	160748	+90	13884744	+45139	1246893	465	253588	2666	206399929	3422657	60304008	Europe
Turkey	14958974	+5609	98409	+32	14650621	+7315	209944	975	174043	1145	155956251	1814501	85949948	Asia
Spain	11644851	+8682	103186	+41	11078324	+21895	463341	371	248891	2205	471036328	10067692	46786925	Europe
Vietnam	10226976	+28387	42813	+19	8532523	+34991	1651640	1403	103414	433	85007902	859593	98893226	Asia
Argentina	9052536	+453	128198	+1	8885072	+2370	39266	429	197086	2791	35611642	775313	45931949	South America
Netherlands	7988913	+7170	22098	+2	6964548	N/A	1002267	122	464413	1285	21107399	1227019	17202175	Europe
Iran	7191643	+2894	140616	+39	6918860	+4926	132167	1558	83720	1637	50020619	582305	85901102	Asia
Japan	6991687	+52162	28646	+56	6468100	+45901	494941	484	55583	228	44669396	355113	125789190	Asia
Colombia	6088034	+297	139719	+6	5921185	+285	27130	342	117426	2695	34135355	658405	51845560	South America
Indonesia	6032707	+1071	155626	+29	5804402	+2493	72679	2771	21649	558	93171527	334358	278657588	Asia
Poland	5978215	+440	115635	N/A	5333737	N/A	528843	268	158267	3061	35853027	949170	37773030	Europe
Mexico	5722541	+2712	323720	+125	5021145	+2839	377676	4798	43571	2465	15669932	119311	131337245	North America
Australia	5064885	+44991	6564	+14	4572728	+44974	485593	112	194616	252	67658270	2599737	26025040	Australia/Oceania
Ukraine	4984733	+267	108135	+3	N/A	N/A	N/A	177	115208	2499	19521252	451177	43267404	Europe
Malaysia	4325818	+8112	35292	+12	4144728	+15765	145798	174	130681	1066	57465179	1736002	33102028	Asia
Israel	3997863	+4341	10584	+25	3941841	+9095	45438	272	428679	1135	41373364	4436346	9326000	Asia
Austria	3987385	+10635	16226	+18	3779116	+21386	192043	191	438289	1784	179365755	19715677	9097621	Europe
Belgium	3935291	+5847	31060	+16	3589265	+11140	314966	176	336950	2659	33120016	2835822	11679161	Europe
Thailand	3883485	+25139	26086	+108	3606429	+25509	250970	1496	55391	372	17270775	246335	70110896	Asia
Czechia	3862336	+2250	39900	+17	3778722	+7116	43714	80	359479	3714	54905349	5110208	10744249	Europe
South Africa	3732075	+828	100096	N/A	3619311	+1603	12668	546	61549	1651	24060151	396797	60635919	Africa
Portugal	3682996	+6851	21915	+25	N/A	N/A	N/A	61	363074	2160	40464651	3989049	10143934	Europe
Philippines	3681373	+276	59769	+39	3593225	+1294	28379	289	32820	533	29151556	259888	112169737	Asia
Canada	3574548	+9911	38029	+41	3339349	+8388	197170	367	93258	992	59839826	1561192	38329563	North America
Peru	3551540	+295	212486	+15	N/A	N/A	N/A	395	105115	6289	29204946	864383	33787042	South America
Switzerland	3544301	+3698	13759	N/A	3027893	+31279	502649	113	404279	1569	20400357	2326955	8766974	Europe
Chile	3512020	+3464	57041	+44	3212065	+18284	242914	423	180962	2939	36115860	1860925	19407481	South America
