Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	49452681	120999	803371	1650	39236734	105895	9412576	13201	148173	2407	754081369	2259423	333749517	North America
India	34596776	8954	469247	267	34018299	10116	109230	8944	24726	335	641303848	458337	1399198423	Asia
Brazil	22094459	9710	614754	326	21321631	17516	158074	8318	102910	2863	63776166	297051	214697495	South America
UK	10227633	39336	144969	159	9062561	36788	1020103	916	149547	2120	362531048	5300882	68390701	Europe
Russia	9636881	32648	275193	1229	8329253	33442	1032435	2300	65996	1885	224900000	1540168	146023052	Europe
Turkey	8795588	25216	76842	207	8326381	24498	392365	1405	102725	897	107680920	1257619	85622825	Asia
France	7675504	47177	119131	115	7125024	11761	431349	1824	117223	1819	162981031	2489097	65477969	Europe
Iran	6117445	4253	129830	119	5883470	10029	104145	3334	71538	1518	38439240	449511	85513384	Asia
Germany	5881423	55880	102137	485	4893300	40500	885986	4459	69881	1214	83816414	995880	84163150	Europe
Argentina	5330748	2332	116589	35	5193691	1287	20468	617	116436	2547	26222843	572770	45782522	South America
Spain	5164184	10261	88052	44	4923140	2261	152992	713	110392	1882	66213858	1415418	46780416	Europe
Colombia	5069644	2296	128528	55	4909572	2088	31544	342	98154	2488	28112712	544292	51650076	South America
Italy	5028535	12752	133838	92	4700449	8041	194248	683	83342	2218	119331735	1977788	60335946	Europe
Indonesia	4256409	297	143830	11	4104657	324	7922	N/A	15332	518	54475477	196227	277615084	Asia
Mexico	3884566	724	293950	53	3242947	2426	347669	4798	29687	2246	11838624	90475	130848998	North America
Poland	3540073	19086	83583	526	3038451	15680	418039	1825	93683	2212	24433048	646584	37787922	Europe
Ukraine	3438381	10554	85975	561	2946032	25318	406374	177	79295	1983	15869089	365970	43361664	Europe
South Africa	2968052	4373	89843	21	2849558	119	28651	546	49167	1488	19477054	322648	60366253	Africa
Philippines	2832538	229	48545	44	2768048	568	15945	1023	25371	435	24238501	217106	111643668	Asia
Netherlands	2643176	22154	19414	65	2112703	8140	511059	604	153775	1129	19205114	1117321	17188541	Europe
Malaysia	2632782	4879	30425	55	2537204	5168	65153	509	79896	923	37735175	1145139	32952474	Asia
Peru	2236351	1381	201176	32	N/A	N/A	N/A	971	66516	5984	20314089	604202	33621349	South America
Czechia	2150176	17610	33143	102	1866042	607	250991	1022	200257	3087	43666605	4066888	10737105	Europe
Thailand	2115872	4306	20769	37	2019428	6407	75675	1369	30206	296	14913135	212899	70047905	Asia
Iraq	2081172	724	23820	13	2045021	1355	12331	103	50152	574	16341046	393783	41497561	Asia
Canada	1792500	2358	29687	17	1737256	2700	25557	497	46911	777	48807147	1277328	38210346	North America
Romania	1779667	1622	56547	130	1686752	3548	36368	1146	93392	2967	16019397	840651	19055941	Europe
Chile	1762751	1386	38346	3	1656705	2141	67700	696	91106	1982	25592070	1322699	19348368	South America
Belgium	1749469	14907	26966	44	1333810	8055	388693	722	150027	2312	24619234	2111243	11661012	Europe
Japan	1727221	78	18359	1	1708006	104	856	41	13716	146	27874331	221351	125928213	Asia
Bangladesh	1576284	273	27981	1	1540965	368	7338	1382	9438	168	10888751	65198	167010523	Asia
Israel	1343660	684	8196	1	1329800	537	5664	115	144077	879	31188024	3344202	9326000	Asia
Pakistan	1284840	475	28728	10	1242236	327	13876	905	5661	127	21985775	96873	226953710	Asia
Serbia	1254845	2272	11691	54	1193265	3773	49889	199	144442	1346	6814207	784366	8687534	Europe
Vietnam	1238082	13972	25252	197	989348	14624	223482	5788	12559	256	68317914	693036	98577682	Asia
Sweden	1207519	2660	15130	2	1158493	293	33896	42	118519	1485	13708481	1345501	10188382	Europe
Austria	1159995	8186	12492	67	1007909	13818	139594	642	127765	1376	110579782	12179566	9079123	Europe
Portugal	1147249	2907	18441	11	1075237	3693	53571	116	112978	1816	21283107	2095906	10154610	Europe
Hungary	1103108	6390	34521	195	882659	5408	185928	513	114601	3586	8443744	877216	9625618	Europe
Switzerland	1016224	11278	11559	16	861500	1237	143165	203	116217	1322	12403612	1418499	8744181	Europe
Kazakhstan	971541	654	12696	18	935950	1137	22895	528	50881	665	11575012	606200	19094373	Asia
Cuba	962486	136	8304	4	953337	207	845	23	85049	734	11097946	980659	11316828	North America
Jordan	953943	4977	11608	24	887074	3094	55261	1064	92200	1122	12169073	1176162	10346428	Asia
Morocco	949917	132	14776	1	932291	158	2850	347	25311	394	10444492	278302	37529355	Africa
Greece	938903	7486	18157	90	843050	7168	77696	664	90707	1754	36357597	3512487	10350956	Europe
Georgia	845643	5050	12054	80	788201	4214	45388	N/A	212563	3030	11560729	2905929	3978325	Asia
Nepal	821366	245	11526	2	802909	256	6931	N/A	27491	386	4622560	154717	29877524	Asia
UAE	742041	65	2147	1	736939	77	2955	N/A	73766	213	101356006	10075735	10059416	Asia
Tunisia	717572	263	25373	8	691031	128	1168	58	59830	2116	3177078	264899	11993558	Africa
Bulgaria	695057	2681	28453	128	561485	2557	105119	717	101109	4139	6576558	956679	6874364	Europe
Slovakia	680084	7069	14418	77	555525	6354	110141	585	124480	2639	4585219	839263	5463386	Europe
Lebanon	670656	2051	8725	9	633299	676	28632	186	98885	1286	4795578	707087	6782161	Asia
Belarus	654718	1395	5081	14	641570	1438	8067	N/A	69320	538	10386520	1099694	9444922	Europe
Guatemala	617984	363	15943	10	600621	475	1420	5	33615	867	3120035	169715	18383960	North America
Croatia	608205	3858	10899	73	567869	4239	29437	314	149458	2678	3449298	847615	4069414	Europe
Azerbaijan	588318	1678	7856	23	554749	1934	25713	N/A	57294	765	5539284	539446	10268474	Asia
Ireland	570115	5458	5652	N/A	441593	1970	122870	122	113664	1127	8983297	1790998	5015805	Europe
Costa Rica	566839	48	7299	3	548020	1082	11520	83	109854	1415	2715029	526176	5159930	North America
Sri Lanka	563989	722	14346	18	540387	347	9256	N/A	26183	666	5640979	261880	21540326	Asia
Saudi Arabia	549752	32	8836	2	538913	28	2003	40	15451	248	31494154	885154	35580416	Asia
Bolivia	537559	1087	19171	10	492921	975	25467	220	45180	1611	2593083	217939	11898193	South America
Ecuador	526870	N/A	33250	N/A	443880	N/A	49740	759	29235	1845	2013368	111718	18021847	South America
Myanmar	522402	471	19104	7	497249	589	6049	N/A	9511	348	5583908	101662	54925960	Asia
Denmark	487401	4148	2895	12	403118	N/A	81388	60	83730	497	93815873	16116594	5821073	Europe
Panama	477742	134	7365	3	467826	228	2551	20	108312	1670	4236620	960511	4410796	North America
Lithuania	470446	1849	6741	19	435610	3204	28095	127	176297	2526	6143115	2302104	2668479	Europe
Paraguay	463058	57	16472	3	445793	70	793	38	63813	2270	1948511	268521	7256453	South America
S. Korea	447230	3030	3624	44	396070	2453	47536	661	8713	71	15804065	307881	51331649	Asia
Venezuela	431945	649	5155	11	419131	659	7659	681	15251	182	3359014	118601	28321854	South America
Palestine	430443	360	4535	4	422781	120	3127	42	81695	861	2736577	519381	5268925	Asia
Slovenia	420905	2489	5224	16	378537	3753	37144	190	202422	2512	1936330	931222	2079343	Europe
Kuwait	413362	35	2465	N/A	410627	17	270	N/A	94811	565	5330503	1222628	4359873	Asia
Dominican Republic	407251	138	4204	N/A	399896	433	3151	186	37017	382	2458249	223441	11001802	North America
Uruguay	399695	191	6131	1	391489	201	2075	12	114501	1756	4109262	1177179	3490770	South America
Mongolia	381528	393	2003	8	313256	N/A	66269	192	113790	597	4030048	1201950	3352926	Asia
Honduras	377929	41	10403	N/A	120436	128	247090	59	37318	1027	1121382	110728	10127318	North America
Libya	372636	427	5456	8	345986	1899	21194	N/A	53208	779	1908835	272557	7003425	Africa
Ethiopia	371536	190	6755	5	349037	151	15744	233	3123	57	3871923	32541	118985257	Africa
Moldova	363774	664	9119	29	347118	N/A	7537	206	90476	2268	2210968	549898	4020688	Europe
Egypt	358578	949	20474	62	297536	639	40568	90	3413	195	3693367	35154	105062217	Africa
Armenia	338518	398	7567	32	317175	977	13776	N/A	113938	2547	2366680	796571	2971083	Asia
Oman	304554	4	4113	N/A	300005	54	436	4	57571	778	25000000	4725872	5290029	Asia
Bahrain	277690	62	1394	N/A	275953	24	343	2	155568	781	7401706	4146602	1785005	Asia
