Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	49878049	147434	808116	1353	39463245	73599	9606688	13714	149440	2421	759601375	2275854	333765397	North America
India	34624360	8603	470530	415	34045666	8612	108164	8944	24744	336	644668082	460704	1399309544	Asia
Brazil	22129409	10627	615454	229	21357412	5907	156543	8318	103067	2866	63776166	297034	214709861	South America
UK	10378256	50120	145424	143	9156066	29938	1076766	895	151743	2126	366108215	5352959	68393618	Europe
Russia	9736037	32930	278857	1217	8436631	36514	1020549	2300	66674	1910	226800000	1553174	146023563	Europe
Turkey	8861386	21495	77417	187	8392971	20193	390998	1405	103484	904	108745783	1269946	85630260	Asia
France	7823388	49858	119457	127	7155819	14543	548112	2058	119479	1824	162981031	2489052	65479150	Europe
Iran	6129199	3603	130066	78	5908901	7369	90232	3296	71668	1521	39093355	457114	85522195	Asia
Germany	6097477	70681	103308	399	5023300	43600	970869	4636	72446	1227	85782441	1019213	84165340	Europe
Argentina	5337692	2382	116639	22	5198099	2003	22954	657	116579	2547	26355038	575614	45785918	South America
Spain	5202958	13738	88159	37	4927391	1413	187408	814	111221	1885	66213858	1415414	46780564	Europe
Italy	5077440	17025	134077	74	4727214	9658	216149	708	84154	2222	121173417	2008336	60335220	Europe
Colombia	5076378	2299	128685	42	4916313	2392	31380	342	98276	2491	28258816	547073	51654519	South America
Indonesia	4257243	245	143858	8	4105680	328	7705	N/A	15334	518	55342143	199331	277638777	Asia
Mexico	3894364	3146	294715	287	3250478	2466	349171	4798	29760	2252	11904011	90967	130860095	North America
Poland	3623451	26964	85128	472	3091259	25041	447064	1968	95890	2253	24764134	655351	37787584	Europe
Ukraine	3477649	13777	87566	509	3018620	22893	371463	177	80205	2020	16009215	369220	43359522	Europe
South Africa	3004203	16055	89944	29	2852898	1993	61361	546	49761	1490	19646423	325421	60372382	Africa
Philippines	2833777	443	48987	235	2769587	407	15203	1023	25380	439	24313150	217751	111655624	Asia
Netherlands	2706263	21529	19586	62	2137058	9044	549619	609	157443	1139	19205114	1117301	17188851	Europe
Malaysia	2649578	5551	30538	17	2556554	5301	62486	499	80398	927	38161832	1157968	32955873	Asia
Peru	2241027	1606	201326	44	N/A	N/A	N/A	967	66647	5987	20463224	608570	33625115	South America
Czechia	2212056	18596	33523	109	1894921	500	283612	1056	206017	3122	44071446	4104531	10737268	Europe
Thailand	2130641	4912	20878	33	2037000	5844	72763	1369	30416	298	14913135	212895	70049337	Asia
Iraq	2083515	741	23867	8	2048378	1112	11270	100	50199	575	16405036	395255	41504977	Asia
Belgium	1809557	23113	27120	48	1351555	5627	430882	793	155175	2326	24998146	2143662	11661424	Europe
Canada	1802359	3487	29757	20	1745281	2757	27321	497	47166	779	49099908	1284899	38213055	North America
Romania	1783630	1673	56910	183	1695283	3927	31437	1031	93605	2987	16108574	845377	19054895	Europe
Chile	1768584	2091	38439	36	1661024	1253	69121	692	91401	1987	25803364	1333527	19349711	South America
Japan	1727560	130	18363	1	1708345	126	852	32	13719	146	28040512	222676	125925054	Asia
Bangladesh	1577070	243	27989	3	1541886	225	7195	1382	9442	168	10946046	65536	167023961	Asia
Israel	1345083	415	8199	N/A	1331497	434	5387	112	144229	879	31188024	3344202	9326000	Asia
Pakistan	1286022	391	28753	8	1245155	2437	12114	895	5666	127	22118750	97444	226988925	Asia
Vietnam	1280780	13670	25858	200	1006459	1149	248463	6449	12992	262	69433777	704305	98584854	Asia
Serbia	1260806	1801	11837	45	1202858	3439	46111	172	145133	1363	6860373	789706	8687247	Europe
Sweden	1212145	N/A	15136	N/A	1161101	828	35908	43	118967	1486	13708481	1345433	10188897	Europe
Austria	1185982	6738	12693	68	1050051	13498	123238	643	130621	1398	111937966	12328589	9079544	Europe
Portugal	1157352	2535	18492	21	1082421	3713	56439	129	113976	1821	21283107	2095956	10154367	Europe
Hungary	1134869	10143	35122	191	910745	8745	189002	566	117903	3649	8559975	889309	9625418	Europe
Switzerland	1039730	4838	11612	9	867860	2970	160258	213	118898	1328	12597593	1440598	8744699	Europe
Kazakhstan	973769	724	12734	18	939566	1231	21469	528	50993	667	11575012	606142	19096213	Asia
Jordan	968425	4770	11687	26	897728	3651	59010	1144	93592	1129	12320807	1190732	10347257	Asia
Cuba	962892	114	8306	1	953882	160	704	22	85085	734	11160862	986223	11316771	North America
Greece	957552	6201	18427	102	860595	4017	78530	694	92512	1780	37549349	3627767	10350540	Europe
Morocco	950374	151	14784	2	932737	172	2853	347	25321	394	10477982	279168	37532940	Africa
Georgia	857933	4100	12258	67	799850	3397	45825	N/A	215655	3081	11714425	2944609	3978262	Asia
