Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	82211608	+41390	1014587	+443	80056155	+36525	1140866	1559	245801	3033	994063483	2972108	334464117	North America
India	43039023	+1007	521767	+21	42506228	+818	11028	698	30650	372	794525202	565821	1404198864	Asia
Brazil	30210853	+26924	661710	+158	29167518	+41215	381625	8318	140350	3074	63776166	296283	215253965	South America
France	27310055	+146426	143777	+152	24492686	+148476	2673592	1541	416750	2194	260504402	3975279	65531091	Europe
Germany	23116402	+179888	132906	+307	19179300	+286200	3804196	1980	274341	1577	122332384	1451815	84261708	Europe
UK	21727688	+31543	171046	+651	19974579	+82474	1582063	385	317091	2496	511698520	7467657	68521968	Europe
Russia	18030579	+11754	372512	+267	17299263	+28135	358804	2300	123458	2551	273400000	1872012	146046055	Europe
S. Korea	15830644	+195370	20034	+184	N/A	N/A	N/A	1014	308302	390	15804065	307784	51347871	Asia
Italy	15468061	+62703	161187	+155	14078350	+63318	1228524	449	256504	2673	207575724	3442196	60303282	Europe
Turkey	14978031	+5529	98493	+31	14688473	+14493	191065	975	174249	1146	156514251	1820835	85957383	Asia
Spain	11662214	N/A	103266	N/A	11120708	N/A	438240	368	249261	2207	471036328	10067660	46787073	Europe
Vietnam	10351325	+24752	42878	+20	8770994	+13887	1537453	1205	104664	434	85511551	864623	98900397	Asia
Argentina	9057923	+1720	128285	+17	8889899	+1385	39739	424	197189	2793	35681964	776787	45935345	South America
Netherlands	8006749	+4943	22137	+20	7191958	+45876	792654	106	465441	1287	21107399	1226997	17202485	Europe
Iran	7199861	+2356	140711	+33	6930509	+3467	128641	1376	83807	1638	50079995	582936	85909914	Asia
Japan	7124030	+51331	28765	+44	6591109	+44733	504156	468	56636	229	44996843	357725	125786031	Asia
Colombia	6088912	+293	139734	+5	5921849	+99	27329	342	117433	2695	34204521	659682	51850003	South America
Indonesia	6036909	+1551	155746	+29	5814688	+3022	66475	2771	21662	559	93593555	335844	278681282	Asia
Poland	5981478	+1261	115736	+40	5333871	+55	531871	268	158355	3064	35895344	950299	37772692	Europe
Mexico	5723862	+648	323805	+78	5024561	+1147	375496	4798	43578	2465	15683615	119405	131348341	North America
Australia	5206905	+53286	6648	+39	4756356	+64289	443901	126	200054	255	67955995	2610934	26027464	Australia/Oceania
Ukraine	4988890	+1605	108194	+27	N/A	N/A	N/A	177	115309	2501	19521252	451199	43265262	Europe
Malaysia	4352611	+10052	35363	+22	4196656	+15893	120592	161	131477	1068	57710125	1743222	33105427	Asia
Israel	4016919	+5253	10601	N/A	3941841	N/A	64477	229	430723	1137	41373364	4436346	9326000	Asia
Austria	4016540	+12471	16324	+38	3839507	+20269	160709	190	441473	1794	179853312	19768354	9098042	Europe
Belgium	3966741	+8982	31142	+30	3617043	N/A	318556	173	339631	2666	33220032	2844285	11679574	Europe
Thailand	3948869	+23015	26398	+106	3689792	+27626	232679	1496	56322	377	17270775	246330	70112328	Asia
Czechia	3872535	+4031	39948	+9	3792429	+2224	40158	69	360423	3718	54962034	5115407	10744411	Europe
South Africa	3735578	+1659	100132	+16	3624451	+2354	10995	175	61600	1651	24116414	397685	60642047	Africa
Portugal	3709026	+11373	21970	+12	N/A	N/A	N/A	61	365649	2166	40534335	3996014	10143691	Europe
Philippines	3682080	+230	59891	+113	3597058	+1241	25131	289	32822	534	29224500	260510	112181693	Asia
Canada	3604570	+13969	38165	+70	3361991	+5352	204414	407	94035	996	60083036	1567427	38332273	North America
Peru	3553210	+743	212547	+19	N/A	N/A	N/A	382	105153	6290	29296629	867000	33790808	South America
Switzerland	3551790	N/A	13788	+4	3105701	N/A	432301	103	405109	1573	20548491	2343714	8767492	Europe
Chile	3518800	+2922	57098	+4	3257514	+12848	204188	379	181299	2942	36244665	1867432	19408825	South America
Greece	3206948	+11061	28344	+70	3023257	+21033	155347	345	310382	2743	77162026	7468062	10332269	Europe
Denmark	2943116	+2118	5945	+13	2902283	+4152	34888	22	504946	1020	127021135	21792817	5828578	Europe
Romania	2877544	+1602	65285	+27	2606660	N/A	205599	253	151379	3434	22396439	1178210	19008864	Europe
Sweden	2495996	+681	18572	N/A	2450948	+405	26476	22	244428	1819	18445431	1806327	10211568	Europe
Iraq	2322551	+248	25188	+2	2290436	+598	6927	23	55522	602	18409261	440084	41831289	Asia
Serbia	1992677	+1057	15906	+7	1951872	+3627	24899	26	229714	1834	9338695	1076555	8674613	Europe
Bangladesh	1952162	+31	29124	N/A	1889879	+274	33159	1283	11647	174	13905661	82962	167615256	Asia
Hungary	1876946	+2740	45838	+26	1742051	+6122	89057	47	195178	4767	11233362	1168121	9616609	Europe
Slovakia	1757117	+2538	19643	+25	1683932	+6767	53542	130	321560	3595	6995626	1280228	5464358	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163160	1353	16670254	1605416	10383760	Asia
Georgia	1652235	+266	16781	+2	1632194	+348	3260	N/A	415603	4221	16627678	4182525	3975512	Asia
Pakistan	1526829	+101	30362	N/A	1487073	+113	9394	262	6681	133	27805841	121668	228538380	Asia
Ireland	1496910	+2096	6919	+16	1346830	+2081	143161	58	297234	1374	11942846	2371428	5036141	Europe
Norway	1418431	+800	2783	N/A	N/A	N/A	N/A	20	258045	506	11002430	2001593	5496837	Europe
Kazakhstan	1305327	+12	13660	N/A	1290720	+41	947	24	68067	712	11575012	603582	19177195	Asia
Hong Kong	1194295	+1272	8948	+62	N/A	N/A	N/A	115	157032	1177	44972952	5913256	7605447	Asia
Morocco	1164189	+54	16061	N/A	1147424	+69	704	293	30888	426	11237010	298138	37690682	Africa
Singapore	1148656	+3535	1309	+2	1079687	+2885	67660	13	193624	221	23611604	3980115	5932393	Asia
Bulgaria	1147812	+647	36756	+16	944639	+990	166417	131	167437	5362	9724468	1418557	6855181	Europe
Croatia	1110989	+1142	15707	+5	1089283	+467	5999	27	273634	3869	4731537	1165367	4060125	Europe
Cuba	1098114	+439	8519	N/A	1087352	+622	2243	23	97056	753	12920253	1141941	11314287	North America
Lebanon	1095099	+188	10353	+3	1074880	+629	9866	186	161735	1529	4795578	708259	6770942	Asia
Lithuania	1045108	+1539	8991	+9	997837	+2594	38280	47	393701	3387	8157182	3072877	2654575	Europe
Tunisia	1038668	N/A	28509	N/A	N/A	N/A	N/A	29	86274	2368	4547755	377747	12039144	Africa
Slovenia	992632	+1737	6545	+4	959489	+3148	26598	32	477354	3147	2630209	1264859	2079448	Europe
Nepal	978631	+15	11951	N/A	966160	+49	520	N/A	32544	397	5586487	185776	30071072	Asia
Belarus	971649	+899	6885	+3	928536	N/A	36228	N/A	102888	729	12987175	1375209	9443780	Europe
Finland	920692	N/A	3334	N/A	46000	N/A	871358	33	165709	600	10512930	1892152	5556070	Europe
Bolivia	903584	+107	21899	N/A	850086	+655	31599	220	75570	1831	2688875	224880	11956936	South America
Uruguay	894984	+354	7188	+2	884907	+601	2889	31	256061	2057	6081466	1739948	3495199	South America
UAE	894523	+237	2302	N/A	875602	+486	16619	N/A	88536	228	151396113	14984545	10103484	Asia
Ecuador	865585	N/A	35513	N/A	N/A	N/A	N/A	759	47768	1960	2470170	136317	18120722	South America
Costa Rica	844892	N/A	8357	N/A	825599	N/A	10936	44	163199	1614	4163300	804181	5177071	North America
Guatemala	837087	+853	17411	+11	815470	+1087	4206	5	45232	941	4345675	234820	18506374	North America
Latvia	811056	+1139	5695	+8	791297	+2431	14064	14	438641	3080	7114713	3847831	1849019	Europe
New Zealand	795606	+9548	497	+14	729800	+12625	65309	N/A	159054	99	6959067	1391229	5002100	Australia/Oceania
Azerbaijan	792305	+16	9704	+1	782416	+41	185	N/A	76907	942	6755203	655708	10302149	Asia
Panama	767835	+397	8178	N/A	757190	+166	2467	9	173097	1844	5773749	1301606	4435867	North America
Saudi Arabia	752188	+110	9062	+2	738011	+263	5115	66	21022	253	41704690	1165569	35780534	Asia
Sri Lanka	662748	+31	16494	+2	642530	+14	3724	N/A	30721	765	6477329	300247	21573365	Asia
Paraguay	648446	N/A	18734	N/A	624673	N/A	5039	3	88965	2570	2615453	358834	7288764	South America
Kuwait	630641	N/A	2555	N/A	626843	N/A	1243	4	143878	583	7948416	1813390	4383180	Asia
Myanmar	612460	+54	19434	N/A	591139	+110	1887	N/A	11123	353	7805688	141766	55060279	Asia
Palestine	581678	N/A	5352	N/A	575613	N/A	713	17	109487	1007	3078533	579458	5312781	Asia
Dominican Republic	578626	N/A	4375	N/A	574132	N/A	119	16	52403	396	3251191	294441	11041897	North America
Estonia	565838	+626	2501	+3	498248	+1498	65089	6	426042	1883	3284564	2473082	1328126	Europe
Bahrain	561525	+460	1473	N/A	555813	+667	4239	3	310759	815	9662134	5347218	1806946	Asia
Venezuela	521714	+96	5698	+1	514413	+125	1603	230	18440	201	3359014	118726	28292265	South America
